LastName,FirstName,Gender,Country,Date,Round,Apparatus,Rank,Score
ABBADINI,YUMIN,m,ITA,9-12 Mar 2023,qual,HB,10,13.533
ABBADINI,YUMIN,m,ITA,9-12 Mar 2023,qual,PH,15,13.433
ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,FX,113,12
ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,HB,68,12.766
ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,PB,122,12.4
ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,PH,55,12.766
ABDELHALEEM,ABDELRAHMAN,m,EGY,27-30 Apr 2023,qual,PH,9,14.1
ABDELHALEEM,ABDELRAHMAN,m,EGY,9-12 Mar 2023,qual,PH,21,13.066
ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,FX,116,11.933
ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,HB,61,12.966
ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,PB,92,13
ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,PH,37,13.166
ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,VT,50,13.966
ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,qual,FX,33,12.066
ABDELRAHMAN,AHMED,m,EGY,27-30 Apr 2023,qual,FX,38,0.4
ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,qual,PB,12,13.466
ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,qual,PH,36,12.066
ABDELRAHMAN,AHMED,m,EGY,27-30 Apr 2023,qual,VT,17,13.433
ABDELRAHMAN,AHMED,m,EGY,27-30 Apr 2023,qual,VT,17,13.1
ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,qual,VT,NA,13.366
ABDULLAH,ALLY HAMUDA,m,MAS,23-26 Feb 2023,qual,SR,46,9.933
ABDURAKHIMOV,RASULJON,m,UZB,29 Oct 2022 - 6 Nov 2022,qual,HB,39,13.266
ABDURAKHIMOV,RASULJON,m,UZB,29 Oct 2022 - 6 Nov 2022,qual,PB,28,14.233
ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,final,HB,8,12.3
ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,qual,HB,5,13.35
ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,final,PB,1,14.23
ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,qual,PB,1,14.5
ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,qual,SR,16,12.5
ABDURAKHIMOV,RASULJON,m,UZB,9-12 Mar 2023,qual,HB,27,12.533
ABDURAKHIMOV,RASULJON,m,UZB,9-12 Mar 2023,final,PB,7,14.266
ABDURAKHIMOV,RASULJON,m,UZB,9-12 Mar 2023,qual,PB,8,14.266
ABESADZE,SABA,m,GEO,18-21 Aug 2022,qual,FX,104,11.6
ABESADZE,SABA,m,GEO,18-21 Aug 2022,qual,HB,101,11.066
ABESADZE,SABA,m,GEO,18-21 Aug 2022,qual,PB,56,13.166
ABESADZE,SABA,m,GEO,18-21 Aug 2022,qual,PH,89,11.5
ABESADZE,SABA,m,GEO,18-21 Aug 2022,qual,SR,55,13.033
ABESADZE,SABA,m,GEO,18-21 Aug 2022,qual,VT,96,12.866
ABESADZE,SABA,m,GEO,11-16 Apr 2023,qual,PB,99,12.066
ABESADZE,SABA,m,GEO,9-12 Mar 2023,qual,FX,27,12.766
ABESADZE,SABA,m,GEO,23-26 Feb 2023,qual,FX,28,13.033
ABESADZE,SABA,m,GEO,1-4 Mar 2023,qual,FX,33,11.733
ABESADZE,SABA,m,GEO,9-12 Mar 2023,qual,PB,21,12.9
ABESADZE,SABA,m,GEO,23-26 Feb 2023,qual,PB,23,12.7
ABESADZE,SABA,m,GEO,1-4 Mar 2023,qual,PB,18,12.866
ABESADZE,SABA,m,GEO,23-26 Feb 2023,qual,PH,33,13
ABESADZE,SABA,m,GEO,1-4 Mar 2023,qual,PH,35,12.266
ABIYURAFI,,m,INA,1-4 Mar 2023,qual,HB,26,11.633
ABIYURAFI,,m,INA,1-4 Mar 2023,qual,PB,29,10.7
ABIYURAFI,,m,INA,1-4 Mar 2023,qual,PH,39,11.5
ABU AL SOUD,AHMAD,m,JOR,29 Oct 2022 - 6 Nov 2022,final,PH,2,14.866
ABU AL SOUD,AHMAD,m,JOR,29 Oct 2022 - 6 Nov 2022,qual,PH,8,14.366
ABU AL SOUD,AHMAD,m,JOR,9-12 Mar 2023,qual,PH,26,12.8
ABU AL SOUD,AHMAD,m,JOR,23-26 Feb 2023,final,PH,8,11.8
ABU AL SOUD,AHMAD,m,JOR,23-26 Feb 2023,qual,PH,6,14.6
ABU AL SOUD,AHMAD,m,JOR,1-4 Mar 2023,qual,PH,16,13.666
ACHAMPONG,ONDINE,m,ENG,"29 Jul-2 Aug, 2023",AAqual,VT,NA,14.15
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,AAfinal,FX,14,12.5
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,qual,FX,19,12.3
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,AAfinal,HB,10,12.15
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,final,HB,7,11.85
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,qual,HB,8,12.2
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,AAfinal,PB,9,12.9
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,qual,PB,10,13
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,AAfinal,PH,9,11.8
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,qual,PH,14,11.7
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,AAfinal,SR,10,11.8
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,qual,SR,20,11.7
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,AAfinal,VT,14,13
ACUNA,FRANCISCO,m,CRC,24-28 Jun 2023,qual,VT,22,12.9
ADAPA,KARTHIK,m,CAY,29 Jul-2 Aug 2022,qual,FX,34,10.6
ADAPA,KARTHIK,m,CAY,29 Jul-2 Aug 2022,qual,PB,35,11.15
ADAPA,KARTHIK,m,CAY,29 Jul-2 Aug 2022,qual,PH,36,9.1
ADAPA,KARTHIK,m,CAY,29 Jul-2 Aug 2022,qual,SR,33,10
ADAPA,KARTHIK,m,CAY,"29 Jul-2 Aug, 2023",AAqual,VT,NA,11.6
ADAPA,KARTHIK,m,CAY,29 Jul-2 Aug 2022,qual,HB,34,10.15
AFIFY,MOHAMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,FX,65,13.1
AFIFY,MOHAMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,HB,77,12.633
AFIFY,MOHAMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,PB,39,13.866
AFIFY,MOHAMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,PH,30,13.3
AFIFY,MOHAMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,SR,62,12.966
AFIFY,MOHAMED,m,EGY,29 Oct 2022 - 6 Nov 2022,qual,VT,79,13.666
AFIFY,MOHAMED,m,EGY,9-12 Mar 2023,qual,HB,35,11.466
AFIFY,MOHAMED,m,EGY,9-12 Mar 2023,final,PB,4,14.533
AFIFY,MOHAMED,m,EGY,9-12 Mar 2023,qual,PB,7,14.433
AFIFY,MOHAMED,m,EGY,27-30 Apr 2023,final,PB,2,14.066
AFIFY,MOHAMED,m,EGY,27-30 Apr 2023,qual,PB,3,14.033
AFIFY,MOHAMED,m,EGY,1-4 Mar 2023,qual,PB,15,13.133
AFIFY,MOHAMED,m,EGY,27-30 Apr 2023,qual,PH,24,12.7
AFIFY,MOHAMED,m,EGY,1-4 Mar 2023,qual,PH,34,12.3
AFIFY,MOHAMED,m,EGY,9-12 Mar 2023,qual,SR,26,12.8
AFZAL,MUHAMMAD,m,PAK,29 Jul-2 Aug 2022,qual,FX,39,8.4
AFZAL,MUHAMMAD,m,PAK,29 Jul-2 Aug 2022,qual,SR,35,4.25
AFZAL,MUHAMMAD,m,PAK,29 Jul-2 Aug 2022,qual,VT,18,10.2
AHMAD KOHANI,MAHDI,m,IRI,1-5 Aug 2023,final,SR,8,13.76
AHMAD KOHANI,MAHDI,m,IRI,1-5 Aug 2023,qual,SR,6,14.6
AHMAD KOHANI,MAHDI,m,IRI,9-12 Mar 2023,final,SR,2,14.5
AHMAD KOHANI,MAHDI,m,IRI,9-12 Mar 2023,qual,SR,2,14.5
AHMAD KOHANI,MAHDI,m,IRI,23-26 Feb 2023,final,SR,2,14.766
AHMAD KOHANI,MAHDI,m,IRI,23-26 Feb 2023,qual,SR,2,14.666
AHMAD KOHANI,MAHDI,m,IRI,1-4 Mar 2023,final,SR,6,14.6
AHMAD KOHANI,MAHDI,m,IRI,1-4 Mar 2023,qual,SR,5,14.666
AHMED,SHISHIR,m,BAN,29 Jul-2 Aug 2022,qual,FX,38,9.1
AHMED,SHISHIR,m,BAN,29 Jul-2 Aug 2022,qual,PB,37,6.5
AHMED,SHISHIR,m,BAN,29 Jul-2 Aug 2022,qual,PH,41,2.1
AHMED,SHISHIR,m,BAN,29 Jul-2 Aug 2022,qual,SR,34,4.6
AHMED,SHISHIR,m,BAN,"29 Jul-2 Aug, 2023",AAqual,VT,NA,11.95
AHMED,SHISHIR,m,BAN,29 Jul-2 Aug 2022,qual,VT,17,11.35
AHMED,SHISHIR,m,BAN,29 Jul-2 Aug 2022,qual,HB,35,2.95
AIMY,MUHAMMAD SHARUL,m,MAS,29 Jul-2 Aug 2022,qual,FX,33,10.9
AIMY,MUHAMMAD SHARUL,m,MAS,29 Jul-2 Aug 2022,qual,PH,23,12
AIMY,MUHAMMAD SHARUL,m,MAS,29 Jul-2 Aug 2022,final,VT,7,13.533
AIMY,MUHAMMAD SHARUL,m,MAS,29 Jul-2 Aug 2022,qual,VT,7,13.9
AIMY,MUHAMMAD SHARUL,m,MAS,23-26 Feb 2023,qual,PH,38,12.833
AIMY,MUHAMMAD SHARUL,m,MAS,23-26 Feb 2023,qual,VT,18,14.1
AIMY,MUHAMMAD SHARUL,m,MAS,23-26 Feb 2023,qual,VT,18,13.4
AKHMEJANOV,EMIL,m,KAZ,29 Oct 2022 - 6 Nov 2022,qual,FX,129,10.6
AKHMEJANOV,EMIL,m,KAZ,29 Oct 2022 - 6 Nov 2022,qual,HB,119,11.666
AKHMEJANOV,EMIL,m,KAZ,29 Oct 2022 - 6 Nov 2022,qual,PB,91,13
AKHMEJANOV,EMIL,m,KAZ,29 Oct 2022 - 6 Nov 2022,qual,PH,138,4.533
AKHMEJANOV,EMIL,m,KAZ,29 Oct 2022 - 6 Nov 2022,qual,SR,118,11.766
AKHMEJANOV,EMIL,m,KAZ,29 Oct 2022 - 6 Nov 2022,qual,VT,112,13.1
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,final,FX,3,13.8
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,qual,FX,8,13
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,qual,HB,16,12.45
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,qual,PB,17,12.4
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,qual,PH,21,11
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,final,VT,5,13.033
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,qual,VT,4,14.2
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,final,VT,5,14.166
AKHMEJANOV,EMIL,m,KAZ,25-28 May 2023,qual,VT,4,14.15
ALEKSANDROV,YORDAN,m,BUL,29 Oct 2022 - 6 Nov 2022,qual,FX,93,12.566
ALEKSANDROV,YORDAN,m,BUL,29 Oct 2022 - 6 Nov 2022,qual,HB,63,12.966
ALEKSANDROV,YORDAN,m,BUL,29 Oct 2022 - 6 Nov 2022,qual,PB,105,12.7
ALEKSANDROV,YORDAN,m,BUL,29 Oct 2022 - 6 Nov 2022,qual,PH,132,9.5
ALEKSANDROV,YORDAN,m,BUL,29 Oct 2022 - 6 Nov 2022,qual,SR,67,12.866
ALEKSANDROV,YORDAN,m,BUL,29 Oct 2022 - 6 Nov 2022,qual,VT,109,13.2
ALEKSANDROV,YORDAN,m,BUL,18-21 Aug 2022,qual,FX,102,11.633
ALEKSANDROV,YORDAN,m,BUL,18-21 Aug 2022,qual,HB,17,13.633
ALEKSANDROV,YORDAN,m,BUL,18-21 Aug 2022,qual,PB,87,12.2
ALEKSANDROV,YORDAN,m,BUL,18-21 Aug 2022,qual,PH,79,11.9
ALEKSANDROV,YORDAN,m,BUL,18-21 Aug 2022,qual,SR,44,13.166
ALEKSANDROV,YORDAN,m,BUL,18-21 Aug 2022,qual,VT,59,13.833
ALEKSANDROV,YORDAN,m,BUL,11-16 Apr 2023,qual,FX,61,13.066
ALEKSANDROV,YORDAN,m,BUL,11-16 Apr 2023,qual,HB,46,12.866
ALEKSANDROV,YORDAN,m,BUL,11-16 Apr 2023,qual,PB,24,13.833
ALEKSANDROV,YORDAN,m,BUL,11-16 Apr 2023,qual,PH,126,10.466
ALEKSANDROV,YORDAN,m,BUL,11-16 Apr 2023,qual,SR,91,12.633
ALEKSANDROV,YORDAN,m,BUL,11-16 Apr 2023,qual,VT,71,13.7
ALEKSANDROV,YORDAN,m,BUL,25-28 May 2023,final,HB,2,13.733
ALEKSANDROV,YORDAN,m,BUL,25-28 May 2023,qual,HB,1,13.75
ALEKSANDROV,YORDAN,m,BUL,25-28 May 2023,final,PB,2,14.23
ALEKSANDROV,YORDAN,m,BUL,25-28 May 2023,qual,PB,3,14.4
ALIOUAT,AHMED RIADH,m,ALG,27-30 Apr 2023,qual,HB,18,12.833
ALIOUAT,AHMED RIADH,m,ALG,27-30 Apr 2023,qual,PB,11,13.333
ALMEIDA,FILIPE,m,POR,18-21 Aug 2022,qual,FX,51,13.133
ALMEIDA,FILIPE,m,POR,18-21 Aug 2022,qual,HB,57,12.666
ALMEIDA,FILIPE,m,POR,18-21 Aug 2022,qual,PB,106,10.233
ALMEIDA,FILIPE,m,POR,18-21 Aug 2022,qual,PH,100,10.866
ALMEIDA,FILIPE,m,POR,18-21 Aug 2022,qual,SR,109,9.233
ALMEIDA,FILIPE,m,POR,18-21 Aug 2022,qual,VT,87,13.066
ALVAREZ,JOEL,m,CHI,29 Oct 2022 - 6 Nov 2022,qual,FX,94,12.566
ALVAREZ,JOEL,m,CHI,29 Oct 2022 - 6 Nov 2022,qual,HB,90,12.366
ALVAREZ,JOEL,m,CHI,29 Oct 2022 - 6 Nov 2022,qual,PB,96,12.933
ALVAREZ,JOEL,m,CHI,29 Oct 2022 - 6 Nov 2022,qual,PH,123,10.366
ALVAREZ,JOEL,m,CHI,29 Oct 2022 - 6 Nov 2022,qual,SR,97,12.366
ALVAREZ,JOEL,m,CHI,29 Oct 2022 - 6 Nov 2022,qual,VT,73,13.7
AMBLIE,JOAR,m,NOR,18-21 Aug 2022,qual,PB,82,12.5
AMBLIE,JOAR,m,NOR,18-21 Aug 2022,qual,SR,66,12.866
ANGONAS,GEORGIOS,m,CYP,29 Oct 2022 - 6 Nov 2022,qual,FX,120,11.666
ANGONAS,GEORGIOS,m,CYP,29 Oct 2022 - 6 Nov 2022,qual,HB,55,13.066
ANGONAS,GEORGIOS,m,CYP,29 Oct 2022 - 6 Nov 2022,qual,PB,99,12.8
ANGONAS,GEORGIOS,m,CYP,29 Oct 2022 - 6 Nov 2022,qual,PH,100,11.766
ANGONAS,GEORGIOS,m,CYP,29 Oct 2022 - 6 Nov 2022,qual,SR,87,12.566
ANGONAS,GEORGIOS,m,CYP,29 Oct 2022 - 6 Nov 2022,qual,VT,59,13.866
ANGONAS,GEORGIOS,m,CYP,18-21 Aug 2022,qual,FX,77,12.666
ANGONAS,GEORGIOS,m,CYP,18-21 Aug 2022,qual,HB,39,13.233
ANGONAS,GEORGIOS,m,CYP,18-21 Aug 2022,qual,PB,36,13.666
ANGONAS,GEORGIOS,m,CYP,18-21 Aug 2022,qual,PH,73,12
ANGONAS,GEORGIOS,m,CYP,18-21 Aug 2022,qual,SR,95,12.166
ANGONAS,GEORGIOS,m,CYP,18-21 Aug 2022,qual,VT,81,13.2
ANGONAS,GEORGIOS,m,CYP,1-5 Aug 2023,qual,FX,71,11.566
ANGONAS,GEORGIOS,m,CYP,1-5 Aug 2023,qual,HB,35,13.1
ANGONAS,GEORGIOS,m,CYP,1-5 Aug 2023,qual,PB,26,13.433
ANGONAS,GEORGIOS,m,CYP,1-5 Aug 2023,qual,PH,38,12.566
ANGONAS,GEORGIOS,m,CYP,1-5 Aug 2023,qual,SR,43,12.733
ANGONAS,GEORGIOS,m,CYP,1-5 Aug 2023,qual,VT,31,13.83
ANGONAS,GEORGIOS,m,CYP,1-5 Aug 2023,qual,VT,10,13.7
ANGONAS,GEORGIOS,m,CYP,11-16 Apr 2023,qual,FX,95,12.466
ANGONAS,GEORGIOS,m,CYP,11-16 Apr 2023,qual,HB,70,12.433
ANGONAS,GEORGIOS,m,CYP,11-16 Apr 2023,qual,PB,64,12.966
ANGONAS,GEORGIOS,m,CYP,11-16 Apr 2023,qual,PH,120,10.666
ANGONAS,GEORGIOS,m,CYP,11-16 Apr 2023,qual,SR,88,12.666
ANGONAS,GEORGIOS,m,CYP,11-16 Apr 2023,qual,VT,37,14.033
ANGONAS,GEORGIOS,m,CYP,"29 Jul-2 Aug, 2023",AAfinal,FX,12,12.25
ANGONAS,GEORGIOS,m,CYP,29 Jul-2 Aug 2022,qual,FX,26,11.8
ANGONAS,GEORGIOS,m,CYP,"29 Jul-2 Aug, 2023",AAfinal,HB,9,12.95
ANGONAS,GEORGIOS,m,CYP,"29 Jul-2 Aug, 2023",AAfinal,PB,12,12.55
ANGONAS,GEORGIOS,m,CYP,29 Jul-2 Aug 2022,qual,PB,32,12.05
ANGONAS,GEORGIOS,m,CYP,"29 Jul-2 Aug, 2023",AAfinal,PH,12,12.55
ANGONAS,GEORGIOS,m,CYP,29 Jul-2 Aug 2022,qual,PH,33,10.7
ANGONAS,GEORGIOS,m,CYP,"29 Jul-2 Aug, 2023",AAfinal,SR,14,11.85
ANGONAS,GEORGIOS,m,CYP,29 Jul-2 Aug 2022,qual,SR,24,12.6
ANGONAS,GEORGIOS,m,CYP,"29 Jul-2 Aug, 2023",AAfinal,VT,9,13.75
ANGONAS,GEORGIOS,m,CYP,"29 Jul-2 Aug, 2023",AAqual,VT,NA,13.8
ANGONAS,GEORGIOS,m,CYP,29 Jul-2 Aug 2022,qual,VT,10,13.05
ANGONAS,GEORGIOS,m,CYP,29 Jul-2 Aug 2022,qual,HB,12,13.25
ANTON,YEFFERSON,m,VEN,24-28 Jun 2023,qual,FX,11,12.8
ANTON,YEFFERSON,m,VEN,24-28 Jun 2023,qual,HB,26,10.8
ANTON,YEFFERSON,m,VEN,24-28 Jun 2023,qual,PB,22,12.2
ANTON,YEFFERSON,m,VEN,24-28 Jun 2023,qual,PH,22,10.65
ANTON,YEFFERSON,m,VEN,24-28 Jun 2023,qual,SR,25,11.1
ANTON,YEFFERSON,m,VEN,24-28 Jun 2023,qual,VT,31,11.9
AQUINO III,MIGUEL,m,PUR,24-28 Jun 2023,qual,FX,14,12.7
AQUINO III,MIGUEL,m,PUR,24-28 Jun 2023,qual,HB,14,11.9
AQUINO III,MIGUEL,m,PUR,24-28 Jun 2023,qual,PB,24,12
AQUINO III,MIGUEL,m,PUR,24-28 Jun 2023,qual,SR,27,10.85
AQUINO III,MIGUEL,m,PUR,24-28 Jun 2023,qual,VT,25,12.75
ARCHER,SHANNON,m,SCO,"29 Jul-2 Aug, 2023",AAqual,VT,NA,13.9
ARICAN,FERHAT,m,TUR,29 Oct 2022 - 6 Nov 2022,qual,HB,64,12.933
ARICAN,FERHAT,m,TUR,29 Oct 2022 - 6 Nov 2022,final,PB,4,15.066
ARICAN,FERHAT,m,TUR,29 Oct 2022 - 6 Nov 2022,qual,PB,5,15.2
ARICAN,FERHAT,m,TUR,29 Oct 2022 - 6 Nov 2022,qual,PH,44,13
ARICAN,FERHAT,m,TUR,29 Oct 2022 - 6 Nov 2022,qual,VT,45,14.033
ARICAN,FERHAT,m,TUR,18-21 Aug 2022,TeamFinal,FX,14,14.2
ARICAN,FERHAT,m,TUR,18-21 Aug 2022,qual,HB,43,13.133
ARICAN,FERHAT,m,TUR,18-21 Aug 2022,TeamFinal,HB,19,12.7
ARICAN,FERHAT,m,TUR,18-21 Aug 2022,final,PB,7,13.7
