LastName,FirstName,Gender,Country,Date,Round,Apparatus,Rank,Score
ACHAMPONG,ONDINE,w,GBR,29 Oct 2022 - 6 Nov 2022,qual,BB,15,12.966
ACHAMPONG,ONDINE,w,GBR,29 Oct 2022 - 6 Nov 2022,qual,FX,16,13.333
ACHAMPONG,ONDINE,w,GBR,29 Oct 2022 - 6 Nov 2022,qual,UB,51,12.833
ACHAMPONG,ONDINE,w,GBR,29 Oct 2022 - 6 Nov 2022,qual,VT,3,14.466
ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,final,BB,4,12.8
ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,qual,BB,1,13.65
ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,qual,FX,12,12.5
ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,final,UB,5,12.9
ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,qual,UB,7,13.1
ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,qual,VT,1,14.25
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,final,BB,2,13.4
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,qual,BB,7,13.266
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,TeamFinal,BB,4,13.7
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,qual,FX,25,12.666
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,qual,UB,43,12.233
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,TeamFinal,UB,24,12.433
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,qual,VT,4,13.933
ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,TeamFinal,VT,7,13.9
ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,final,BB,1,13.8
ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,qual,BB,2,13.8
ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,final,FX,8,11.95
ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,qual,FX,4,13.2
ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,final,UB,5,14.1
ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,qual,UB,2,13.7
ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,qual,VT,16,14.3
ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,final,BB,4,13.533
ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,qual,BB,4,13.366
ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,qual,FX,8,13.166
ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,qual,VT,6,13.966
ACHAMPONG,ONDINE,w,ENG,"29 Jul-2 Aug, 2023",AAfinal,BB,4,12.5
ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,qual,BB,4,13.3
ACHAMPONG,ONDINE,w,ENG,"29 Jul-2 Aug, 2023",AAfinal,FX,1,13.35
ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,final,FX,2,13.033
ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,qual,FX,11,12.55
ACHAMPONG,ONDINE,w,ENG,"29 Jul-2 Aug, 2023",AAfinal,UB,3,13.25
ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,final,UB,4,13.433
ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,qual,UB,2,13.75
ACHAMPONG,ONDINE,w,ENG,"29 Jul-2 Aug, 2023",AAfinal,VT,1,13.9
ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,qual,BB,69,11.6
ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,qual,FX,127,11.433
ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,qual,UB,108,11.033
ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,qual,VT,126,12.066
ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,qual,BB,35,12.233
ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,qual,FX,91,11.133
ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,qual,UB,57,11.733
ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,qual,VT,69,12.333
ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,qual,BB,57,11.166
ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,qual,FX,78,11.566
ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,qual,UB,54,12.233
ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,qual,VT,82,12.3
ADAMSON,JESS,w,GBR,24-27 Mar 2022,qual,BB,54,9.7
ADAMSON,JESS,w,GBR,24-27 Mar 2022,qual,FX,52,10.45
ADAMSON,JESS,w,GBR,24-27 Mar 2022,qual,UB,24,11.3
ADAMSON,JESS,w,GBR,24-27 Mar 2022,qual,VT,44,12
ALDAOUD,RUBA,w,JOR,27-30 Apr 2023,qual,VT,23,11.8
ALDAOUD,RUBA,w,JOR,27-30 Apr 2023,qual,VT,23,10.166
AMORELLI,MEI,w,GBR,23-26 Mar 2023,qual,BB,22,11.5
AMORELLI,MEI,w,GBR,23-26 Mar 2023,qual,FX,31,11
AMORELLI,MEI,w,GBR,23-26 Mar 2023,qual,UB,35,9.9
AMORELLI,MEI,w,GBR,23-26 Mar 2023,qual,VT,30,12.1
AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,qual,BB,26,10.233
AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,qual,FX,18,10.933
AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,qual,UB,16,10.433
AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,qual,VT,9,12.366
AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,qual,VT,9,12.133
AMRILLAEVA,LOBAR,w,UZB,9-12 Mar 2023,qual,BB,17,12.1
AMRILLAEVA,LOBAR,w,UZB,9-12 Mar 2023,qual,FX,21,11.966
AMRILLAEVA,LOBAR,w,UZB,9-12 Mar 2023,qual,UB,28,9.9
ANANJEVA,ANASTASIJA,w,LAT,11-14 Aug 2022,qual,BB,117,8.233
ANANJEVA,ANASTASIJA,w,LAT,11-14 Aug 2022,qual,FX,101,10.8
ANANJEVA,ANASTASIJA,w,LAT,11-14 Aug 2022,qual,UB,111,8.633
ANANJEVA,ANASTASIJA,w,LAT,11-14 Aug 2022,qual,VT,87,12.066
ANANJEVA,ANASTASIJA,w,LAT,11-14 Aug 2022,qual,VT,24,11.9
ANANJEVA,ANASTASIJA,w,LAT,11-16 Apr 2023,qual,BB,72,10.7
ANANJEVA,ANASTASIJA,w,LAT,11-16 Apr 2023,qual,FX,64,11.8
ANANJEVA,ANASTASIJA,w,LAT,11-16 Apr 2023,qual,UB,103,10.1
ANANJEVA,ANASTASIJA,w,LAT,11-16 Apr 2023,qual,VT,93,12.133
ANANJEVA,ANASTASIJA,w,LAT,11-16 Apr 2023,qual,VT,15,11.833
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,AAfinal,BB,3,13.533
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,final,BB,8,12.733
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,qual,BB,8,13.4
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,AAfinal,FX,2,14.4
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,final,FX,3,13.733
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,qual,FX,2,14.2
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,AAfinal,UB,5,13.8
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,final,UB,8,12.8
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,qual,UB,3,14.666
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,AAfinal,VT,1,15.166
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,qual,VT,1,15.066
ANDRADE,REBECA,w,BRA,29 Oct 2022 - 6 Nov 2022,qual,VT,12,11.466
ANDREOLI,ANGELA,w,ITA,11-14 Aug 2022,qual,BB,21,12.666
ANDREOLI,ANGELA,w,ITA,11-14 Aug 2022,final,FX,3,13.866
ANDREOLI,ANGELA,w,ITA,11-14 Aug 2022,qual,FX,3,13.633
ANDREOLI,ANGELA,w,ITA,11-14 Aug 2022,qual,VT,26,13.133
ANDREOLI,ANGELA,w,ITA,11-14 Aug 2022,qual,VT,13,12.633
ANDREOLI,ANGELA,w,ITA,11-16 Apr 2023,qual,FX,11,13
ANDREOLI,ANGELA,w,ITA,11-16 Apr 2023,qual,VT,43,13.033
ANDREOLI,ANGELA,w,ITA,11-16 Apr 2023,qual,VT,10,12.266
ANTILA,MINEA AINO MAIJA,w,FIN,1-5 Aug 2023,qual,BB,25,11.333
ANTILA,MINEA AINO MAIJA,w,FIN,1-5 Aug 2023,qual,UB,35,10.3
ANTILA,MINEA AINO MAIJA,w,FIN,1-5 Aug 2023,qual,VT,26,12.23
ANTILA,MISELLA,w,FIN,23-26 Feb 2023,qual,BB,25,11.666
ANTILA,MISELLA,w,FIN,23-26 Feb 2023,qual,FX,27,10.5
ANTILA,MISELLA ALLI HELENA,w,FIN,1-5 Aug 2023,qual,BB,26,11.266
ANTILA,MISELLA ALLI HELENA,w,FIN,1-5 Aug 2023,qual,FX,41,10.566
ANTILA,MISELLA ALLI HELENA,w,FIN,1-5 Aug 2023,qual,UB,41,9.433
ANTILA,MISELLA ALLI HELENA,w,FIN,1-5 Aug 2023,qual,VT,37,11.86
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,final,BB,8,10.3
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,qual,BB,5,12.5
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,final,FX,5,12.9
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,qual,FX,7,12.65
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,qual,UB,19,11.65
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,final,VT,6,12.35
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,qual,VT,3,13.85
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,final,VT,6,12.85
ARCHER,SHANNON,w,GBR,24-27 Mar 2022,qual,VT,3,12.9
ARCHER,SHANNON,w,SCO,"29 Jul-2 Aug, 2023",AAfinal,BB,3,12.7
ARCHER,SHANNON,w,SCO,29 Jul-2 Aug 2022,qual,BB,16,11.95
ARCHER,SHANNON,w,SCO,"29 Jul-2 Aug, 2023",AAfinal,FX,13,11.5
ARCHER,SHANNON,w,SCO,29 Jul-2 Aug 2022,qual,FX,15,12.4
ARCHER,SHANNON,w,SCO,"29 Jul-2 Aug, 2023",AAfinal,UB,12,11.4
ARCHER,SHANNON,w,SCO,29 Jul-2 Aug 2022,final,UB,8,12.366
ARCHER,SHANNON,w,SCO,29 Jul-2 Aug 2022,qual,UB,11,12.25
ARCHER,SHANNON,w,SCO,"29 Jul-2 Aug, 2023",AAfinal,VT,3,13.7
ARCHER,SHANNON,w,SCO,29 Jul-2 Aug 2022,final,VT,3,12.9
ARCHER,SHANNON,w,SCO,29 Jul-2 Aug 2022,qual,VT,1,13.1
ARIPOVA,DILDORA,w,UZB,29 Oct 2022 - 6 Nov 2022,qual,UB,135,9.933
ARIPOVA,DILDORA,w,UZB,27-30 Apr 2023,qual,BB,30,10.133
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,final,BB,8,11.066
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,qual,BB,7,12.966
ARIPOVA,DILDORA,w,UZB,1-4 Mar 2023,qual,BB,31,11.033
ARIPOVA,DILDORA,w,UZB,27-30 Apr 2023,qual,FX,26,11.066
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,qual,FX,15,12.3
ARIPOVA,DILDORA,w,UZB,1-4 Mar 2023,final,FX,4,12.566
ARIPOVA,DILDORA,w,UZB,1-4 Mar 2023,qual,FX,2,12.866
ARIPOVA,DILDORA,w,UZB,27-30 Apr 2023,final,UB,8,12.1
ARIPOVA,DILDORA,w,UZB,27-30 Apr 2023,qual,UB,8,12.5
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,qual,UB,22,10.7
ARIPOVA,DILDORA,w,UZB,1-4 Mar 2023,qual,UB,22,7.866
ARIPOVA,DILDORA,w,UZB,27-30 Apr 2023,qual,VT,18,11.733
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,final,VT,8,12.366
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,qual,VT,8,12.766
ARIPOVA,DILDORA,w,UZB,1-4 Mar 2023,qual,VT,12,12.533
ARIPOVA,DILDORA,w,UZB,27-30 Apr 2023,qual,VT,18,12.433
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,final,VT,8,12.466
ARIPOVA,DILDORA,w,UZB,23-26 Feb 2023,qual,VT,8,12.333
ARIPOVA,DILDORA,w,UZB,1-4 Mar 2023,qual,VT,12,12.5
ARRAIZ,VALERIA,w,VEN,24-28 Jun 2023,qual,BB,9,11.55
ARRAIZ,VALERIA,w,VEN,24-28 Jun 2023,qual,FX,12,12
ARRAIZ,VALERIA,w,VEN,24-28 Jun 2023,qual,UB,28,9.8
ARRAIZ,VALERIA,w,VEN,24-28 Jun 2023,qual,VT,22,12.35
ARRAIZ,VALERIA,w,VEN,24-28 Jun 2023,qual,VT,10,12.2
ARTAMONOVA,SONA,w,CZE,11-16 Apr 2023,qual,BB,22,12.1
ARTAMONOVA,SONA,w,CZE,11-16 Apr 2023,qual,FX,90,11.233
ARTAMONOVA,SONA,w,CZE,11-16 Apr 2023,qual,UB,68,11.566
ARTAMONOVA,SONA,w,CZE,11-16 Apr 2023,qual,VT,80,12.3
ARTAMONOVA,SONA,w,CZE,23-26 Feb 2023,qual,BB,11,12.666
ARTAMONOVA,SONA,w,CZE,23-26 Feb 2023,qual,FX,13,12.466
ASHIKAWA,URARA,w,JPN,23-26 Feb 2023,final,BB,2,14.066
ASHIKAWA,URARA,w,JPN,23-26 Feb 2023,qual,BB,4,13.133
ASHIKAWA,URARA,w,JPN,23-26 Feb 2023,qual,FX,10,12.666
ATTWOOD,AMELIE,w,GBR,24-27 Mar 2022,qual,BB,36,10.55
ATTWOOD,AMELIE,w,GBR,24-27 Mar 2022,qual,FX,41,11.35
ATTWOOD,AMELIE,w,GBR,24-27 Mar 2022,qual,UB,43,10.2
ATTWOOD,AMELIE,w,GBR,24-27 Mar 2022,qual,VT,49,11.85
AWAD,NADA,w,EGY,27-30 Apr 2023,qual,BB,25,10.433
AWAD,NADA,w,EGY,27-30 Apr 2023,qual,FX,33,9.9
AWAD,NADA,w,EGY,27-30 Apr 2023,qual,UB,28,10.8
ALIPIO,CIENA,w,USA,19-20 Aug 2022,qual,BB,NA,13.6
ALIPIO,CIENA,w,USA,19-20 Aug 2022,final,BB,NA,13.95
ALIPIO,CIENA,w,USA,19-20 Aug 2022,qual,FX,NA,11.95
ALIPIO,CIENA,w,USA,19-20 Aug 2022,final,FX,NA,11.35
ALIPIO,CIENA,w,USA,19-20 Aug 2022,qual,UB,NA,12.35
ALIPIO,CIENA,w,USA,19-20 Aug 2022,final,UB,NA,12.45
ALIPIO,CIENA,w,USA,19-20 Aug 2022,qual,VT,NA,11.95
ALIPIO,CIENA,w,USA,19-20 Aug 2022,final,VT,NA,13.2
ALIPIO,CIENA,w,USA,25-27 Feb 2022,AAfinal,BB,17,12.25
ALIPIO,CIENA,w,USA,25-27 Feb 2022,AAfinal,FX,19,11.85
ALIPIO,CIENA,w,USA,25-27 Feb 2022,AAfinal,UB,11,12.9
ALIPIO,CIENA,w,USA,25-27 Feb 2022,AAfinal,VT,NA,13.2
ANDERS,CALEIGH,w,RSA,1-4 Jun 2023,final,UB,5,11.8
ANDERS,CALEIGH,w,RSA,1-4 Jun 2023,qual,UB,5,11.867
ANGEL,WONG HIU YING,w,HKG,1-4 Jun 2023,qual,BB,12,11.3
BACHURINA,TATIANA,w,CYP,29 Oct 2022 - 6 Nov 2022,qual,BB,92,11.133
BACHURINA,TATIANA,w,CYP,29 Oct 2022 - 6 Nov 2022,qual,FX,128,11.333
BACHURINA,TATIANA,w,CYP,29 Oct 2022 - 6 Nov 2022,qual,UB,111,10.933
BACHURINA,TATIANA,w,CYP,29 Oct 2022 - 6 Nov 2022,qual,VT,138,11.6
BACHURINA,TATIANA,w,CYP,11-14 Aug 2022,qual,BB,52,11.766
BACHURINA,TATIANA,w,CYP,11-14 Aug 2022,qual,FX,94,11.1
BACHURINA,TATIANA,w,CYP,11-14 Aug 2022,qual,UB,79,11
BACHURINA,TATIANA,w,CYP,11-14 Aug 2022,qual,VT,98,11.666
BACHURINA,TATIANA,w,CYP,"29 Jul-2 Aug, 2023",AAfinal,BB,12,11.2
BACHURINA,TATIANA,w,CYP,29 Jul-2 Aug 2022,qual,BB,30,10.1
BACHURINA,TATIANA,w,CYP,"29 Jul-2 Aug, 2023",AAfinal,FX,16,10.75
BACHURINA,TATIANA,w,CYP,29 Jul-2 Aug 2022,qual,FX,32,10.6
BACHURINA,TATIANA,w,CYP,"29 Jul-2 Aug, 2023",AAfinal,UB,15,10.9
BACHURINA,TATIANA,w,CYP,29 Jul-2 Aug 2022,qual,UB,21,11.6
BACHURINA,TATIANA,w,CYP,"29 Jul-2 Aug, 2023",AAfinal,VT,16,11.75
BACSKAY,CSENGE MARIA,w,HUN,29 Oct 2022 - 6 Nov 2022,qual,BB,82,11.366
BACSKAY,CSENGE MARIA,w,HUN,29 Oct 2022 - 6 Nov 2022,qual,FX,123,11.533
BACSKAY,CSENGE MARIA,w,HUN,29 Oct 2022 - 6 Nov 2022,qual,UB,76,12.233
BACSKAY,CSENGE MARIA,w,HUN,29 Oct 2022 - 6 Nov 2022,qual,VT,51,13.1
BACSKAY,CSENGE MARIA,w,HUN,29 Oct 2022 - 6 Nov 2022,qual,VT,17,13
BACSKAY,CSENGE MARIA,w,HUN,11-14 Aug 2022,qual,BB,77,11.133
BACSKAY,CSENGE MARIA,w,HUN,11-14 Aug 2022,qual,VT,19,13.3
BACSKAY,CSENGE MARIA,w,HUN,11-14 Aug 2022,TeamFinal,VT,9,13.8
BACSKAY,CSENGE MARIA,w,HUN,11-14 Aug 2022,qual,VT,9,13.1
BAILEY,SACHA,w,GBR,24-27 Mar 2022,qual,BB,35,10.6
BAILEY,SACHA,w,GBR,24-27 Mar 2022,qual,FX,40,11.35
BAILEY,SACHA,w,GBR,24-27 Mar 2022,qual,UB,44,10.2
BAILEY,SACHA,w,GBR,24-27 Mar 2022,qual,VT,41,12.1
BAILEY,SACHA,w,GBR,24-27 Mar 2022,qual,VT,41,11.35
BAILEY,SACHA,w,GBR,23-26 Mar 2023,qual,BB,31,10.6
BAILEY,SACHA,w,GBR,23-26 Mar 2023,qual,FX,39,10.1
BAILEY,SACHA,w,GBR,23-26 Mar 2023,qual,UB,39,9.45
BAILEY,SACHA,w,GBR,23-26 Mar 2023,qual,VT,15,12.25
BAILEY,SACHA,w,GBR,23-26 Mar 2023,qual,VT,15,10.9
BAKER,SHANNON,w,GBR,24-27 Mar 2022,qual,BB,40,10.3
BAKER,SHANNON,w,GBR,24-27 Mar 2022,qual,FX,27,11.7
BAKER,SHANNON,w,GBR,24-27 Mar 2022,qual,UB,30,10.9
BAKER,SHANNON,w,GBR,24-27 Mar 2022,qual,VT,47,11.95
BAKER,SHANNON,w,GBR,23-26 Mar 2023,qual,BB,19,11.65
BAKER,SHANNON,w,GBR,23-26 Mar 2023,qual,FX,16,11.7
BAKER,SHANNON,w,GBR,23-26 Mar 2023,qual,UB,38,9.5
BAKER,SHANNON,w,GBR,23-26 Mar 2023,qual,VT,28,12.35
BALCOVA,ADELA,w,SVK,11-14 Aug 2022,qual,UB,76,11.1
BALCOVA,ADELA,w,SVK,11-16 Apr 2023,qual,BB,76,10.433
BALCOVA,ADELA,w,SVK,11-16 Apr 2023,qual,FX,106,10.666
BALCOVA,ADELA,w,SVK,11-16 Apr 2023,qual,UB,98,10.233
BALCOVA,ADELA,w,SVK,11-16 Apr 2023,qual,VT,97,12
BARBOSA,GABRIELA,w,BRA,17-19 Mar 2023,qual,FX,34,11.4
BARBOSA,GABRIELA,w,BRA,17-19 Mar 2023,qual,UB,25,12.25
BARBOSA,GABRIELA,w,BRA,17-19 Mar 2023,qual,VT,31,12.65
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,AAfinal,BB,10,12.733
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,qual,BB,34,12.5
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,AAfinal,FX,22,11.933
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,qual,FX,19,13.3
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,AAfinal,UB,21,12.766
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,qual,UB,27,13.433
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,AAfinal,VT,19,13.1
BARBOSU,ANA,w,ROU,29 Oct 2022 - 6 Nov 2022,qual,VT,57,13
BARBOSU,ANA,w,ROU,11-14 Aug 2022,final,BB,8,11.566
BARBOSU,ANA,w,ROU,11-14 Aug 2022,qual,BB,1,13.533
BARBOSU,ANA,w,ROU,11-14 Aug 2022,final,FX,4,13.633
BARBOSU,ANA,w,ROU,11-14 Aug 2022,qual,FX,10,13.266
BARBOSU,ANA,w,ROU,11-14 Aug 2022,qual,UB,12,13.5
BARBOSU,ANA,w,ROU,11-14 Aug 2022,qual,VT,50,12.733
BARBOSU,ANA,w,ROU,11-16 Apr 2023,AAfinal,BB,8,12.933
BARBOSU,ANA,w,ROU,11-16 Apr 2023,qual,BB,9,12.8
BARBOSU,ANA,w,ROU,11-16 Apr 2023,AAfinal,FX,19,12.033
BARBOSU,ANA,w,ROU,11-16 Apr 2023,final,FX,7,12.8
BARBOSU,ANA,w,ROU,11-16 Apr 2023,qual,FX,7,13.233
BARBOSU,ANA,w,ROU,11-16 Apr 2023,AAfinal,UB,11,13.133
BARBOSU,ANA,w,ROU,11-16 Apr 2023,qual,UB,13,13.6
BARBOSU,ANA,w,ROU,11-16 Apr 2023,AAfinal,VT,8,13.4
BARBOSU,ANA,w,ROU,11-16 Apr 2023,qual,VT,98,11.933
BARROS,SYDNEY,w,PUR,24-28 Jun 2023,qual,FX,13,11.95
BAUYRZHANOVA,AIDA,w,KAZ,29 Oct 2022 - 6 Nov 2022,qual,BB,97,11.066
BAUYRZHANOVA,AIDA,w,KAZ,29 Oct 2022 - 6 Nov 2022,qual,FX,69,12.333
BAUYRZHANOVA,AIDA,w,KAZ,29 Oct 2022 - 6 Nov 2022,qual,UB,97,11.6
BAUYRZHANOVA,AIDA,w,KAZ,29 Oct 2022 - 6 Nov 2022,qual,VT,134,11.766
BAUYRZHANOVA,AIDA,w,KAZ,9-12 Mar 2023,qual,BB,9,12.7
BAUYRZHANOVA,AIDA,w,KAZ,27-30 Apr 2023,qual,BB,10,12.066
BAUYRZHANOVA,AIDA,w,KAZ,1-4 Mar 2023,qual,BB,10,12.7
BAUYRZHANOVA,AIDA,w,KAZ,9-12 Mar 2023,qual,FX,15,12.1
BAUYRZHANOVA,AIDA,w,KAZ,27-30 Apr 2023,final,FX,4,12.533
BAUYRZHANOVA,AIDA,w,KAZ,27-30 Apr 2023,qual,FX,3,12.733
BAUYRZHANOVA,AIDA,w,KAZ,1-4 Mar 2023,qual,FX,15,11.5
BAUYRZHANOVA,AIDA,w,KAZ,9-12 Mar 2023,qual,UB,24,11.2
BAUYRZHANOVA,AIDA,w,KAZ,27-30 Apr 2023,qual,UB,26,11.033
BAUYRZHANOVA,AIDA,w,KAZ,1-4 Mar 2023,qual,UB,13,11.1
BELAK,TEJA,w,SLO,29 Oct 2022 - 6 Nov 2022,qual,VT,99,12.566
BELAK,TEJA,w,SLO,29 Oct 2022 - 6 Nov 2022,qual,VT,15,13.666
BELAK,TEJA,w,SLO,11-14 Aug 2022,qual,VT,117,11.3
BELARDELLI,ARIANNA,w,ITA,9-12 Mar 2023,final,FX,2,12.8
BELARDELLI,ARIANNA,w,ITA,9-12 Mar 2023,qual,FX,7,12.433
BELARDELLI,ARIANNA,w,ITA,9-12 Mar 2023,qual,UB,10,12.833
BELBIN,ELLIE,w,GBR,23-26 Mar 2023,qual,BB,36,10.2
BELBIN,ELLIE,w,GBR,23-26 Mar 2023,qual,FX,22,11.45
BELBIN,ELLIE,w,GBR,23-26 Mar 2023,qual,UB,42,9.25
BELBIN,ELLIE,w,GBR,23-26 Mar 2023,final,VT,4,13.25
BELBIN,ELLIE,w,GBR,23-26 Mar 2023,qual,VT,6,13.25
BELBIN,ELLIE,w,GBR,23-26 Mar 2023,final,VT,4,12.7
BELBIN,ELLIE,w,GBR,23-26 Mar 2023,qual,VT,6,12.3
BERGHOLT,CECILIE,w,DEN,11-16 Apr 2023,qual,BB,95,9.733
BERGHOLT,CECILIE,w,DEN,11-16 Apr 2023,qual,FX,109,10.566
BERGHOLT,CECILIE,w,DEN,11-16 Apr 2023,qual,UB,75,11.3
BERGHOLT,CECILIE,w,DEN,11-16 Apr 2023,qual,VT,106,11.833
