"","LastName","FirstName","Gender","Competition","Country","Date","Round","Apparatus","Rank","Score","Location"
"24","ABAD","NESTOR","m","2022 51st FIG Artistic Gymnastics World Championships","ESP","29 Oct 2022 - 6 Nov 2022","TeamFinal","SR",NA,13.8,"Liverpool, England"
"25","ABAD","NESTOR","m","2022 51st FIG Artistic Gymnastics World Championships","ESP","29 Oct 2022 - 6 Nov 2022","AAfinal","VT",20,13.733,"Liverpool, England"
"26","ABAD","NESTOR","m","2022 51st FIG Artistic Gymnastics World Championships","ESP","29 Oct 2022 - 6 Nov 2022","qual","VT",97,13.5,"Liverpool, England"
"27","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","qual","FX",86,12.433,"Munich, Germany"
"28","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","qual","HB",10,13.8,"Munich, Germany"
"29","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","TeamFinal","HB",10,13.4,"Munich, Germany"
"30","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","qual","PB",9,14.4,"Munich, Germany"
"31","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","TeamFinal","PB",10,14.066,"Munich, Germany"
"32","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","qual","PH",105,10.5,"Munich, Germany"
"33","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","qual","SR",23,13.666,"Munich, Germany"
"34","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","TeamFinal","SR",6,13.633,"Munich, Germany"
"35","ABAD","NESTOR","m","2022 Senior European Championships","ESP","18-21 Aug 2022","qual","VT",36,14.1,"Munich, Germany"
"36","ABAD","NESTOR","m","2023 52nd FIG Artistic Gymnastics World Championships","ESP","30 Sep 2023 - 8 Oct 2023","qual","FX",21,14.166,"Antwerp, Belgium"
"37","ABAD","NESTOR","m","2023 52nd FIG Artistic Gymnastics World Championships","ESP","30 Sep 2023 - 8 Oct 2023","qual","HB",66,13.033,"Antwerp, Belgium"
"38","ABAD","NESTOR","m","2023 52nd FIG Artistic Gymnastics World Championships","ESP","30 Sep 2023 - 8 Oct 2023","qual","PB",59,13.8,"Antwerp, Belgium"
"39","ABAD","NESTOR","m","2023 52nd FIG Artistic Gymnastics World Championships","ESP","30 Sep 2023 - 8 Oct 2023","qual","PH",58,13.1,"Antwerp, Belgium"
"40","ABAD","NESTOR","m","2023 52nd FIG Artistic Gymnastics World Championships","ESP","30 Sep 2023 - 8 Oct 2023","qual","SR",33,13.6,"Antwerp, Belgium"
"41","ABAD","NESTOR","m","2023 52nd FIG Artistic Gymnastics World Championships","ESP","30 Sep 2023 - 8 Oct 2023","qual","VT",126,13.2,"Antwerp, Belgium"
"42","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","AAfinal","FX",24,12.633,"Antalya, Turkey"
"43","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","qual","FX",94,12.5,"Antalya, Turkey"
"44","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","AAfinal","HB",9,13.4,"Antalya, Turkey"
"45","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","final","HB",4,13.666,"Antalya, Turkey"
"46","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","qual","HB",5,13.733,"Antalya, Turkey"
"47","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","AAfinal","PB",10,13.833,"Antalya, Turkey"
"48","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","qual","PB",23,13.9,"Antalya, Turkey"
"49","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","AAfinal","PH",12,13,"Antalya, Turkey"
"50","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","qual","PH",28,13.233,"Antalya, Turkey"
"51","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","qual","SR",17,13.766,"Antalya, Turkey"
"52","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","AAfinal","SR",4,13.666,"Antalya, Turkey"
"53","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","AAfinal","VT",22,13,"Antalya, Turkey"
"54","ABAD","NESTOR","m","2023 Senior European Championships","ESP","11-16 Apr 2023","qual","VT",69,13.7,"Antalya, Turkey"
"55","ABAD","NESTOR","m","2023 Tel Aviv World Challenge Cup","ESP","1-4 Jun 2023","final","HB",1,13.8,"Tel Aviv, Israel"
"56","ABAD","NESTOR","m","2023 Tel Aviv World Challenge Cup","ESP","1-4 Jun 2023","qual","HB",1,13.65,"Tel Aviv, Israel"
"57","ABAD","NESTOR","m","2023 Tel Aviv World Challenge Cup","ESP","1-4 Jun 2023","qual","PH",11,12,"Tel Aviv, Israel"
"58","ABAD","NESTOR","m","2023 Tel Aviv World Challenge Cup","ESP","1-4 Jun 2023","qual","SR",2,14.05,"Tel Aviv, Israel"
"59","ABAD","NESTOR","m","2023 Tel Aviv World Challenge Cup","ESP","1-4 Jun 2023","final","SR",2,14,"Tel Aviv, Israel"
"60","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","AAfinal","FX",17,13.566,"Liverpool, England"
"61","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","qual","FX",34,13.666,"Liverpool, England"
"62","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","TeamFinal","FX",NA,13.733,"Liverpool, England"
"63","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","AAfinal","HB",24,9.9,"Liverpool, England"
"64","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","qual","HB",27,13.6,"Liverpool, England"
"65","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","TeamFinal","HB",NA,13.633,"Liverpool, England"
"66","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","AAfinal","PB",20,13.066,"Liverpool, England"
"67","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","qual","PB",52,13.7,"Liverpool, England"
"68","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","AAfinal","PH",7,13.666,"Liverpool, England"
"69","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","qual","PH",15,13.966,"Liverpool, England"
"70","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","TeamFinal","PH",NA,12.3,"Liverpool, England"
"71","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","AAfinal","SR",13,13.166,"Liverpool, England"
"72","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","qual","SR",60,13,"Liverpool, England"
"73","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","TeamFinal","SR",NA,13.033,"Liverpool, England"
"74","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","AAfinal","VT",18,13.866,"Liverpool, England"
"75","ABBADINI","YUMIN","m","2022 51st FIG Artistic Gymnastics World Championships","ITA","29 Oct 2022 - 6 Nov 2022","qual","VT",84,13.6,"Liverpool, England"
"76","ABBADINI","YUMIN","m","2022 Senior European Championships","ITA","18-21 Aug 2022","qual","FX",19,13.833,"Munich, Germany"
"77","ABBADINI","YUMIN","m","2022 Senior European Championships","ITA","18-21 Aug 2022","qual","HB",11,13.8,"Munich, Germany"
"78","ABBADINI","YUMIN","m","2022 Senior European Championships","ITA","18-21 Aug 2022","TeamFinal","HB",6,13.766,"Munich, Germany"
"79","ABBADINI","YUMIN","m","2022 Senior European Championships","ITA","18-21 Aug 2022","qual","PB",91,12.033,"Munich, Germany"
"80","ABBADINI","YUMIN","m","2022 Senior European Championships","ITA","18-21 Aug 2022","qual","PH",61,12.533,"Munich, Germany"
"81","ABBADINI","YUMIN","m","2022 Senior European Championships","ITA","18-21 Aug 2022","TeamFinal","PH",5,13.833,"Munich, Germany"
"82","ABBADINI","YUMIN","m","2022 Senior European Championships","ITA","18-21 Aug 2022","TeamFinal","SR",13,13.366,"Munich, Germany"
"83","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","AAfinal","FX",8,13.866,"Antwerp, Belgium"
"84","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","qual","FX",64,13.533,"Antwerp, Belgium"
"85","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","TeamFinal","FX",NA,13.9,"Antwerp, Belgium"
"86","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","AAfinal","HB",6,14.033,"Antwerp, Belgium"
"87","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","qual","HB",11,14.033,"Antwerp, Belgium"
"88","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","TeamFinal","HB",NA,14.033,"Antwerp, Belgium"
"89","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","AAfinal","PB",13,13.933,"Antwerp, Belgium"
"90","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","qual","PB",41,14,"Antwerp, Belgium"
"91","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","AAfinal","PH",4,13.8,"Antwerp, Belgium"
"92","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","qual","PH",40,13.5,"Antwerp, Belgium"
"93","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","TeamFinal","PH",NA,12.733,"Antwerp, Belgium"
"94","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","AAfinal","SR",10,13.3,"Antwerp, Belgium"
"95","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","qual","SR",41,13.5,"Antwerp, Belgium"
"96","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","TeamFinal","SR",NA,13.266,"Antwerp, Belgium"
"97","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","AAfinal","VT",18,13.9,"Antwerp, Belgium"
"98","ABBADINI","YUMIN","m","2023 52nd FIG Artistic Gymnastics World Championships","ITA","30 Sep 2023 - 8 Oct 2023","qual","VT",80,13.966,"Antwerp, Belgium"
"99","ABBADINI","YUMIN","m","2023 Baku World Cup","ITA","9-12 Mar 2023","qual","FX",11,13.533,"Baku, Azerbaijan"
"100","ABBADINI","YUMIN","m","2023 Baku World Cup","ITA","9-12 Mar 2023","qual","HB",10,13.533,"Baku, Azerbaijan"
"101","ABBADINI","YUMIN","m","2023 Baku World Cup","ITA","9-12 Mar 2023","qual","PH",15,13.433,"Baku, Azerbaijan"
"102","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","AAfinal","FX",11,13.766,"Antalya, Turkey"
"103","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","qual","FX",11,13.966,"Antalya, Turkey"
"104","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","AAfinal","HB",4,13.466,"Antalya, Turkey"
"105","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","qual","HB",90,12.133,"Antalya, Turkey"
"106","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","AAfinal","PB",8,14,"Antalya, Turkey"
"107","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","qual","PB",40,13.5,"Antalya, Turkey"
"108","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","AAfinal","PH",1,14.1,"Antalya, Turkey"
"109","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","final","PH",6,14.166,"Antalya, Turkey"
"110","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","qual","PH",6,14.266,"Antalya, Turkey"
"111","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","qual","SR",26,13.5,"Antalya, Turkey"
"112","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","AAfinal","SR",10,13.266,"Antalya, Turkey"
"113","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","AAfinal","VT",18,13.566,"Antalya, Turkey"
"114","ABBADINI","YUMIN","m","2023 Senior European Championships","ITA","11-16 Apr 2023","qual","VT",64,13.733,"Antalya, Turkey"
"115","ABDELHALEEM","ABDELRAHMAN","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","FX",113,12,"Liverpool, England"
"116","ABDELHALEEM","ABDELRAHMAN","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","HB",68,12.766,"Liverpool, England"
"117","ABDELHALEEM","ABDELRAHMAN","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","PB",122,12.4,"Liverpool, England"
"118","ABDELHALEEM","ABDELRAHMAN","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","PH",55,12.766,"Liverpool, England"
"119","ABDELHALEEM","ABDELRAHMAN","m","2022 Cairo World Cup","EGY","17-20 Mar 2022","qual","HB",15,12,"Cairo, Egypt"
"120","ABDELHALEEM","ABDELRAHMAN","m","2022 Cairo World Cup","EGY","17-20 Mar 2022","qual","PH",25,12.166,"Cairo, Egypt"
"121","ABDELHALEEM","ABDELRAHMAN","m","2022 Paris World Challenge Cup","EGY","24-25 Sept 2022","qual","HB",26,12.6,"Paris, France"
"122","ABDELHALEEM","ABDELRAHMAN","m","2022 Paris World Challenge Cup","EGY","24-25 Sept 2022","qual","PH",27,12.7,"Paris, France"
"123","ABDELHALEEM","ABDELRAHMAN","m","2023 Baku World Cup","EGY","9-12 Mar 2023","qual","PH",21,13.066,"Baku, Azerbaijan"
"124","ABDELHALEEM","ABDELRAHMAN","m","2023 Cairo World Cup","EGY","27-30 Apr 2023","qual","PH",9,14.1,"Cairo, Egypt"
"125","ABDELRAHMAN","AHMED","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","FX",116,11.933,"Liverpool, England"
"126","ABDELRAHMAN","AHMED","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","HB",61,12.966,"Liverpool, England"
"127","ABDELRAHMAN","AHMED","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","PB",92,13,"Liverpool, England"
"128","ABDELRAHMAN","AHMED","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","PH",37,13.166,"Liverpool, England"
"129","ABDELRAHMAN","AHMED","m","2022 51st FIG Artistic Gymnastics World Championships","EGY","29 Oct 2022 - 6 Nov 2022","qual","VT",50,13.966,"Liverpool, England"
"130","ABDELRAHMAN","AHMED","m","2022 Cairo World Cup","EGY","17-20 Mar 2022","qual","FX",9,13.266,"Cairo, Egypt"
"131","ABDELRAHMAN","AHMED","m","2022 Paris World Challenge Cup","EGY","24-25 Sept 2022","qual","PH",21,12.95,"Paris, France"
"132","ABDELRAHMAN","AHMED","m","2022 Paris World Challenge Cup","EGY","24-25 Sept 2022","qual","VT",NA,13.75,"Paris, France"
"133","ABDELRAHMAN","AHMED","m","2023 52nd FIG Artistic Gymnastics World Championships","EGY","30 Sep 2023 - 8 Oct 2023","qual","FX",117,12.566,"Antwerp, Belgium"
"134","ABDELRAHMAN","AHMED","m","2023 52nd FIG Artistic Gymnastics World Championships","EGY","30 Sep 2023 - 8 Oct 2023","qual","HB",82,12.8,"Antwerp, Belgium"
"135","ABDELRAHMAN","AHMED","m","2023 52nd FIG Artistic Gymnastics World Championships","EGY","30 Sep 2023 - 8 Oct 2023","qual","PB",132,11.766,"Antwerp, Belgium"
"136","ABDELRAHMAN","AHMED","m","2023 52nd FIG Artistic Gymnastics World Championships","EGY","30 Sep 2023 - 8 Oct 2023","qual","PH",94,12.266,"Antwerp, Belgium"
"137","ABDELRAHMAN","AHMED","m","2023 52nd FIG Artistic Gymnastics World Championships","EGY","30 Sep 2023 - 8 Oct 2023","qual","VT",59,14.133,"Antwerp, Belgium"
"138","ABDELRAHMAN","AHMED","m","2023 Baku World Cup","EGY","9-12 Mar 2023","qual","FX",33,12.066,"Baku, Azerbaijan"
"139","ABDELRAHMAN","AHMED","m","2023 Baku World Cup","EGY","9-12 Mar 2023","qual","PB",12,13.466,"Baku, Azerbaijan"
"140","ABDELRAHMAN","AHMED","m","2023 Baku World Cup","EGY","9-12 Mar 2023","qual","PH",36,12.066,"Baku, Azerbaijan"
"141","ABDELRAHMAN","AHMED","m","2023 Baku World Cup","EGY","9-12 Mar 2023","qual","VT",NA,13.366,"Baku, Azerbaijan"
"142","ABDELRAHMAN","AHMED","m","2023 Cairo World Cup","EGY","27-30 Apr 2023","qual","FX",38,11.133,"Cairo, Egypt"
"143","ABDELRAHMAN","AHMED","m","2023 Cairo World Cup","EGY","27-30 Apr 2023","qual","VT",17,13.433,"Cairo, Egypt"
"144","ABDELRAHMAN","AHMED","m","2023 Cairo World Cup","EGY","27-30 Apr 2023","qual","VT",17,13.1,"Cairo, Egypt"
"145","ABDULLAH","ALLY HAMUDA","m","2023 10th Senior Artistic Gymnastics Asian Championships","MAS","10-18 June 2023","qual","PB",44,11.866,"Singapore"
"146","ABDULLAH","ALLY HAMUDA","m","2023 10th Senior Artistic Gymnastics Asian Championships","MAS","10-18 June 2023","qual","SR",14,13.366,"Singapore"
"147","ABDULLAH","ALLY HAMUDA","m","2023 Cottbus World Cup","MAS","23-26 Feb 2023","qual","SR",46,9.933,"Cottbus, Germany"
"148","ABDURAKHIMOV","RASULJON","m","2022 51st FIG Artistic Gymnastics World Championships","UZB","29 Oct 2022 - 6 Nov 2022","qual","HB",39,13.266,"Liverpool, England"
"149","ABDURAKHIMOV","RASULJON","m","2022 51st FIG Artistic Gymnastics World Championships","UZB","29 Oct 2022 - 6 Nov 2022","qual","PB",28,14.233,"Liverpool, England"
"150","ABDURAKHIMOV","RASULJON","m","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","FX",26,12.667,"Doha, Qatar"
"151","ABDURAKHIMOV","RASULJON","m","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","HB",27,12.433,"Doha, Qatar"
"152","ABDURAKHIMOV","RASULJON","m","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","PB",24,13.4,"Doha, Qatar"
"153","ABDURAKHIMOV","RASULJON","m","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","PH",43,10.5,"Doha, Qatar"
"154","ABDURAKHIMOV","RASULJON","m","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","SR",26,12.567,"Doha, Qatar"
"155","ABDURAKHIMOV","RASULJON","m","2022 Baku World Cup","UZB","31 Mar 2022 - 3 Apr 2022","qual","HB",13,13.266,"Baku, Azerbaijan"
"156","ABDURAKHIMOV","RASULJON","m","2022 Baku World Cup","UZB","31 Mar 2022 - 3 Apr 2022","qual","PB",26,12.333,"Baku, Azerbaijan"
"157","ABDURAKHIMOV","RASULJON","m","2022 Cairo World Cup","UZB","17-20 Mar 2022","qual","HB",17,11.833,"Cairo, Egypt"
"158","ABDURAKHIMOV","RASULJON","m","2022 Cairo World Cup","UZB","17-20 Mar 2022","qual","PB",7,14.033,"Cairo, Egypt"
"159","ABDURAKHIMOV","RASULJON","m","2022 Cairo World Cup","UZB","17-20 Mar 2022","final","PB",5,14.1,"Cairo, Egypt"
"160","ABDURAKHIMOV","RASULJON","m","2022 Doha World Cup","UZB","2-5 Mar 2022","qual","PB",17,11.833,"Doha, Qatar"
"161","ABDURAKHIMOV","RASULJON","m","2023 10th Senior Artistic Gymnastics Asian Championships","UZB","10-18 June 2023","final","HB",5,13.2,"Singapore"
"162","ABDURAKHIMOV","RASULJON","m","2023 10th Senior Artistic Gymnastics Asian Championships","UZB","10-18 June 2023","qual","HB",7,13.666,"Singapore"
"163","ABDURAKHIMOV","RASULJON","m","2023 10th Senior Artistic Gymnastics Asian Championships","UZB","10-18 June 2023","qual","PB",33,12.7,"Singapore"
"164","ABDURAKHIMOV","RASULJON","m","2023 10th Senior Artistic Gymnastics Asian Championships","UZB","10-18 June 2023","qual","PH",47,11.133,"Singapore"
"165","ABDURAKHIMOV","RASULJON","m","2023 52nd FIG Artistic Gymnastics World Championships","UZB","30 Sep 2023 - 8 Oct 2023","qual","HB",44,13.266,"Antwerp, Belgium"
"166","ABDURAKHIMOV","RASULJON","m","2023 52nd FIG Artistic Gymnastics World Championships","UZB","30 Sep 2023 - 8 Oct 2023","qual","PB",96,13,"Antwerp, Belgium"
"167","ABDURAKHIMOV","RASULJON","m","2023 52nd FIG Artistic Gymnastics World Championships","UZB","30 Sep 2023 - 8 Oct 2023","qual","PH",137,10.1,"Antwerp, Belgium"
"168","ABDURAKHIMOV","RASULJON","m","2023 Baku World Cup","UZB","9-12 Mar 2023","qual","HB",27,12.533,"Baku, Azerbaijan"
"169","ABDURAKHIMOV","RASULJON","m","2023 Baku World Cup","UZB","9-12 Mar 2023","final","PB",7,14.266,"Baku, Azerbaijan"
"170","ABDURAKHIMOV","RASULJON","m","2023 Baku World Cup","UZB","9-12 Mar 2023","qual","PB",8,14.266,"Baku, Azerbaijan"
"171","ABDURAKHIMOV","RASULJON","m","2023 Varna World Challenge Cup","UZB","25-28 May 2023","final","HB",8,12.3,"Varna, Bulgaria"
"172","ABDURAKHIMOV","RASULJON","m","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","HB",5,13.35,"Varna, Bulgaria"
"173","ABDURAKHIMOV","RASULJON","m","2023 Varna World Challenge Cup","UZB","25-28 May 2023","final","PB",1,14.233,"Varna, Bulgaria"
"174","ABDURAKHIMOV","RASULJON","m","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","PB",1,14.5,"Varna, Bulgaria"
"175","ABDURAKHIMOV","RASULJON","m","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","SR",16,12.5,"Varna, Bulgaria"
