Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,days_till_paris,names,rate_of_change
1340,1341,2023 U.S. Championships,USA,qual,HB,,11.75,335,FUZZY BENAS,-0.0026556776556776
1341,1342,2023 U.S. Championships,USA,final,HB,,11.5,335,FUZZY BENAS,-0.0026556776556776
1342,1343,2023 U.S. Championships,USA,qual,PB,,13.65,335,FUZZY BENAS,0.0001831501831501
1343,1344,2023 U.S. Championships,USA,final,PB,,13.85,335,FUZZY BENAS,0.0001831501831501
1344,1345,2023 U.S. Championships,USA,qual,PH,,13.45,335,FUZZY BENAS,0.003021978021978
1345,1346,2023 U.S. Championships,USA,final,PH,,13.45,335,FUZZY BENAS,0.003021978021978
1346,1347,2023 U.S. Championships,USA,qual,SR,,13.4,335,FUZZY BENAS,-0.0011904761904761
1347,1348,2023 U.S. Championships,USA,final,SR,,12.55,335,FUZZY BENAS,-0.0011904761904761
1412,1413,2022 U.S. Championships,USA,qual,FX,,11.1,700,MAXIM BEREZNEV,0.004931506849315
1413,1414,2022 U.S. Championships,USA,final,FX,,13.0,700,MAXIM BEREZNEV,0.004931506849315
1414,1415,2022 U.S. Championships,USA,qual,HB,,11.8,700,MAXIM BEREZNEV,0.0006849315068493
1415,1416,2022 U.S. Championships,USA,final,HB,,12.65,700,MAXIM BEREZNEV,0.0006849315068493
1416,1417,2022 U.S. Championships,USA,qual,PB,,10.35,700,MAXIM BEREZNEV,0.0067123287671232
1417,1418,2022 U.S. Championships,USA,final,PB,,12.5,700,MAXIM BEREZNEV,0.0067123287671232
1418,1419,2022 U.S. Championships,USA,qual,PH,,11.45,700,MAXIM BEREZNEV,-0.0056164383561643
1419,1420,2022 U.S. Championships,USA,final,PH,,11.75,700,MAXIM BEREZNEV,-0.0056164383561643
1420,1421,2022 U.S. Championships,USA,qual,SR,,12.45,700,MAXIM BEREZNEV,0.0004109589041095
1421,1422,2022 U.S. Championships,USA,final,SR,,12.95,700,MAXIM BEREZNEV,0.0004109589041095
1422,1423,2022 U.S. Championships,USA,qual,VT,,12.9,700,MAXIM BEREZNEV,0.0030136986301369
1423,1424,2022 U.S. Championships,USA,final,VT,,14.35,700,MAXIM BEREZNEV,0.0030136986301369
1424,1425,2023 U.S. Championships,USA,qual,FX,,13.0,335,MAXIM BEREZNEV,0.004931506849315
1425,1426,2023 U.S. Championships,USA,final,FX,,12.9,335,MAXIM BEREZNEV,0.004931506849315
1426,1427,2023 U.S. Championships,USA,qual,HB,,12.45,335,MAXIM BEREZNEV,0.0006849315068493
1427,1428,2023 U.S. Championships,USA,final,HB,,12.05,335,MAXIM BEREZNEV,0.0006849315068493
1428,1429,2023 U.S. Championships,USA,qual,PB,,12.6,335,MAXIM BEREZNEV,0.0067123287671232
1429,1430,2023 U.S. Championships,USA,final,PB,,12.8,335,MAXIM BEREZNEV,0.0067123287671232
1430,1431,2023 U.S. Championships,USA,qual,PH,,10.5,335,MAXIM BEREZNEV,-0.0056164383561643
1431,1432,2023 U.S. Championships,USA,final,PH,,9.4,335,MAXIM BEREZNEV,-0.0056164383561643
1432,1433,2023 U.S. Championships,USA,qual,SR,,12.6,335,MAXIM BEREZNEV,0.0004109589041095
1433,1434,2023 U.S. Championships,USA,final,SR,,12.6,335,MAXIM BEREZNEV,0.0004109589041095
1434,1435,2023 U.S. Championships,USA,qual,VT,,14.0,335,MAXIM BEREZNEV,0.0030136986301369
1435,1436,2023 U.S. Championships,USA,final,VT,,14.0,335,MAXIM BEREZNEV,0.0030136986301369
1436,1437,2023 Winter Cup,USA,AAfinal,FX,24.0,12.1,516,MAXIM BEREZNEV,0.004931506849315
1437,1438,2023 Winter Cup,USA,AAfinal,HB,17.0,12.6,516,MAXIM BEREZNEV,0.0006849315068493
1438,1439,2023 Winter Cup,USA,AAfinal,PB,22.0,13.1,516,MAXIM BEREZNEV,0.0067123287671232
1439,1440,2023 Winter Cup,USA,AAfinal,PH,28.0,10.95,516,MAXIM BEREZNEV,-0.0056164383561643
1440,1441,2023 Winter Cup,USA,AAfinal,SR,17.0,12.85,516,MAXIM BEREZNEV,0.0004109589041095
1441,1442,2023 Winter Cup,USA,AAfinal,VT,,13.05,516,MAXIM BEREZNEV,0.0030136986301369
1527,1528,2022 U.S. Championships,USA,qual,FX,,13.2,700,JEREMY BISCHOFF,0.0026556776556776
1528,1529,2022 U.S. Championships,USA,final,FX,,13.75,700,JEREMY BISCHOFF,0.0026556776556776
1529,1530,2022 U.S. Championships,USA,qual,HB,,13.2,700,JEREMY BISCHOFF,0.0001831501831501
1530,1531,2022 U.S. Championships,USA,final,HB,,13.2,700,JEREMY BISCHOFF,0.0001831501831501
1531,1532,2022 U.S. Championships,USA,qual,PB,,12.8,700,JEREMY BISCHOFF,0.0002747252747252
1532,1533,2022 U.S. Championships,USA,final,PB,,13.6,700,JEREMY BISCHOFF,0.0002747252747252
1533,1534,2022 U.S. Championships,USA,qual,PH,,11.7,700,JEREMY BISCHOFF,0.0013736263736263
1534,1535,2022 U.S. Championships,USA,final,PH,,11.25,700,JEREMY BISCHOFF,0.0013736263736263
1535,1536,2022 U.S. Championships,USA,qual,SR,,12.4,700,JEREMY BISCHOFF,0.002014652014652
1536,1537,2022 U.S. Championships,USA,final,SR,,12.95,700,JEREMY BISCHOFF,0.002014652014652
1537,1538,2022 U.S. Championships,USA,qual,VT,,13.8,700,JEREMY BISCHOFF,-0.0007326007326007
1538,1539,2022 U.S. Championships,USA,final,VT,,13.75,700,JEREMY BISCHOFF,-0.0007326007326007
1539,1540,2022 U.S. Classic,USA,AAfinal,PH,16.0,12.45,731,JEREMY BISCHOFF,0.0013736263736263
1540,1541,2022 U.S. Classic,USA,AAfinal,SR,21.0,12.7,731,JEREMY BISCHOFF,0.002014652014652
1541,1542,2022 U.S. Classic,USA,AAfinal,VT,16.0,14.0,731,JEREMY BISCHOFF,-0.0007326007326007
1542,1543,2022 Varna World Challenge Cup,USA,qual,FX,16.0,12.6,853,JEREMY BISCHOFF,0.0026556776556776
1543,1544,2022 Varna World Challenge Cup,USA,qual,HB,24.0,12.65,853,JEREMY BISCHOFF,0.0001831501831501
1544,1545,2022 Varna World Challenge Cup,USA,qual,PB,11.0,13.35,853,JEREMY BISCHOFF,0.0002747252747252
1545,1546,2022 Varna World Challenge Cup,USA,qual,PH,12.0,12.45,853,JEREMY BISCHOFF,0.0013736263736263
1546,1547,2022 Varna World Challenge Cup,USA,qual,SR,18.0,13.05,853,JEREMY BISCHOFF,0.002014652014652
1547,1548,2022 Winter Cup,USA,AAfinal,FX,24.0,12.55,881,JEREMY BISCHOFF,0.0026556776556776
1548,1549,2022 Winter Cup,USA,AAfinal,HB,17.0,12.85,881,JEREMY BISCHOFF,0.0001831501831501
1549,1550,2022 Winter Cup,USA,AAfinal,PB,21.0,13.05,881,JEREMY BISCHOFF,0.0002747252747252
1550,1551,2022 Winter Cup,USA,AAfinal,PH,25.0,12.05,881,JEREMY BISCHOFF,0.0013736263736263
1551,1552,2022 Winter Cup,USA,AAfinal,SR,23.0,12.65,881,JEREMY BISCHOFF,0.002014652014652
1552,1553,2022 Winter Cup,USA,AAfinal,VT,21.0,13.9,881,JEREMY BISCHOFF,-0.0007326007326007
1553,1554,2023 Core Hydration Classic,USA,AAfinal,FX,7.0,14.25,335,JEREMY BISCHOFF,0.0026556776556776
1554,1555,2023 Core Hydration Classic,USA,AAfinal,HB,14.0,13.3,335,JEREMY BISCHOFF,0.0001831501831501
1555,1556,2023 Core Hydration Classic,USA,AAfinal,PB,41.0,12.95,335,JEREMY BISCHOFF,0.0002747252747252
1556,1557,2023 Core Hydration Classic,USA,AAfinal,PH,17.0,12.9,335,JEREMY BISCHOFF,0.0013736263736263
1557,1558,2023 Core Hydration Classic,USA,AAfinal,SR,27.0,12.95,335,JEREMY BISCHOFF,0.002014652014652
1558,1559,2023 Core Hydration Classic,USA,AAfinal,VT,30.0,13.8,335,JEREMY BISCHOFF,-0.0007326007326007
1559,1560,2023 U.S. Championships,USA,qual,FX,,13.95,335,JEREMY BISCHOFF,0.0026556776556776
1560,1561,2023 U.S. Championships,USA,final,FX,,14.0,335,JEREMY BISCHOFF,0.0026556776556776
1561,1562,2023 U.S. Championships,USA,qual,HB,,13.05,335,JEREMY BISCHOFF,0.0001831501831501
1562,1563,2023 U.S. Championships,USA,final,HB,,12.95,335,JEREMY BISCHOFF,0.0001831501831501
1563,1564,2023 U.S. Championships,USA,qual,PB,,14.5,335,JEREMY BISCHOFF,0.0002747252747252
1564,1565,2023 U.S. Championships,USA,final,PB,,13.2,335,JEREMY BISCHOFF,0.0002747252747252
1565,1566,2023 U.S. Championships,USA,qual,PH,,12.9,335,JEREMY BISCHOFF,0.0013736263736263
1566,1567,2023 U.S. Championships,USA,final,PH,,12.8,335,JEREMY BISCHOFF,0.0013736263736263
1567,1568,2023 U.S. Championships,USA,qual,SR,,13.3,335,JEREMY BISCHOFF,0.002014652014652
1568,1569,2023 U.S. Championships,USA,final,SR,,13.75,335,JEREMY BISCHOFF,0.002014652014652
1569,1570,2023 U.S. Championships,USA,qual,VT,,13.7,335,JEREMY BISCHOFF,-0.0007326007326007
1570,1571,2023 U.S. Championships,USA,final,VT,,13.5,335,JEREMY BISCHOFF,-0.0007326007326007
1571,1572,2023 Winter Cup,USA,AAfinal,FX,19.0,12.6,516,JEREMY BISCHOFF,0.0026556776556776
1572,1573,2023 Winter Cup,USA,AAfinal,HB,24.0,11.45,516,JEREMY BISCHOFF,0.0001831501831501
1573,1574,2023 Winter Cup,USA,AAfinal,PB,12.0,13.65,516,JEREMY BISCHOFF,0.0002747252747252
1574,1575,2023 Winter Cup,USA,AAfinal,PH,26.0,11.15,516,JEREMY BISCHOFF,0.0013736263736263
1575,1576,2023 Winter Cup,USA,AAfinal,SR,12.0,13.2,516,JEREMY BISCHOFF,0.002014652014652
1576,1577,2023 Winter Cup,USA,AAfinal,VT,,14.05,516,JEREMY BISCHOFF,-0.0007326007326007
1606,1607,2022 U.S. Championships,USA,qual,FX,,12.8,700,LANDEN BLIXT,-0.0004890109890109
1607,1608,2022 U.S. Championships,USA,final,FX,,13.75,700,LANDEN BLIXT,-0.0004890109890109
1608,1609,2022 U.S. Championships,USA,qual,HB,,13.5,700,LANDEN BLIXT,0.0012820512820512
1609,1610,2022 U.S. Championships,USA,final,HB,,13.3,700,LANDEN BLIXT,0.0012820512820512
1610,1611,2022 U.S. Championships,USA,qual,PB,,13.85,700,LANDEN BLIXT,0.0021355311355311
1611,1612,2022 U.S. Championships,USA,final,PB,,13.6,700,LANDEN BLIXT,0.0021355311355311
1612,1613,2022 U.S. Championships,USA,qual,PH,,12.45,700,LANDEN BLIXT,0.0023498168498168
1613,1614,2022 U.S. Championships,USA,final,PH,,12.05,700,LANDEN BLIXT,0.0023498168498168
1614,1615,2022 U.S. Championships,USA,qual,SR,,12.95,700,LANDEN BLIXT,0.0011904761904761
1615,1616,2022 U.S. Championships,USA,final,SR,,12.85,700,LANDEN BLIXT,0.0011904761904761
1616,1617,2022 U.S. Championships,USA,qual,VT,,14.1,700,LANDEN BLIXT,0.001007326007326
1617,1618,2022 U.S. Championships,USA,final,VT,,14.2,700,LANDEN BLIXT,0.001007326007326
1618,1619,2022 U.S. Classic,USA,AAfinal,FX,18.0,13.25,731,LANDEN BLIXT,-0.0004890109890109
1619,1620,2022 U.S. Classic,USA,AAfinal,HB,25.0,12.1,731,LANDEN BLIXT,0.0012820512820512
1620,1621,2022 U.S. Classic,USA,AAfinal,PB,17.0,13.25,731,LANDEN BLIXT,0.0021355311355311
1621,1622,2022 U.S. Classic,USA,AAfinal,PH,13.0,12.75,731,LANDEN BLIXT,0.0023498168498168
1622,1623,2022 U.S. Classic,USA,AAfinal,SR,17.0,12.9,731,LANDEN BLIXT,0.0011904761904761
1623,1624,2022 U.S. Classic,USA,AAfinal,VT,9.0,14.25,731,LANDEN BLIXT,0.001007326007326
1624,1625,2022 Winter Cup,USA,AAfinal,FX,20.0,12.6,881,LANDEN BLIXT,-0.0004890109890109
1625,1626,2022 Winter Cup,USA,AAfinal,HB,21.0,12.6,881,LANDEN BLIXT,0.0012820512820512
1626,1627,2022 Winter Cup,USA,AAfinal,PB,26.0,12.4,881,LANDEN BLIXT,0.0021355311355311
1627,1628,2022 Winter Cup,USA,AAfinal,PH,31.0,11.35,881,LANDEN BLIXT,0.0023498168498168
1628,1629,2022 Winter Cup,USA,AAfinal,SR,34.0,11.85,881,LANDEN BLIXT,0.0011904761904761
1629,1630,2022 Winter Cup,USA,AAfinal,VT,14.0,14.15,881,LANDEN BLIXT,0.001007326007326
1630,1631,2023 U.S. Championships,USA,qual,FX,,13.85,335,LANDEN BLIXT,-0.0004890109890109
1631,1632,2023 U.S. Championships,USA,final,FX,,13.85,335,LANDEN BLIXT,-0.0004890109890109
1632,1633,2023 U.S. Championships,USA,qual,HB,,12.0,335,LANDEN BLIXT,0.0012820512820512
1633,1634,2023 U.S. Championships,USA,final,HB,,12.85,335,LANDEN BLIXT,0.0012820512820512
1634,1635,2023 U.S. Championships,USA,qual,PB,,13.45,335,LANDEN BLIXT,0.0021355311355311
1635,1636,2023 U.S. Championships,USA,final,PB,,13.85,335,LANDEN BLIXT,0.0021355311355311
1636,1637,2023 U.S. Championships,USA,qual,PH,,13.6,335,LANDEN BLIXT,0.0023498168498168
1637,1638,2023 U.S. Championships,USA,final,PH,,13.7,335,LANDEN BLIXT,0.0023498168498168
1638,1639,2023 U.S. Championships,USA,qual,SR,,12.7,335,LANDEN BLIXT,0.0011904761904761
1639,1640,2023 U.S. Championships,USA,final,SR,,13.05,335,LANDEN BLIXT,0.0011904761904761
1640,1641,2023 U.S. Championships,USA,qual,VT,,13.15,335,LANDEN BLIXT,0.001007326007326
1641,1642,2023 U.S. Championships,USA,final,VT,,14.25,335,LANDEN BLIXT,0.001007326007326
1642,1643,2023 Winter Cup,USA,AAfinal,FX,9.0,13.5,516,LANDEN BLIXT,-0.0004890109890109
1643,1644,2023 Winter Cup,USA,AAfinal,HB,9.0,13.2,516,LANDEN BLIXT,0.0012820512820512
1644,1645,2023 Winter Cup,USA,AAfinal,PB,9.0,13.8,516,LANDEN BLIXT,0.0021355311355311
1645,1646,2023 Winter Cup,USA,AAfinal,PH,16.0,12.8,516,LANDEN BLIXT,0.0023498168498168
1646,1647,2023 Winter Cup,USA,AAfinal,SR,23.0,12.45,516,LANDEN BLIXT,0.0011904761904761
1647,1648,2023 Winter Cup,USA,AAfinal,VT,,12.65,516,LANDEN BLIXT,0.001007326007326
1648,1649,2023 FISU World University Games,USA,qual,FX,59.0,12.333,335,LANDEN BLIXT,-0.0004890109890109
1649,1650,2023 FISU World University Games,USA,qual,HB,29.0,13.3,335,LANDEN BLIXT,0.0012820512820512
1650,1651,2023 FISU World University Games,USA,qual,PB,24.0,13.566,335,LANDEN BLIXT,0.0021355311355311
1651,1652,2023 FISU World University Games,USA,qual,PH,35.0,12.633,335,LANDEN BLIXT,0.0023498168498168
1652,1653,2023 FISU World University Games,USA,qual,SR,55.0,12.5,335,LANDEN BLIXT,0.0011904761904761
1653,1654,2023 FISU World University Games,USA,qual,VT,4.0,14.7,335,LANDEN BLIXT,0.001007326007326
1654,1655,2022 U.S. Championships,USA,qual,FX,,13.35,700,CAMERON BOCK,-0.0007308533916849
1655,1656,2022 U.S. Championships,USA,final,FX,,14.05,700,CAMERON BOCK,-0.0007308533916849
1656,1657,2022 U.S. Championships,USA,qual,HB,,12.3,700,CAMERON BOCK,0.0025164113785557
1657,1658,2022 U.S. Championships,USA,final,HB,,13.55,700,CAMERON BOCK,0.0025164113785557
1658,1659,2022 U.S. Championships,USA,qual,PB,,13.4,700,CAMERON BOCK,-0.0034288840262582
1659,1660,2022 U.S. Championships,USA,final,PB,,12.4,700,CAMERON BOCK,-0.0034288840262582
1660,1661,2022 U.S. Championships,USA,qual,PH,,14.1,700,CAMERON BOCK,0.0039737417943107
1661,1662,2022 U.S. Championships,USA,final,PH,,13.4,700,CAMERON BOCK,0.0039737417943107
1662,1663,2022 U.S. Championships,USA,qual,SR,,13.75,700,CAMERON BOCK,0.0008752735229759
1663,1664,2022 U.S. Championships,USA,final,SR,,13.6,700,CAMERON BOCK,0.0008752735229759
1664,1665,2022 U.S. Championships,USA,qual,VT,,12.65,700,CAMERON BOCK,0.0019321663019693
1665,1666,2022 U.S. Championships,USA,final,VT,,13.85,700,CAMERON BOCK,0.0019321663019693
