,Unnamed: 0.1,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change
55,55,56,2023 Tel Aviv World Challenge Cup,ESP,qual,HB,1.0,0.8443647160707658,"Tel Aviv, Israel",0.44948921679909193,NESTOR ABAD,-0.008989279501462093
56,56,57,2023 Tel Aviv World Challenge Cup,ESP,qual,PH,11.0,0.7422986514907831,"Tel Aviv, Israel",0.44948921679909193,NESTOR ABAD,0.030472133903262394
57,57,58,2023 Tel Aviv World Challenge Cup,ESP,qual,SR,2.0,0.8691080044537919,"Tel Aviv, Israel",0.44948921679909193,NESTOR ABAD,-0.0007735233990825129
58,58,59,2023 Tel Aviv World Challenge Cup,ESP,final,SR,2.0,0.8660150934059136,"Tel Aviv, Israel",0.44948921679909193,NESTOR ABAD,-0.0007735233990825129
59,59,60,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,FX,17.0,0.8391686255103303,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.0007852434505839881
60,60,61,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,FX,34.0,0.8453544476060868,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.0007852434505839881
61,61,62,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,FX,,0.8494989484102438,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.0007852434505839881
62,62,63,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,HB,24.0,0.6123963874798961,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.00273077199979221
63,63,64,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,HB,27.0,0.8412718050228875,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.00273077199979221
64,64,65,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,HB,,0.8433131263144871,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.00273077199979221
65,65,66,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,PB,20.0,0.8082395150315477,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.023053341302968277
66,66,67,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,PB,52.0,0.847457627118644,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.023053341302968277
67,67,68,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,PH,7.0,0.8453544476060868,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.002344010300250953
68,68,69,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,PH,15.0,0.8639119138933563,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.002344010300250953
69,69,70,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,PH,,0.7608561177780527,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.002344010300250953
70,70,71,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,SR,13.0,0.8144253371273042,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,-0.0011720051501252445
71,71,72,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,SR,60.0,0.8041568724483483,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,-0.0011720051501252445
72,72,73,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,SR,,0.8061981937399479,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,-0.0011720051501252445
73,73,74,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,VT,18.0,0.8577260917975998,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.0013854150431331013
74,74,75,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,VT,84.0,0.8412718050228875,"Liverpool, England",0.7253121452894438,YUMIN ABBADINI,0.0013854150431331013
75,75,76,2022 Senior European Championships,ITA,qual,FX,19.0,0.8556847705060002,"Munich, Germany",0.7945516458569807,YUMIN ABBADINI,0.0007852434505839881
76,76,77,2022 Senior European Championships,ITA,qual,HB,11.0,0.8536434492144006,"Munich, Germany",0.7945516458569807,YUMIN ABBADINI,0.00273077199979221
77,77,78,2022 Senior European Championships,ITA,TeamFinal,HB,6.0,0.8515402697018434,"Munich, Germany",0.7945516458569807,YUMIN ABBADINI,0.00273077199979221
78,78,79,2022 Senior European Championships,ITA,qual,PB,91.0,0.7443399727823827,"Munich, Germany",0.7945516458569807,YUMIN ABBADINI,0.023053341302968277
79,79,80,2022 Senior European Championships,ITA,qual,PH,61.0,0.7752690832611654,"Munich, Germany",0.7945516458569807,YUMIN ABBADINI,0.002344010300250953
80,80,81,2022 Senior European Championships,ITA,TeamFinal,PH,5.0,0.8556847705060002,"Munich, Germany",0.7945516458569807,YUMIN ABBADINI,0.002344010300250953
81,81,82,2022 Senior European Championships,ITA,TeamFinal,SR,13.0,0.8267969813188172,"Munich, Germany",0.7945516458569807,YUMIN ABBADINI,-0.0011720051501252445
82,82,83,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,FX,8.0,0.8577260917975998,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.0007852434505839881
83,83,84,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,FX,64.0,0.8371273042187306,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.0007852434505839881
84,84,85,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,FX,,0.8598292713101571,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.0007852434505839881
85,85,86,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,HB,6.0,0.8680564146975133,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.00273077199979221
86,86,87,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,HB,11.0,0.8680564146975133,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.00273077199979221
87,87,88,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,HB,,0.8680564146975133,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.00273077199979221
88,88,89,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,PB,13.0,0.8618705926017567,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.023053341302968277
89,89,90,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,PB,41.0,0.8660150934059136,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.023053341302968277
90,90,91,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,PH,4.0,0.8536434492144006,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.002344010300250953
91,91,92,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,PH,40.0,0.835085982927131,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.002344010300250953
92,92,93,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,PH,,0.7876407274526784,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.002344010300250953
93,93,94,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,SR,10.0,0.822714338735618,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,-0.0011720051501252445
94,94,95,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,SR,41.0,0.835085982927131,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,-0.0011720051501252445
95,95,96,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,SR,,0.8206111592230607,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,-0.0011720051501252445
96,96,97,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,VT,18.0,0.8598292713101571,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.0013854150431331013
97,97,98,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,VT,80.0,0.8639119138933563,"Antwerp, Belgium",0.34506242905788875,YUMIN ABBADINI,0.0013854150431331013
98,98,99,2023 Baku World Cup,ITA,qual,FX,11.0,0.8371273042187306,"Baku, Azerbaijan",0.5539160045402951,YUMIN ABBADINI,0.0007852434505839881
99,99,100,2023 Baku World Cup,ITA,qual,HB,10.0,0.8371273042187306,"Baku, Azerbaijan",0.5539160045402951,YUMIN ABBADINI,0.00273077199979221
100,100,101,2023 Baku World Cup,ITA,qual,PH,15.0,0.8309414821229741,"Baku, Azerbaijan",0.5539160045402951,YUMIN ABBADINI,0.002344010300250953
101,101,102,2023 Senior European Championships,ITA,AAfinal,FX,11.0,0.8515402697018434,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.0007852434505839881
102,102,103,2023 Senior European Championships,ITA,qual,FX,11.0,0.8639119138933563,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.0007852434505839881
103,103,104,2023 Senior European Championships,ITA,AAfinal,HB,4.0,0.8329828034145738,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.00273077199979221
104,104,105,2023 Senior European Championships,ITA,qual,HB,90.0,0.7505257948781392,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.00273077199979221
105,105,106,2023 Senior European Championships,ITA,AAfinal,PB,8.0,0.8660150934059136,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.023053341302968277
106,106,107,2023 Senior European Championships,ITA,qual,PB,40.0,0.835085982927131,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.023053341302968277
107,107,108,2023 Senior European Championships,ITA,AAfinal,PH,1.0,0.8722009155016701,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.002344010300250953
108,108,109,2023 Senior European Championships,ITA,final,PH,6.0,0.8762835580848695,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.002344010300250953
109,109,110,2023 Senior European Championships,ITA,qual,PH,6.0,0.882469380180626,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.002344010300250953
110,110,111,2023 Senior European Championships,ITA,qual,SR,26.0,0.835085982927131,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,-0.0011720051501252445
111,111,112,2023 Senior European Championships,ITA,AAfinal,SR,10.0,0.8206111592230607,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,-0.0011720051501252445
112,112,113,2023 Senior European Championships,ITA,AAfinal,VT,18.0,0.8391686255103303,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.0013854150431331013
113,113,114,2023 Senior European Championships,ITA,qual,VT,64.0,0.8494989484102438,"Antalya, Turkey",0.5187287173666288,YUMIN ABBADINI,0.0013854150431331013
114,114,115,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,FX,113.0,0.7422986514907831,"Liverpool, England",0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.0
115,115,116,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,HB,68.0,0.789682048744278,"Liverpool, England",0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.01661268010366637
116,116,117,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PB,122.0,0.7670419398738092,"Liverpool, England",0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.0
117,117,118,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PH,55.0,0.789682048744278,"Liverpool, England",0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.022666579603426558
118,118,119,2022 Cairo World Cup,EGY,qual,HB,15.0,0.7422986514907831,"Cairo, Egypt",0.9682179341657208,ABDELRAHMAN ABDELHALEEM,0.01661268010366637
119,119,120,2022 Cairo World Cup,EGY,qual,PH,25.0,0.7525671161697389,"Cairo, Egypt",0.9682179341657208,ABDELRAHMAN ABDELHALEEM,0.022666579603426558
120,120,121,2022 Paris World Challenge Cup,EGY,qual,HB,26.0,0.7794135840653222,"Paris, France",0.7593643586833144,ABDELRAHMAN ABDELHALEEM,0.01661268010366637
121,121,122,2022 Paris World Challenge Cup,EGY,qual,PH,27.0,0.7855994061610787,"Paris, France",0.7593643586833144,ABDELRAHMAN ABDELHALEEM,0.022666579603426558
122,122,123,2023 Baku World Cup,EGY,qual,PH,21.0,0.8082395150315477,"Baku, Azerbaijan",0.5539160045402951,ABDELRAHMAN ABDELHALEEM,0.022666579603426558
123,123,124,2023 Cairo World Cup,EGY,qual,PH,9.0,0.8722009155016701,"Cairo, Egypt",0.5187287173666288,ABDELRAHMAN ABDELHALEEM,0.022666579603426558
124,124,125,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,FX,116.0,0.7381541506866263,"Liverpool, England",0.7253121452894438,AHMED ABDELRAHMAN,-0.005917665348174507
125,125,126,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,HB,61.0,0.8020536929357911,"Liverpool, England",0.7253121452894438,AHMED ABDELRAHMAN,-0.0022997889716009946
126,126,127,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PB,92.0,0.8041568724483483,"Liverpool, England",0.7253121452894438,AHMED ABDELRAHMAN,-0.017096021632266138
127,127,128,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PH,37.0,0.8144253371273042,"Liverpool, England",0.7253121452894438,AHMED ABDELRAHMAN,-0.008697369944755777
128,128,129,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,VT,50.0,0.8639119138933563,"Liverpool, England",0.7253121452894438,AHMED ABDELRAHMAN,0.004870018550937643
129,129,130,2022 Cairo World Cup,EGY,qual,FX,9.0,0.8206111592230607,"Cairo, Egypt",0.9682179341657208,AHMED ABDELRAHMAN,-0.005917665348174507
130,130,131,2022 Paris World Challenge Cup,EGY,qual,PH,21.0,0.8010639614004701,"Paris, France",0.7593643586833144,AHMED ABDELRAHMAN,-0.008697369944755777
131,131,132,2022 Paris World Challenge Cup,EGY,qual,VT,,0.8505505381665223,"Paris, France",0.7593643586833144,AHMED ABDELRAHMAN,0.004870018550937643
132,132,133,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,FX,117.0,0.7773104045527651,"Antwerp, Belgium",0.34506242905788875,AHMED ABDELRAHMAN,-0.005917665348174507
133,133,134,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,HB,82.0,0.7917852282568354,"Antwerp, Belgium",0.34506242905788875,AHMED ABDELRAHMAN,-0.0022997889716009946
134,134,135,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,PB,132.0,0.7278238277867128,"Antwerp, Belgium",0.34506242905788875,AHMED ABDELRAHMAN,-0.017096021632266138
135,135,136,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,PH,94.0,0.7587529382654955,"Antwerp, Belgium",0.34506242905788875,AHMED ABDELRAHMAN,-0.008697369944755777
136,136,137,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,VT,59.0,0.8742422367932697,"Antwerp, Belgium",0.34506242905788875,AHMED ABDELRAHMAN,0.004870018550937643
137,137,138,2023 Baku World Cup,EGY,qual,FX,33.0,0.7463812940739825,"Baku, Azerbaijan",0.5539160045402951,AHMED ABDELRAHMAN,-0.005917665348174507
138,138,139,2023 Baku World Cup,EGY,qual,PB,12.0,0.8329828034145738,"Baku, Azerbaijan",0.5539160045402951,AHMED ABDELRAHMAN,-0.017096021632266138
139,139,140,2023 Baku World Cup,EGY,qual,PH,36.0,0.7463812940739825,"Baku, Azerbaijan",0.5539160045402951,AHMED ABDELRAHMAN,-0.008697369944755777
140,140,141,2023 Baku World Cup,EGY,qual,VT,,0.8267969813188172,"Baku, Azerbaijan",0.5539160045402951,AHMED ABDELRAHMAN,0.004870018550937643
141,141,142,2023 Cairo World Cup,EGY,qual,FX,38.0,0.688667573920574,"Cairo, Egypt",0.5187287173666288,AHMED ABDELRAHMAN,-0.005917665348174507
142,142,143,2023 Cairo World Cup,EGY,qual,VT,17.0,0.8309414821229741,"Cairo, Egypt",0.5187287173666288,AHMED ABDELRAHMAN,0.004870018550937643
143,143,144,2023 Cairo World Cup,EGY,qual,VT,17.0,0.8103426945441049,"Cairo, Egypt",0.5187287173666288,AHMED ABDELRAHMAN,0.004870018550937643
144,144,145,2023 10th Senior Artistic Gymnastics Asian Championships,MAS,qual,PB,44.0,0.7340096498824693,Singapore,0.44948921679909193,ALLY HAMUDA ABDULLAH,0.0
145,145,146,2023 10th Senior Artistic Gymnastics Asian Championships,MAS,qual,SR,14.0,0.8267969813188172,Singapore,0.44948921679909193,ALLY HAMUDA ABDULLAH,0.1327752914525663
146,146,147,2023 Cottbus World Cup,MAS,qual,SR,46.0,0.6144377087714957,"Cottbus, Germany",0.5856980703745743,ALLY HAMUDA ABDULLAH,0.1327752914525663
147,147,148,2022 51st FIG Artistic Gymnastics World Championships,UZB,qual,HB,39.0,0.8206111592230607,"Liverpool, England",0.7253121452894438,RASULJON ABDURAKHIMOV,0.0
148,148,149,2022 51st FIG Artistic Gymnastics World Championships,UZB,qual,PB,28.0,0.8804280588890263,"Liverpool, England",0.7253121452894438,RASULJON ABDURAKHIMOV,0.005638689696046213
149,149,150,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,FX,26.0,0.7835580848694791,"Doha, Qatar",0.8637911464245176,RASULJON ABDURAKHIMOV,0.0
150,150,151,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,HB,27.0,0.7690832611654088,"Doha, Qatar",0.8637911464245176,RASULJON ABDURAKHIMOV,0.0
151,151,152,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,PB,24.0,0.8289001608313745,"Doha, Qatar",0.8637911464245176,RASULJON ABDURAKHIMOV,0.005638689696046213
152,152,153,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,PH,43.0,0.6495113200544352,"Doha, Qatar",0.8637911464245176,RASULJON ABDURAKHIMOV,-0.004062267303717089
153,153,154,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,SR,26.0,0.7773722627737226,"Doha, Qatar",0.8637911464245176,RASULJON ABDURAKHIMOV,-0.000931007204884071
154,154,155,2022 Baku World Cup,UZB,qual,HB,13.0,0.8206111592230607,"Baku, Azerbaijan",0.9682179341657208,RASULJON ABDURAKHIMOV,0.0
155,155,156,2022 Baku World Cup,UZB,qual,PB,26.0,0.7628974390696523,"Baku, Azerbaijan",0.9682179341657208,RASULJON ABDURAKHIMOV,0.005638689696046213
156,156,157,2022 Cairo World Cup,UZB,qual,HB,17.0,0.7319683285908697,"Cairo, Egypt",0.9682179341657208,RASULJON ABDURAKHIMOV,0.0
