,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change,average_apparatus_rank
25,26,BIRMINGHAM 2022 Commonwealth Games,SRI,qual,UB,39.0,5.5,"Birmingham, England",731,KUMUDI IMANYA ABEYRATNE,0,39.0
26,27,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,BB,116.0,10.5,"Liverpool, England",639,JANA ABOELHASAN,0.0,75.5
27,28,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,FX,74.0,12.266,"Liverpool, England",639,JANA ABOELHASAN,0.05386666666666665,50.5
28,29,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,UB,113.0,10.9,"Liverpool, England",639,JANA ABOELHASAN,0,113.0
29,30,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,VT,138.0,11.6,"Liverpool, England",639,JANA ABOELHASAN,0,138.0
30,31,2022 Paris World Challenge Cup,EGY,qual,BB,35.0,10.5,"Paris, France",669,JANA ABOELHASAN,0.0,75.5
31,32,2022 Paris World Challenge Cup,EGY,qual,FX,27.0,10.65,"Paris, France",669,JANA ABOELHASAN,0.05386666666666665,50.5
32,33,2023 Artistic Gymnastics Senior Pan American Championships,DOM,TeamQual,BB,,10.1,"Medellin, Colombia",427,YAMILET ABREU,0,0.0
33,34,2023 Artistic Gymnastics Senior Pan American Championships,DOM,TeamQual,FX,,12.367,"Medellin, Colombia",427,YAMILET ABREU,0,0.0
34,35,2023 Artistic Gymnastics Senior Pan American Championships,DOM,TeamQual,UB,,11.733,"Medellin, Colombia",427,YAMILET ABREU,0,0.0
35,36,2023 Artistic Gymnastics Senior Pan American Championships,DOM,TeamQual,VT,,12.567,"Medellin, Colombia",427,YAMILET ABREU,0,0.0
36,37,2022 51st FIG Artistic Gymnastics World Championships,GBR,qual,BB,15.0,12.966,"Liverpool, England",639,ONDINE ACHAMPONG,0.002063752276867029,0.0
37,38,2022 51st FIG Artistic Gymnastics World Championships,GBR,TeamFinal,BB,,13.7,"Liverpool, England",639,ONDINE ACHAMPONG,0.002063752276867029,0.0
38,39,2022 51st FIG Artistic Gymnastics World Championships,GBR,qual,FX,16.0,13.333,"Liverpool, England",639,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
39,40,2022 51st FIG Artistic Gymnastics World Championships,GBR,qual,UB,51.0,12.833,"Liverpool, England",639,ONDINE ACHAMPONG,-0.000304189435336976,18.5
40,41,2022 51st FIG Artistic Gymnastics World Championships,GBR,TeamFinal,VT,,14.366,"Liverpool, England",639,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
41,42,2022 51st FIG Artistic Gymnastics World Championships,GBR,qual,VT,3.0,14.466,"Liverpool, England",639,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
42,43,2022 British Gymnastics Championships,GBR,final,BB,4.0,12.8,"Liverpool, England",853,ONDINE ACHAMPONG,0.002063752276867029,0.0
43,44,2022 British Gymnastics Championships,GBR,qual,BB,1.0,13.65,"Liverpool, England",853,ONDINE ACHAMPONG,0.002063752276867029,0.0
44,45,2022 British Gymnastics Championships,GBR,qual,FX,12.0,12.5,"Liverpool, England",853,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
45,46,2022 British Gymnastics Championships,GBR,final,UB,5.0,12.9,"Liverpool, England",853,ONDINE ACHAMPONG,-0.000304189435336976,18.5
46,47,2022 British Gymnastics Championships,GBR,qual,UB,7.0,13.1,"Liverpool, England",853,ONDINE ACHAMPONG,-0.000304189435336976,18.5
47,48,2022 British Gymnastics Championships,GBR,qual,VT,1.0,14.25,"Liverpool, England",853,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
48,49,2022 Senior European Championships,GBR,final,BB,2.0,13.4,"Munich, Germany",700,ONDINE ACHAMPONG,0.002063752276867029,0.0
49,50,2022 Senior European Championships,GBR,qual,BB,7.0,13.266,"Munich, Germany",700,ONDINE ACHAMPONG,0.002063752276867029,0.0
50,51,2022 Senior European Championships,GBR,TeamFinal,BB,4.0,13.7,"Munich, Germany",700,ONDINE ACHAMPONG,0.002063752276867029,0.0
51,52,2022 Senior European Championships,GBR,qual,FX,25.0,12.666,"Munich, Germany",700,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
52,53,2022 Senior European Championships,GBR,qual,UB,43.0,12.233,"Munich, Germany",700,ONDINE ACHAMPONG,-0.000304189435336976,18.5
53,54,2022 Senior European Championships,GBR,TeamFinal,UB,24.0,12.433,"Munich, Germany",700,ONDINE ACHAMPONG,-0.000304189435336976,18.5
54,55,2022 Senior European Championships,GBR,qual,VT,4.0,13.933,"Munich, Germany",700,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
55,56,2022 Senior European Championships,GBR,TeamFinal,VT,7.0,13.9,"Munich, Germany",700,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
56,57,2023 52nd FIG Artistic Gymnastics World Championships,GBR,AAfinal,BB,5.0,13.6,"Antwerp, Belgium",304,ONDINE ACHAMPONG,0.002063752276867029,0.0
57,58,2023 52nd FIG Artistic Gymnastics World Championships,GBR,qual,BB,16.0,13.433,"Antwerp, Belgium",304,ONDINE ACHAMPONG,0.002063752276867029,0.0
58,59,2023 52nd FIG Artistic Gymnastics World Championships,GBR,TeamFinal,BB,,13.933,"Antwerp, Belgium",304,ONDINE ACHAMPONG,0.002063752276867029,0.0
59,60,2023 52nd FIG Artistic Gymnastics World Championships,GBR,AAfinal,FX,17.0,12.7,"Antwerp, Belgium",304,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
60,61,2023 52nd FIG Artistic Gymnastics World Championships,GBR,qual,FX,33.0,12.866,"Antwerp, Belgium",304,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
61,62,2023 52nd FIG Artistic Gymnastics World Championships,GBR,AAfinal,UB,20.0,12.533,"Antwerp, Belgium",304,ONDINE ACHAMPONG,-0.000304189435336976,18.5
62,63,2023 52nd FIG Artistic Gymnastics World Championships,GBR,qual,UB,56.0,12.733,"Antwerp, Belgium",304,ONDINE ACHAMPONG,-0.000304189435336976,18.5
63,64,2023 52nd FIG Artistic Gymnastics World Championships,GBR,AAfinal,VT,4.0,14.133,"Antwerp, Belgium",304,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
64,65,2023 52nd FIG Artistic Gymnastics World Championships,GBR,TeamFinal,VT,,14.166,"Antwerp, Belgium",304,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
65,66,2023 52nd FIG Artistic Gymnastics World Championships,GBR,qual,VT,9.0,14.3,"Antwerp, Belgium",304,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
66,67,2023 British Gymnastics Championships,GBR,final,BB,1.0,13.8,"Liverpool, England",488,ONDINE ACHAMPONG,0.002063752276867029,0.0
67,68,2023 British Gymnastics Championships,GBR,qual,BB,2.0,13.8,"Liverpool, England",488,ONDINE ACHAMPONG,0.002063752276867029,0.0
68,69,2023 British Gymnastics Championships,GBR,final,FX,8.0,11.95,"Liverpool, England",488,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
69,70,2023 British Gymnastics Championships,GBR,qual,FX,4.0,13.2,"Liverpool, England",488,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
70,71,2023 British Gymnastics Championships,GBR,final,UB,5.0,14.1,"Liverpool, England",488,ONDINE ACHAMPONG,-0.000304189435336976,18.5
71,72,2023 British Gymnastics Championships,GBR,qual,UB,2.0,13.7,"Liverpool, England",488,ONDINE ACHAMPONG,-0.000304189435336976,18.5
72,73,2023 British Gymnastics Championships,GBR,qual,VT,16.0,14.3,"Liverpool, England",488,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
73,74,2023 Senior European Championships,GBR,final,BB,4.0,13.533,"Antalya, Turkey",457,ONDINE ACHAMPONG,0.002063752276867029,0.0
74,75,2023 Senior European Championships,GBR,qual,BB,4.0,13.366,"Antalya, Turkey",457,ONDINE ACHAMPONG,0.002063752276867029,0.0
75,76,2023 Senior European Championships,GBR,qual,FX,8.0,13.166,"Antalya, Turkey",457,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
76,77,2023 Senior European Championships,GBR,qual,VT,6.0,13.966,"Antalya, Turkey",457,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
77,78,BIRMINGHAM 2022 Commonwealth Games,ENG,AAfinal,BB,4.0,12.5,"Birmingham, England",731,ONDINE ACHAMPONG,0.002063752276867029,0.0
78,79,BIRMINGHAM 2022 Commonwealth Games,ENG,qual,BB,4.0,13.3,"Birmingham, England",731,ONDINE ACHAMPONG,0.002063752276867029,0.0
79,80,BIRMINGHAM 2022 Commonwealth Games,ENG,AAfinal,FX,1.0,13.35,"Birmingham, England",731,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
80,81,BIRMINGHAM 2022 Commonwealth Games,ENG,final,FX,2.0,13.033,"Birmingham, England",731,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
81,82,BIRMINGHAM 2022 Commonwealth Games,ENG,qual,FX,11.0,12.55,"Birmingham, England",731,ONDINE ACHAMPONG,0.000666666666666666,12.454545454545455
82,83,BIRMINGHAM 2022 Commonwealth Games,ENG,AAfinal,UB,3.0,13.25,"Birmingham, England",731,ONDINE ACHAMPONG,-0.000304189435336976,18.5
83,84,BIRMINGHAM 2022 Commonwealth Games,ENG,final,UB,4.0,13.433,"Birmingham, England",731,ONDINE ACHAMPONG,-0.000304189435336976,18.5
84,85,BIRMINGHAM 2022 Commonwealth Games,ENG,qual,UB,2.0,13.75,"Birmingham, England",731,ONDINE ACHAMPONG,-0.000304189435336976,18.5
85,86,BIRMINGHAM 2022 Commonwealth Games,ENG,AAfinal,VT,1.0,13.9,"Birmingham, England",731,ONDINE ACHAMPONG,9.107468123861697e-05,0.0
86,87,2022 Osijek World Challenge Cup,CHI,qual,FX,13.0,11.933,"Osijek, Croatia",761,BARBARA ACHONDO ANDINO,0.0014373716632443518,0.0
87,88,2023 Artistic Gymnastics Senior Pan American Championships,CHI,TeamQual,BB,,10.933,"Medellin, Colombia",427,BARBARA ACHONDO ANDINO,0.0006535947712418277,0.0
88,89,2023 Artistic Gymnastics Senior Pan American Championships,CHI,TeamQual,FX,,12.3,"Medellin, Colombia",427,BARBARA ACHONDO ANDINO,0.0014373716632443518,0.0
89,90,2023 Artistic Gymnastics Senior Pan American Championships,CHI,TeamQual,UB,,10.733,"Medellin, Colombia",427,BARBARA ACHONDO ANDINO,0.0045751633986928055,0.0
90,91,SANTIAGO 2023 XIX Pan American Games,CHI,AAfinal,BB,17.0,11.1,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0.0006535947712418277,0.0
91,92,SANTIAGO 2023 XIX Pan American Games,CHI,qual,BB,31.0,11.033,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0.0006535947712418277,0.0
92,93,SANTIAGO 2023 XIX Pan American Games,CHI,AAfinal,FX,10.0,12.333,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0.0014373716632443518,0.0
93,94,SANTIAGO 2023 XIX Pan American Games,CHI,final,FX,8.0,12.2,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0.0014373716632443518,0.0
94,95,SANTIAGO 2023 XIX Pan American Games,CHI,qual,FX,10.0,12.633,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0.0014373716632443518,0.0
95,96,SANTIAGO 2023 XIX Pan American Games,CHI,AAfinal,UB,24.0,8.266,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0.0045751633986928055,0.0
96,97,SANTIAGO 2023 XIX Pan American Games,CHI,qual,UB,26.0,11.433,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0.0045751633986928055,0.0
97,98,SANTIAGO 2023 XIX Pan American Games,CHI,AAfinal,VT,24.0,11.4,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0,34.5
98,99,SANTIAGO 2023 XIX Pan American Games,CHI,qual,VT,45.0,11.366,"Santiago, Chile",274,BARBARA ACHONDO ANDINO,0,34.5
99,100,2022 51st FIG Artistic Gymnastics World Championships,ISL,qual,BB,69.0,11.6,"Liverpool, England",639,THELMA ADALSTEINSDOTTIR,-0.0002525252525252561,57.5
100,101,2022 51st FIG Artistic Gymnastics World Championships,ISL,qual,FX,127.0,11.433,"Liverpool, England",639,THELMA ADALSTEINSDOTTIR,0.003452020202020204,89.5
101,102,2022 51st FIG Artistic Gymnastics World Championships,ISL,qual,UB,108.0,11.033,"Liverpool, England",639,THELMA ADALSTEINSDOTTIR,0.001093434343434343,74.5
102,103,2022 51st FIG Artistic Gymnastics World Championships,ISL,qual,VT,126.0,12.066,"Liverpool, England",639,THELMA ADALSTEINSDOTTIR,-8.3333333333332e-05,103.0
103,104,2022 Senior European Championships,ISL,qual,BB,35.0,12.233,"Munich, Germany",700,THELMA ADALSTEINSDOTTIR,-0.0002525252525252561,57.5
104,105,2022 Senior European Championships,ISL,qual,FX,91.0,11.133,"Munich, Germany",700,THELMA ADALSTEINSDOTTIR,0.003452020202020204,89.5
105,106,2022 Senior European Championships,ISL,qual,UB,57.0,11.733,"Munich, Germany",700,THELMA ADALSTEINSDOTTIR,0.001093434343434343,74.5
106,107,2022 Senior European Championships,ISL,qual,VT,69.0,12.333,"Munich, Germany",700,THELMA ADALSTEINSDOTTIR,-8.3333333333332e-05,103.0
107,108,2023 52nd FIG Artistic Gymnastics World Championships,ISL,qual,BB,69.0,12.133,"Antwerp, Belgium",304,THELMA ADALSTEINSDOTTIR,-0.0002525252525252561,57.5
108,109,2023 52nd FIG Artistic Gymnastics World Championships,ISL,qual,FX,62.0,12.5,"Antwerp, Belgium",304,THELMA ADALSTEINSDOTTIR,0.003452020202020204,89.5
109,110,2023 52nd FIG Artistic Gymnastics World Championships,ISL,qual,UB,79.0,12.166,"Antwerp, Belgium",304,THELMA ADALSTEINSDOTTIR,0.001093434343434343,74.5
110,111,2023 52nd FIG Artistic Gymnastics World Championships,ISL,qual,VT,135.0,12.3,"Antwerp, Belgium",304,THELMA ADALSTEINSDOTTIR,-8.3333333333332e-05,103.0
111,112,2023 Senior European Championships,ISL,qual,BB,57.0,11.166,"Antalya, Turkey",457,THELMA ADALSTEINSDOTTIR,-0.0002525252525252561,57.5
112,113,2023 Senior European Championships,ISL,qual,FX,78.0,11.566,"Antalya, Turkey",457,THELMA ADALSTEINSDOTTIR,0.003452020202020204,89.5
113,114,2023 Senior European Championships,ISL,qual,UB,54.0,12.233,"Antalya, Turkey",457,THELMA ADALSTEINSDOTTIR,0.001093434343434343,74.5
114,115,2023 Senior European Championships,ISL,qual,VT,82.0,12.3,"Antalya, Turkey",457,THELMA ADALSTEINSDOTTIR,-8.3333333333332e-05,103.0
115,116,2022 British Gymnastics Championships,GBR,qual,BB,54.0,9.7,"Liverpool, England",853,JESS ADAMSON,0,54.0
116,117,2022 British Gymnastics Championships,GBR,qual,FX,52.0,10.45,"Liverpool, England",853,JESS ADAMSON,0,52.0
117,118,2022 British Gymnastics Championships,GBR,qual,UB,24.0,11.3,"Liverpool, England",853,JESS ADAMSON,0,24.0
118,119,2022 British Gymnastics Championships,GBR,qual,VT,44.0,12.0,"Liverpool, England",853,JESS ADAMSON,0,44.0
119,120,2023 Artistic Gymnastics Senior Pan American Championships,DOM,TeamQual,VT,,12.033,"Medellin, Colombia",427,NASHELY ESMERALDA ALBA RODRIGUEZ,0,0.0
120,121,2023 Cairo World Cup,JOR,qual,VT,23.0,11.8,"Cairo, Egypt",457,RUBA ALDAOUD,0,23.0
121,122,2023 Cairo World Cup,JOR,qual,VT,23.0,10.166,"Cairo, Egypt",457,RUBA ALDAOUD,0,23.0
122,123,SANTIAGO 2023 XIX Pan American Games,PUR,qual,BB,48.0,8.6,"Santiago, Chile",274,KATYNA ALICEA,0,48.0
123,124,2023 Artistic Gymnastics Senior Pan American Championships,PUR,TeamFinal,FX,,11.3,"Medellin, Colombia",427,KATYNA KAMILA ALICEA CARDONA,0,0.0
124,125,2023 Artistic Gymnastics Senior Pan American Championships,PUR,TeamQual,FX,,11.233,"Medellin, Colombia",427,KATYNA KAMILA ALICEA CARDONA,0,0.0
125,126,2023 Artistic Gymnastics Senior Pan American Championships,PUR,TeamFinal,UB,,10.4,"Medellin, Colombia",427,KATYNA KAMILA ALICEA CARDONA,0,0.0
126,127,2023 Artistic Gymnastics Senior Pan American Championships,PUR,TeamFinal,VT,,11.267,"Medellin, Colombia",427,KATYNA KAMILA ALICEA CARDONA,0,0.0
127,128,2022 U.S. Championships,USA,qual,BB,,13.6,"Tampa, FL",700,CIENA ALIPIO,0.009392265193370162,0.0
128,129,2022 U.S. Championships,USA,final,BB,,13.95,"Tampa, FL",700,CIENA ALIPIO,0.009392265193370162,0.0
129,130,2022 U.S. Championships,USA,qual,FX,,11.95,"Tampa, FL",700,CIENA ALIPIO,-0.0027624309392265192,0.0
130,131,2022 U.S. Championships,USA,final,FX,,11.35,"Tampa, FL",700,CIENA ALIPIO,-0.0027624309392265192,0.0
131,132,2022 U.S. Championships,USA,qual,UB,,12.35,"Tampa, FL",700,CIENA ALIPIO,-0.0024861878453038733,0.0
132,133,2022 U.S. Championships,USA,final,UB,,12.45,"Tampa, FL",700,CIENA ALIPIO,-0.0024861878453038733,0.0
133,134,2022 U.S. Championships,USA,qual,VT,,11.95,"Tampa, FL",700,CIENA ALIPIO,0.0,0.0
134,135,2022 U.S. Championships,USA,final,VT,,13.2,"Tampa, FL",700,CIENA ALIPIO,0.0,0.0
135,136,2022 U.S. Classic,USA,AAfinal,BB,12.0,11.4,"West Valley City, Utah",731,CIENA ALIPIO,0.009392265193370162,0.0
136,137,2022 U.S. Classic,USA,AAfinal,FX,6.0,12.2,"West Valley City, Utah",731,CIENA ALIPIO,-0.0027624309392265192,0.0
137,138,2022 U.S. Classic,USA,AAfinal,UB,11.0,12.45,"West Valley City, Utah",731,CIENA ALIPIO,-0.0024861878453038733,0.0
138,139,2022 U.S. Classic,USA,AAfinal,VT,,13.3,"West Valley City, Utah",731,CIENA ALIPIO,0.0,0.0
139,140,2022 Winter Cup,USA,AAfinal,BB,17.0,12.25,"Frisco, Texas",881,CIENA ALIPIO,0.009392265193370162,0.0
140,141,2022 Winter Cup,USA,AAfinal,FX,19.0,11.85,"Frisco, Texas",881,CIENA ALIPIO,-0.0027624309392265192,0.0
141,142,2022 Winter Cup,USA,AAfinal,UB,11.0,12.9,"Frisco, Texas",881,CIENA ALIPIO,-0.0024861878453038733,0.0
142,143,2022 Winter Cup,USA,AAfinal,VT,,13.2,"Frisco, Texas",881,CIENA ALIPIO,0.0,0.0
143,144,SANTIAGO 2023 XIX Pan American Games,PUR,qual,BB,22.0,11.566,"Santiago, Chile",274,ALEJANDRA ALVAREZ DIAZ,0,22.0
144,145,SANTIAGO 2023 XIX Pan American Games,PUR,qual,FX,44.0,10.4,"Santiago, Chile",274,ALEJANDRA ALVAREZ DIAZ,0,44.0
145,146,SANTIAGO 2023 XIX Pan American Games,PUR,qual,UB,37.0,10.933,"Santiago, Chile",274,ALEJANDRA ALVAREZ DIAZ,0,37.0
146,147,SANTIAGO 2023 XIX Pan American Games,PUR,AAfinal,BB,24.0,9.133,"Santiago, Chile",274,ALEJANDRA SOFIA ALVAREZ DIAZ,0,24.0
147,148,SANTIAGO 2023 XIX Pan American Games,PUR,AAfinal,FX,23.0,11.266,"Santiago, Chile",274,ALEJANDRA SOFIA ALVAREZ DIAZ,0,23.0
148,149,SANTIAGO 2023 XIX Pan American Games,PUR,AAfinal,UB,21.0,10.6,"Santiago, Chile",274,ALEJANDRA SOFIA ALVAREZ DIAZ,0,21.0
149,150,SANTIAGO 2023 XIX Pan American Games,PUR,AAfinal,VT,17.0,12.633,"Santiago, Chile",274,ALEJANDRA SOFIA ALVAREZ DIAZ,0,23.0
150,151,SANTIAGO 2023 XIX Pan American Games,PUR,qual,VT,29.0,12.533,"Santiago, Chile",274,ALEJANDRA SOFIA ALVAREZ DIAZ,0,23.0
151,152,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,BB,,8.6,"Medellin, Colombia",427,JULIANA MYA AMEDE ABSOLAM,0,0.0
152,153,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,FX,,10.567,"Medellin, Colombia",427,JULIANA MYA AMEDE ABSOLAM,0,0.0
153,154,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,UB,,10.033,"Medellin, Colombia",427,JULIANA MYA AMEDE ABSOLAM,0,0.0
154,155,2023 Artistic Gymnastics Senior Pan American Championships,JAM,TeamQual,VT,,10.333,"Medellin, Colombia",427,JULIANA MYA AMEDE ABSOLAM,0,0.0
155,156,2022 9th Senior Artistic Gymnastics Asian Championships,MGL,qual,BB,38.0,8.933,"Doha, Qatar",761,NAMUUNAA AMGALAN,0,38.0
156,157,2022 9th Senior Artistic Gymnastics Asian Championships,MGL,qual,FX,38.0,9.467,"Doha, Qatar",761,NAMUUNAA AMGALAN,0,38.0
157,158,2023 British Gymnastics Championships,GBR,qual,BB,22.0,11.5,"Liverpool, England",488,MEI AMORELLI,0,22.0
158,159,2023 British Gymnastics Championships,GBR,qual,FX,31.0,11.0,"Liverpool, England",488,MEI AMORELLI,0,31.0
159,160,2023 British Gymnastics Championships,GBR,qual,UB,35.0,9.9,"Liverpool, England",488,MEI AMORELLI,0,35.0
160,161,2023 British Gymnastics Championships,GBR,qual,VT,30.0,12.1,"Liverpool, England",488,MEI AMORELLI,0,30.0
161,162,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,BB,25.0,11.167,"Doha, Qatar",761,LOBAR AMRILLAEVA,-0.0019205479452054808,26.25
162,163,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,FX,22.0,11.267,"Doha, Qatar",761,LOBAR AMRILLAEVA,0.004016438356164387,18.25
163,164,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,UB,30.0,9.633,"Doha, Qatar",761,LOBAR AMRILLAEVA,0.0022821917808219182,26.5
164,165,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,BB,37.0,10.466,Singapore,396,LOBAR AMRILLAEVA,-0.0019205479452054808,26.25
165,166,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,FX,12.0,12.733,Singapore,396,LOBAR AMRILLAEVA,0.004016438356164387,18.25
166,167,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,UB,32.0,10.466,Singapore,396,LOBAR AMRILLAEVA,0.0022821917808219182,26.5
167,168,2023 Baku World Cup,UZB,qual,BB,17.0,12.1,"Baku, Azerbaijan",488,LOBAR AMRILLAEVA,-0.0019205479452054808,26.25
168,169,2023 Baku World Cup,UZB,qual,FX,21.0,11.966,"Baku, Azerbaijan",488,LOBAR AMRILLAEVA,0.004016438356164387,18.25
169,170,2023 Baku World Cup,UZB,qual,UB,28.0,9.9,"Baku, Azerbaijan",488,LOBAR AMRILLAEVA,0.0022821917808219182,26.5
170,171,2023 Varna World Challenge Cup,UZB,qual,BB,26.0,10.233,"Varna, Bulgaria",427,LOBAR AMRILLAEVA,-0.0019205479452054808,26.25
171,172,2023 Varna World Challenge Cup,UZB,qual,FX,18.0,10.933,"Varna, Bulgaria",427,LOBAR AMRILLAEVA,0.004016438356164387,18.25
172,173,2023 Varna World Challenge Cup,UZB,qual,UB,16.0,10.433,"Varna, Bulgaria",427,LOBAR AMRILLAEVA,0.0022821917808219182,26.5
173,174,2023 Varna World Challenge Cup,UZB,qual,VT,9.0,12.366,"Varna, Bulgaria",427,LOBAR AMRILLAEVA,0,9.0
174,175,2023 Varna World Challenge Cup,UZB,qual,VT,9.0,12.133,"Varna, Bulgaria",427,LOBAR AMRILLAEVA,0,9.0
