,Unnamed: 0,Competition,Country,Round,Apparatus,Rank,Score,Location,days_till_paris,names,rate_of_change,average_apparatus_rank
27,28,2022 Senior European Championships,ESP,qual,HB,10.0,13.8,"Munich, Germany",700,NESTOR ABAD,-0.00193686868686869,0.0
28,29,2022 Senior European Championships,ESP,TeamFinal,HB,10.0,13.4,"Munich, Germany",700,NESTOR ABAD,-0.00193686868686869,0.0
29,30,2022 Senior European Championships,ESP,qual,PB,9.0,14.4,"Munich, Germany",700,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
30,31,2022 Senior European Championships,ESP,TeamFinal,PB,10.0,14.066,"Munich, Germany",700,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
31,32,2022 Senior European Championships,ESP,qual,PH,105.0,10.5,"Munich, Germany",700,NESTOR ABAD,0.006565656565656565,0.0
32,33,2022 Senior European Championships,ESP,qual,SR,23.0,13.666,"Munich, Germany",700,NESTOR ABAD,-0.0001666666666666685,0.0
33,34,2022 Senior European Championships,ESP,TeamFinal,SR,6.0,13.633,"Munich, Germany",700,NESTOR ABAD,-0.0001666666666666685,0.0
34,35,2022 Senior European Championships,ESP,qual,VT,36.0,14.1,"Munich, Germany",700,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
35,36,2023 52nd FIG Artistic Gymnastics World Championships,ESP,qual,FX,21.0,14.166,"Antwerp, Belgium",304,NESTOR ABAD,0.004376262626262627,47.666666666666664
36,37,2023 52nd FIG Artistic Gymnastics World Championships,ESP,qual,HB,66.0,13.033,"Antwerp, Belgium",304,NESTOR ABAD,-0.00193686868686869,0.0
37,38,2023 52nd FIG Artistic Gymnastics World Championships,ESP,qual,PB,59.0,13.8,"Antwerp, Belgium",304,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
38,39,2023 52nd FIG Artistic Gymnastics World Championships,ESP,qual,PH,58.0,13.1,"Antwerp, Belgium",304,NESTOR ABAD,0.006565656565656565,0.0
39,40,2023 52nd FIG Artistic Gymnastics World Championships,ESP,qual,SR,33.0,13.6,"Antwerp, Belgium",304,NESTOR ABAD,-0.0001666666666666685,0.0
40,41,2023 52nd FIG Artistic Gymnastics World Championships,ESP,qual,VT,126.0,13.2,"Antwerp, Belgium",304,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
41,42,2023 Senior European Championships,ESP,AAfinal,FX,24.0,12.633,"Antalya, Turkey",457,NESTOR ABAD,0.004376262626262627,47.666666666666664
42,43,2023 Senior European Championships,ESP,qual,FX,94.0,12.5,"Antalya, Turkey",457,NESTOR ABAD,0.004376262626262627,47.666666666666664
43,44,2023 Senior European Championships,ESP,AAfinal,HB,9.0,13.4,"Antalya, Turkey",457,NESTOR ABAD,-0.00193686868686869,0.0
44,45,2023 Senior European Championships,ESP,final,HB,4.0,13.666,"Antalya, Turkey",457,NESTOR ABAD,-0.00193686868686869,0.0
45,46,2023 Senior European Championships,ESP,qual,HB,5.0,13.733,"Antalya, Turkey",457,NESTOR ABAD,-0.00193686868686869,0.0
46,47,2023 Senior European Championships,ESP,AAfinal,PB,10.0,13.833,"Antalya, Turkey",457,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
47,48,2023 Senior European Championships,ESP,qual,PB,23.0,13.9,"Antalya, Turkey",457,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
48,49,2023 Senior European Championships,ESP,AAfinal,PH,12.0,13.0,"Antalya, Turkey",457,NESTOR ABAD,0.006565656565656565,0.0
49,50,2023 Senior European Championships,ESP,qual,PH,28.0,13.233,"Antalya, Turkey",457,NESTOR ABAD,0.006565656565656565,0.0
50,51,2023 Senior European Championships,ESP,qual,SR,17.0,13.766,"Antalya, Turkey",457,NESTOR ABAD,-0.0001666666666666685,0.0
51,52,2023 Senior European Championships,ESP,AAfinal,SR,4.0,13.666,"Antalya, Turkey",457,NESTOR ABAD,-0.0001666666666666685,0.0
52,53,2023 Senior European Championships,ESP,AAfinal,VT,22.0,13.0,"Antalya, Turkey",457,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
53,54,2023 Senior European Championships,ESP,qual,VT,69.0,13.7,"Antalya, Turkey",457,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
54,55,2023 Tel Aviv World Challenge Cup,ESP,final,HB,1.0,13.8,"Tel Aviv, Israel",396,NESTOR ABAD,-0.00193686868686869,0.0
55,56,2023 Tel Aviv World Challenge Cup,ESP,qual,HB,1.0,13.65,"Tel Aviv, Israel",396,NESTOR ABAD,-0.00193686868686869,0.0
56,57,2023 Tel Aviv World Challenge Cup,ESP,qual,PH,11.0,12.0,"Tel Aviv, Israel",396,NESTOR ABAD,0.006565656565656565,0.0
57,58,2023 Tel Aviv World Challenge Cup,ESP,qual,SR,2.0,14.05,"Tel Aviv, Israel",396,NESTOR ABAD,-0.0001666666666666685,0.0
58,59,2023 Tel Aviv World Challenge Cup,ESP,final,SR,2.0,14.0,"Tel Aviv, Israel",396,NESTOR ABAD,-0.0001666666666666685,0.0
59,60,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,FX,17.0,13.566,"Liverpool, England",639,YUMIN ABBADINI,0.00016919191919191961,0.0
60,61,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,FX,34.0,13.666,"Liverpool, England",639,YUMIN ABBADINI,0.00016919191919191961,0.0
61,62,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,FX,,13.733,"Liverpool, England",639,YUMIN ABBADINI,0.00016919191919191961,0.0
62,63,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,HB,24.0,9.9,"Liverpool, England",639,YUMIN ABBADINI,0.0005883838383838353,0.0
63,64,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,HB,27.0,13.6,"Liverpool, England",639,YUMIN ABBADINI,0.0005883838383838353,0.0
64,65,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,HB,,13.633,"Liverpool, England",639,YUMIN ABBADINI,0.0005883838383838353,0.0
65,66,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,PB,20.0,13.066,"Liverpool, England",639,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
66,67,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,PB,52.0,13.7,"Liverpool, England",639,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
67,68,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,PH,7.0,13.666,"Liverpool, England",639,YUMIN ABBADINI,0.0005050505050505078,0.0
68,69,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,PH,15.0,13.966,"Liverpool, England",639,YUMIN ABBADINI,0.0005050505050505078,0.0
69,70,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,PH,,12.3,"Liverpool, England",639,YUMIN ABBADINI,0.0005050505050505078,0.0
70,71,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,SR,13.0,13.166,"Liverpool, England",639,YUMIN ABBADINI,-0.0002525252525252516,0.0
71,72,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,SR,60.0,13.0,"Liverpool, England",639,YUMIN ABBADINI,-0.0002525252525252516,0.0
72,73,2022 51st FIG Artistic Gymnastics World Championships,ITA,TeamFinal,SR,,13.033,"Liverpool, England",639,YUMIN ABBADINI,-0.0002525252525252516,0.0
73,74,2022 51st FIG Artistic Gymnastics World Championships,ITA,AAfinal,VT,18.0,13.866,"Liverpool, England",639,YUMIN ABBADINI,0.0002985074626865661,47.0
74,75,2022 51st FIG Artistic Gymnastics World Championships,ITA,qual,VT,84.0,13.6,"Liverpool, England",639,YUMIN ABBADINI,0.0002985074626865661,47.0
75,76,2022 Senior European Championships,ITA,qual,FX,19.0,13.833,"Munich, Germany",700,YUMIN ABBADINI,0.00016919191919191961,0.0
76,77,2022 Senior European Championships,ITA,qual,HB,11.0,13.8,"Munich, Germany",700,YUMIN ABBADINI,0.0005883838383838353,0.0
77,78,2022 Senior European Championships,ITA,TeamFinal,HB,6.0,13.766,"Munich, Germany",700,YUMIN ABBADINI,0.0005883838383838353,0.0
78,79,2022 Senior European Championships,ITA,qual,PB,91.0,12.033,"Munich, Germany",700,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
79,80,2022 Senior European Championships,ITA,qual,PH,61.0,12.533,"Munich, Germany",700,YUMIN ABBADINI,0.0005050505050505078,0.0
80,81,2022 Senior European Championships,ITA,TeamFinal,PH,5.0,13.833,"Munich, Germany",700,YUMIN ABBADINI,0.0005050505050505078,0.0
81,82,2022 Senior European Championships,ITA,TeamFinal,SR,13.0,13.366,"Munich, Germany",700,YUMIN ABBADINI,-0.0002525252525252516,0.0
82,83,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,FX,8.0,13.866,"Antwerp, Belgium",304,YUMIN ABBADINI,0.00016919191919191961,0.0
83,84,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,FX,64.0,13.533,"Antwerp, Belgium",304,YUMIN ABBADINI,0.00016919191919191961,0.0
84,85,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,FX,,13.9,"Antwerp, Belgium",304,YUMIN ABBADINI,0.00016919191919191961,0.0
85,86,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,HB,6.0,14.033,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0005883838383838353,0.0
86,87,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,HB,11.0,14.033,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0005883838383838353,0.0
87,88,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,HB,,14.033,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0005883838383838353,0.0
88,89,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,PB,13.0,13.933,"Antwerp, Belgium",304,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
89,90,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,PB,41.0,14.0,"Antwerp, Belgium",304,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
90,91,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,PH,4.0,13.8,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0005050505050505078,0.0
91,92,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,PH,40.0,13.5,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0005050505050505078,0.0
92,93,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,PH,,12.733,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0005050505050505078,0.0
93,94,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,SR,10.0,13.3,"Antwerp, Belgium",304,YUMIN ABBADINI,-0.0002525252525252516,0.0
94,95,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,SR,41.0,13.5,"Antwerp, Belgium",304,YUMIN ABBADINI,-0.0002525252525252516,0.0
95,96,2023 52nd FIG Artistic Gymnastics World Championships,ITA,TeamFinal,SR,,13.266,"Antwerp, Belgium",304,YUMIN ABBADINI,-0.0002525252525252516,0.0
96,97,2023 52nd FIG Artistic Gymnastics World Championships,ITA,AAfinal,VT,18.0,13.9,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0002985074626865661,47.0
97,98,2023 52nd FIG Artistic Gymnastics World Championships,ITA,qual,VT,80.0,13.966,"Antwerp, Belgium",304,YUMIN ABBADINI,0.0002985074626865661,47.0
98,99,2023 Baku World Cup,ITA,qual,FX,11.0,13.533,"Baku, Azerbaijan",488,YUMIN ABBADINI,0.00016919191919191961,0.0
99,100,2023 Baku World Cup,ITA,qual,HB,10.0,13.533,"Baku, Azerbaijan",488,YUMIN ABBADINI,0.0005883838383838353,0.0
100,101,2023 Baku World Cup,ITA,qual,PH,15.0,13.433,"Baku, Azerbaijan",488,YUMIN ABBADINI,0.0005050505050505078,0.0
101,102,2023 Senior European Championships,ITA,AAfinal,FX,11.0,13.766,"Antalya, Turkey",457,YUMIN ABBADINI,0.00016919191919191961,0.0
102,103,2023 Senior European Championships,ITA,qual,FX,11.0,13.966,"Antalya, Turkey",457,YUMIN ABBADINI,0.00016919191919191961,0.0
103,104,2023 Senior European Championships,ITA,AAfinal,HB,4.0,13.466,"Antalya, Turkey",457,YUMIN ABBADINI,0.0005883838383838353,0.0
104,105,2023 Senior European Championships,ITA,qual,HB,90.0,12.133,"Antalya, Turkey",457,YUMIN ABBADINI,0.0005883838383838353,0.0
105,106,2023 Senior European Championships,ITA,AAfinal,PB,8.0,14.0,"Antalya, Turkey",457,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
106,107,2023 Senior European Championships,ITA,qual,PB,40.0,13.5,"Antalya, Turkey",457,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
107,108,2023 Senior European Championships,ITA,AAfinal,PH,1.0,14.1,"Antalya, Turkey",457,YUMIN ABBADINI,0.0005050505050505078,0.0
108,109,2023 Senior European Championships,ITA,final,PH,6.0,14.166,"Antalya, Turkey",457,YUMIN ABBADINI,0.0005050505050505078,0.0
109,110,2023 Senior European Championships,ITA,qual,PH,6.0,14.266,"Antalya, Turkey",457,YUMIN ABBADINI,0.0005050505050505078,0.0
110,111,2023 Senior European Championships,ITA,qual,SR,26.0,13.5,"Antalya, Turkey",457,YUMIN ABBADINI,-0.0002525252525252516,0.0
111,112,2023 Senior European Championships,ITA,AAfinal,SR,10.0,13.266,"Antalya, Turkey",457,YUMIN ABBADINI,-0.0002525252525252516,0.0
112,113,2023 Senior European Championships,ITA,AAfinal,VT,18.0,13.566,"Antalya, Turkey",457,YUMIN ABBADINI,0.0002985074626865661,47.0
113,114,2023 Senior European Championships,ITA,qual,VT,64.0,13.733,"Antalya, Turkey",457,YUMIN ABBADINI,0.0002985074626865661,47.0
114,115,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,FX,113.0,12.0,"Liverpool, England",639,ABDELRAHMAN ABDELHALEEM,0,113.0
115,116,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,HB,68.0,12.766,"Liverpool, England",639,ABDELRAHMAN ABDELHALEEM,0.003579439252336449,36.333333333333336
116,117,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PB,122.0,12.4,"Liverpool, England",639,ABDELRAHMAN ABDELHALEEM,0,122.0
117,118,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PH,55.0,12.766,"Liverpool, England",639,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
118,119,2022 Cairo World Cup,EGY,qual,HB,15.0,12.0,"Cairo, Egypt",853,ABDELRAHMAN ABDELHALEEM,0.003579439252336449,36.333333333333336
119,120,2022 Cairo World Cup,EGY,qual,PH,25.0,12.166,"Cairo, Egypt",853,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
120,121,2022 Paris World Challenge Cup,EGY,qual,HB,26.0,12.6,"Paris, France",669,ABDELRAHMAN ABDELHALEEM,0.003579439252336449,36.333333333333336
121,122,2022 Paris World Challenge Cup,EGY,qual,PH,27.0,12.7,"Paris, France",669,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
122,123,2023 Baku World Cup,EGY,qual,PH,21.0,13.066,"Baku, Azerbaijan",488,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
123,124,2023 Cairo World Cup,EGY,qual,PH,9.0,14.1,"Cairo, Egypt",457,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
124,125,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,FX,116.0,11.933,"Liverpool, England",639,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
125,126,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,HB,61.0,12.966,"Liverpool, England",639,AHMED ABDELRAHMAN,-0.0004955223880596973,71.5
126,127,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PB,92.0,13.0,"Liverpool, England",639,AHMED ABDELRAHMAN,-0.003683582089552239,78.66666666666667
127,128,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,PH,37.0,13.166,"Liverpool, England",639,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
128,129,2022 51st FIG Artistic Gymnastics World Championships,EGY,qual,VT,50.0,13.966,"Liverpool, England",639,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
129,130,2022 Cairo World Cup,EGY,qual,FX,9.0,13.266,"Cairo, Egypt",853,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
130,131,2022 Paris World Challenge Cup,EGY,qual,PH,21.0,12.95,"Paris, France",669,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
131,132,2022 Paris World Challenge Cup,EGY,qual,VT,,13.75,"Paris, France",669,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
132,133,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,FX,117.0,12.566,"Antwerp, Belgium",304,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
133,134,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,HB,82.0,12.8,"Antwerp, Belgium",304,AHMED ABDELRAHMAN,-0.0004955223880596973,71.5
134,135,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,PB,132.0,11.766,"Antwerp, Belgium",304,AHMED ABDELRAHMAN,-0.003683582089552239,78.66666666666667
135,136,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,PH,94.0,12.266,"Antwerp, Belgium",304,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
136,137,2023 52nd FIG Artistic Gymnastics World Championships,EGY,qual,VT,59.0,14.133,"Antwerp, Belgium",304,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
137,138,2023 Baku World Cup,EGY,qual,FX,33.0,12.066,"Baku, Azerbaijan",488,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
138,139,2023 Baku World Cup,EGY,qual,PB,12.0,13.466,"Baku, Azerbaijan",488,AHMED ABDELRAHMAN,-0.003683582089552239,78.66666666666667
139,140,2023 Baku World Cup,EGY,qual,PH,36.0,12.066,"Baku, Azerbaijan",488,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
140,141,2023 Baku World Cup,EGY,qual,VT,,13.366,"Baku, Azerbaijan",488,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
141,142,2023 Cairo World Cup,EGY,qual,FX,38.0,11.133,"Cairo, Egypt",457,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
142,143,2023 Cairo World Cup,EGY,qual,VT,17.0,13.433,"Cairo, Egypt",457,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
143,144,2023 Cairo World Cup,EGY,qual,VT,17.0,13.1,"Cairo, Egypt",457,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
144,145,2023 10th Senior Artistic Gymnastics Asian Championships,MAS,qual,PB,44.0,11.866,Singapore,396,ALLY HAMUDA ABDULLAH,0,44.0
145,146,2023 10th Senior Artistic Gymnastics Asian Championships,MAS,qual,SR,14.0,13.366,Singapore,396,ALLY HAMUDA ABDULLAH,0.028608333333333333,30.0
146,147,2023 Cottbus World Cup,MAS,qual,SR,46.0,9.933,"Cottbus, Germany",516,ALLY HAMUDA ABDULLAH,0.028608333333333333,30.0
147,148,2022 51st FIG Artistic Gymnastics World Championships,UZB,qual,HB,39.0,13.266,"Liverpool, England",639,RASULJON ABDURAKHIMOV,0.0,19.2
148,149,2022 51st FIG Artistic Gymnastics World Championships,UZB,qual,PB,28.0,14.233,"Liverpool, England",639,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
149,150,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,FX,26.0,12.667,"Doha, Qatar",761,RASULJON ABDURAKHIMOV,0,26.0
150,151,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,HB,27.0,12.433,"Doha, Qatar",761,RASULJON ABDURAKHIMOV,0.0,19.2
151,152,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,PB,24.0,13.4,"Doha, Qatar",761,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
152,153,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,PH,43.0,10.5,"Doha, Qatar",761,RASULJON ABDURAKHIMOV,-0.0008752735229759308,75.66666666666667
153,154,2022 9th Senior Artistic Gymnastics Asian Championships,UZB,qual,SR,26.0,12.567,"Doha, Qatar",761,RASULJON ABDURAKHIMOV,-0.00020059880239521008,21.0
154,155,2022 Baku World Cup,UZB,qual,HB,13.0,13.266,"Baku, Azerbaijan",853,RASULJON ABDURAKHIMOV,0.0,19.2
155,156,2022 Baku World Cup,UZB,qual,PB,26.0,12.333,"Baku, Azerbaijan",853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
156,157,2022 Cairo World Cup,UZB,qual,HB,17.0,11.833,"Cairo, Egypt",853,RASULJON ABDURAKHIMOV,0.0,19.2
157,158,2022 Cairo World Cup,UZB,qual,PB,7.0,14.033,"Cairo, Egypt",853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
158,159,2022 Cairo World Cup,UZB,final,PB,5.0,14.1,"Cairo, Egypt",853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
159,160,2022 Doha World Cup,UZB,qual,PB,17.0,11.833,"Doha, Qatar",853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
160,161,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,final,HB,5.0,13.2,Singapore,396,RASULJON ABDURAKHIMOV,0.0,19.2
161,162,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,HB,7.0,13.666,Singapore,396,RASULJON ABDURAKHIMOV,0.0,19.2
162,163,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,PB,33.0,12.7,Singapore,396,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
163,164,2023 10th Senior Artistic Gymnastics Asian Championships,UZB,qual,PH,47.0,11.133,Singapore,396,RASULJON ABDURAKHIMOV,-0.0008752735229759308,75.66666666666667
164,165,2023 52nd FIG Artistic Gymnastics World Championships,UZB,qual,HB,44.0,13.266,"Antwerp, Belgium",304,RASULJON ABDURAKHIMOV,0.0,19.2
165,166,2023 52nd FIG Artistic Gymnastics World Championships,UZB,qual,PB,96.0,13.0,"Antwerp, Belgium",304,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
166,167,2023 52nd FIG Artistic Gymnastics World Championships,UZB,qual,PH,137.0,10.1,"Antwerp, Belgium",304,RASULJON ABDURAKHIMOV,-0.0008752735229759308,75.66666666666667
167,168,2023 Baku World Cup,UZB,qual,HB,27.0,12.533,"Baku, Azerbaijan",488,RASULJON ABDURAKHIMOV,0.0,19.2
168,169,2023 Baku World Cup,UZB,final,PB,7.0,14.266,"Baku, Azerbaijan",488,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
169,170,2023 Baku World Cup,UZB,qual,PB,8.0,14.266,"Baku, Azerbaijan",488,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
170,171,2023 Varna World Challenge Cup,UZB,final,HB,8.0,12.3,"Varna, Bulgaria",427,RASULJON ABDURAKHIMOV,0.0,19.2
171,172,2023 Varna World Challenge Cup,UZB,qual,HB,5.0,13.35,"Varna, Bulgaria",427,RASULJON ABDURAKHIMOV,0.0,19.2
172,173,2023 Varna World Challenge Cup,UZB,final,PB,1.0,14.233,"Varna, Bulgaria",427,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
