"","LastName","FirstName","Gender","Competition","Country","Date","Round","Apparatus","Rank","Score","Location"
"38","ACHAMPONG","ONDINE","w","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","TeamFinal","BB",NA,13.7,"Liverpool, England"
"39","ACHAMPONG","ONDINE","w","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","FX",16,13.333,"Liverpool, England"
"40","ACHAMPONG","ONDINE","w","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","UB",51,12.833,"Liverpool, England"
"41","ACHAMPONG","ONDINE","w","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","TeamFinal","VT",NA,14.366,"Liverpool, England"
"42","ACHAMPONG","ONDINE","w","2022 51st FIG Artistic Gymnastics World Championships","GBR","29 Oct 2022 - 6 Nov 2022","qual","VT",3,14.466,"Liverpool, England"
"43","ACHAMPONG","ONDINE","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","final","BB",4,12.8,"Liverpool, England"
"44","ACHAMPONG","ONDINE","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","BB",1,13.65,"Liverpool, England"
"45","ACHAMPONG","ONDINE","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","FX",12,12.5,"Liverpool, England"
"46","ACHAMPONG","ONDINE","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","final","UB",5,12.9,"Liverpool, England"
"47","ACHAMPONG","ONDINE","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","UB",7,13.1,"Liverpool, England"
"48","ACHAMPONG","ONDINE","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","VT",1,14.25,"Liverpool, England"
"49","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","final","BB",2,13.4,"Munich, Germany"
"50","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","qual","BB",7,13.266,"Munich, Germany"
"51","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","TeamFinal","BB",4,13.7,"Munich, Germany"
"52","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","qual","FX",25,12.666,"Munich, Germany"
"53","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","qual","UB",43,12.233,"Munich, Germany"
"54","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","TeamFinal","UB",24,12.433,"Munich, Germany"
"55","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","qual","VT",4,13.933,"Munich, Germany"
"56","ACHAMPONG","ONDINE","w","2022 Senior European Championships","GBR","11-14 Aug 2022","TeamFinal","VT",7,13.9,"Munich, Germany"
"57","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","AAfinal","BB",5,13.6,"Antwerp, Belgium"
"58","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","qual","BB",16,13.433,"Antwerp, Belgium"
"59","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","TeamFinal","BB",NA,13.933,"Antwerp, Belgium"
"60","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","AAfinal","FX",17,12.7,"Antwerp, Belgium"
"61","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","qual","FX",33,12.866,"Antwerp, Belgium"
"62","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","AAfinal","UB",20,12.533,"Antwerp, Belgium"
"63","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","qual","UB",56,12.733,"Antwerp, Belgium"
"64","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","AAfinal","VT",4,14.133,"Antwerp, Belgium"
"65","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","TeamFinal","VT",NA,14.166,"Antwerp, Belgium"
"66","ACHAMPONG","ONDINE","w","2023 52nd FIG Artistic Gymnastics World Championships","GBR","30 Sep 2023 - 8 Oct 2023","qual","VT",9,14.3,"Antwerp, Belgium"
"67","ACHAMPONG","ONDINE","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","final","BB",1,13.8,"Liverpool, England"
"68","ACHAMPONG","ONDINE","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","BB",2,13.8,"Liverpool, England"
"69","ACHAMPONG","ONDINE","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","final","FX",8,11.95,"Liverpool, England"
"70","ACHAMPONG","ONDINE","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","FX",4,13.2,"Liverpool, England"
"71","ACHAMPONG","ONDINE","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","final","UB",5,14.1,"Liverpool, England"
"72","ACHAMPONG","ONDINE","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","UB",2,13.7,"Liverpool, England"
"73","ACHAMPONG","ONDINE","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","VT",16,14.3,"Liverpool, England"
"74","ACHAMPONG","ONDINE","w","2023 Senior European Championships","GBR","11-16 Apr 2023","final","BB",4,13.533,"Antalya, Turkey"
"75","ACHAMPONG","ONDINE","w","2023 Senior European Championships","GBR","11-16 Apr 2023","qual","BB",4,13.366,"Antalya, Turkey"
"76","ACHAMPONG","ONDINE","w","2023 Senior European Championships","GBR","11-16 Apr 2023","qual","FX",8,13.166,"Antalya, Turkey"
"77","ACHAMPONG","ONDINE","w","2023 Senior European Championships","GBR","11-16 Apr 2023","qual","VT",6,13.966,"Antalya, Turkey"
"78","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","AAfinal","BB",4,12.5,"Birmingham, England"
"79","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","qual","BB",4,13.3,"Birmingham, England"
"80","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","AAfinal","FX",1,13.35,"Birmingham, England"
"81","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","final","FX",2,13.033,"Birmingham, England"
"82","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","qual","FX",11,12.55,"Birmingham, England"
"83","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","AAfinal","UB",3,13.25,"Birmingham, England"
"84","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","final","UB",4,13.433,"Birmingham, England"
"85","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","qual","UB",2,13.75,"Birmingham, England"
"86","ACHAMPONG","ONDINE","w","BIRMINGHAM 2022 Commonwealth Games","ENG","29 Jul-2 Aug 2022","AAfinal","VT",1,13.9,"Birmingham, England"
"87","ACHONDO ANDINO","BARBARA","w","2022 Osijek World Challenge Cup","CHI","9-12 June 2022","qual","FX",13,11.933,"Osijek, Croatia"
"88","ACHONDO ANDINO","BARBARA","w","2023 Artistic Gymnastics Senior Pan American Championships","CHI","26-28 May 2023","TeamQual","BB",NA,10.933,"Medellin, Colombia"
"89","ACHONDO ANDINO","BARBARA","w","2023 Artistic Gymnastics Senior Pan American Championships","CHI","26-28 May 2023","TeamQual","FX",NA,12.3,"Medellin, Colombia"
"90","ACHONDO ANDINO","BARBARA","w","2023 Artistic Gymnastics Senior Pan American Championships","CHI","26-28 May 2023","TeamQual","UB",NA,10.733,"Medellin, Colombia"
"91","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","AAfinal","BB",17,11.1,"Santiago, Chile"
"92","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","qual","BB",31,11.033,"Santiago, Chile"
"93","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","AAfinal","FX",10,12.333,"Santiago, Chile"
"94","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","final","FX",8,12.2,"Santiago, Chile"
"95","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","qual","FX",10,12.633,"Santiago, Chile"
"96","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","AAfinal","UB",24,8.266,"Santiago, Chile"
"97","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","qual","UB",26,11.433,"Santiago, Chile"
"98","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","AAfinal","VT",24,11.4,"Santiago, Chile"
"99","ACHONDO ANDINO","BARBARA","w","SANTIAGO 2023 XIX Pan American Games","CHI","21-25 Oct 2023","qual","VT",45,11.366,"Santiago, Chile"
"100","ADALSTEINSDOTTIR","THELMA","w","2022 51st FIG Artistic Gymnastics World Championships","ISL","29 Oct 2022 - 6 Nov 2022","qual","BB",69,11.6,"Liverpool, England"
"101","ADALSTEINSDOTTIR","THELMA","w","2022 51st FIG Artistic Gymnastics World Championships","ISL","29 Oct 2022 - 6 Nov 2022","qual","FX",127,11.433,"Liverpool, England"
"102","ADALSTEINSDOTTIR","THELMA","w","2022 51st FIG Artistic Gymnastics World Championships","ISL","29 Oct 2022 - 6 Nov 2022","qual","UB",108,11.033,"Liverpool, England"
"103","ADALSTEINSDOTTIR","THELMA","w","2022 51st FIG Artistic Gymnastics World Championships","ISL","29 Oct 2022 - 6 Nov 2022","qual","VT",126,12.066,"Liverpool, England"
"104","ADALSTEINSDOTTIR","THELMA","w","2022 Senior European Championships","ISL","11-14 Aug 2022","qual","BB",35,12.233,"Munich, Germany"
"105","ADALSTEINSDOTTIR","THELMA","w","2022 Senior European Championships","ISL","11-14 Aug 2022","qual","FX",91,11.133,"Munich, Germany"
"106","ADALSTEINSDOTTIR","THELMA","w","2022 Senior European Championships","ISL","11-14 Aug 2022","qual","UB",57,11.733,"Munich, Germany"
"107","ADALSTEINSDOTTIR","THELMA","w","2022 Senior European Championships","ISL","11-14 Aug 2022","qual","VT",69,12.333,"Munich, Germany"
"108","ADALSTEINSDOTTIR","THELMA","w","2023 52nd FIG Artistic Gymnastics World Championships","ISL","30 Sep 2023 - 8 Oct 2023","qual","BB",69,12.133,"Antwerp, Belgium"
"109","ADALSTEINSDOTTIR","THELMA","w","2023 52nd FIG Artistic Gymnastics World Championships","ISL","30 Sep 2023 - 8 Oct 2023","qual","FX",62,12.5,"Antwerp, Belgium"
"110","ADALSTEINSDOTTIR","THELMA","w","2023 52nd FIG Artistic Gymnastics World Championships","ISL","30 Sep 2023 - 8 Oct 2023","qual","UB",79,12.166,"Antwerp, Belgium"
"111","ADALSTEINSDOTTIR","THELMA","w","2023 52nd FIG Artistic Gymnastics World Championships","ISL","30 Sep 2023 - 8 Oct 2023","qual","VT",135,12.3,"Antwerp, Belgium"
"112","ADALSTEINSDOTTIR","THELMA","w","2023 Senior European Championships","ISL","11-16 Apr 2023","qual","BB",57,11.166,"Antalya, Turkey"
"113","ADALSTEINSDOTTIR","THELMA","w","2023 Senior European Championships","ISL","11-16 Apr 2023","qual","FX",78,11.566,"Antalya, Turkey"
"114","ADALSTEINSDOTTIR","THELMA","w","2023 Senior European Championships","ISL","11-16 Apr 2023","qual","UB",54,12.233,"Antalya, Turkey"
"115","ADALSTEINSDOTTIR","THELMA","w","2023 Senior European Championships","ISL","11-16 Apr 2023","qual","VT",82,12.3,"Antalya, Turkey"
"116","ADAMSON","JESS","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","BB",54,9.7,"Liverpool, England"
"117","ADAMSON","JESS","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","FX",52,10.45,"Liverpool, England"
"118","ADAMSON","JESS","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","UB",24,11.3,"Liverpool, England"
"119","ADAMSON","JESS","w","2022 British Gymnastics Championships","GBR","24-27 Mar 2022","qual","VT",44,12,"Liverpool, England"
"120","ALBA RODRIGUEZ","NASHELY ESMERALDA","w","2023 Artistic Gymnastics Senior Pan American Championships","DOM","26-28 May 2023","TeamQual","VT",NA,12.033,"Medellin, Colombia"
"121","ALDAOUD","RUBA","w","2023 Cairo World Cup","JOR","27-30 Apr 2023","qual","VT",23,11.8,"Cairo, Egypt"
"122","ALDAOUD","RUBA","w","2023 Cairo World Cup","JOR","27-30 Apr 2023","qual","VT",23,10.166,"Cairo, Egypt"
"123","ALICEA","KATYNA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","qual","BB",48,8.6,"Santiago, Chile"
"124","ALICEA CARDONA","KATYNA KAMILA","w","2023 Artistic Gymnastics Senior Pan American Championships","PUR","26-28 May 2023","TeamFinal","FX",NA,11.3,"Medellin, Colombia"
"125","ALICEA CARDONA","KATYNA KAMILA","w","2023 Artistic Gymnastics Senior Pan American Championships","PUR","26-28 May 2023","TeamQual","FX",NA,11.233,"Medellin, Colombia"
"126","ALICEA CARDONA","KATYNA KAMILA","w","2023 Artistic Gymnastics Senior Pan American Championships","PUR","26-28 May 2023","TeamFinal","UB",NA,10.4,"Medellin, Colombia"
"127","ALICEA CARDONA","KATYNA KAMILA","w","2023 Artistic Gymnastics Senior Pan American Championships","PUR","26-28 May 2023","TeamFinal","VT",NA,11.267,"Medellin, Colombia"
"128","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","qual","BB",NA,13.6,"Tampa, FL"
"129","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","final","BB",NA,13.95,"Tampa, FL"
"130","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","qual","FX",NA,11.95,"Tampa, FL"
"131","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","final","FX",NA,11.35,"Tampa, FL"
"132","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","qual","UB",NA,12.35,"Tampa, FL"
"133","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","final","UB",NA,12.45,"Tampa, FL"
"134","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","qual","VT",NA,11.95,"Tampa, FL"
"135","ALIPIO","CIENA","w","2022 U.S. Championships","USA","19-20 Aug 2022","final","VT",NA,13.2,"Tampa, FL"
"136","ALIPIO","CIENA","w","2022 U.S. Classic","USA","28-31 July 2022","AAfinal","BB",12,11.4,"West Valley City, Utah"
"137","ALIPIO","CIENA","w","2022 U.S. Classic","USA","28-31 July 2022","AAfinal","FX",6,12.2,"West Valley City, Utah"
"138","ALIPIO","CIENA","w","2022 U.S. Classic","USA","28-31 July 2022","AAfinal","UB",11,12.45,"West Valley City, Utah"
"139","ALIPIO","CIENA","w","2022 U.S. Classic","USA","28-31 July 2022","AAfinal","VT",NA,13.3,"West Valley City, Utah"
"140","ALIPIO","CIENA","w","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","BB",17,12.25,"Frisco, Texas"
"141","ALIPIO","CIENA","w","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","FX",19,11.85,"Frisco, Texas"
"142","ALIPIO","CIENA","w","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","UB",11,12.9,"Frisco, Texas"
"143","ALIPIO","CIENA","w","2022 Winter Cup","USA","25-27 Feb 2022","AAfinal","VT",NA,13.2,"Frisco, Texas"
"144","ALVAREZ DIAZ","ALEJANDRA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","qual","BB",22,11.566,"Santiago, Chile"
"145","ALVAREZ DIAZ","ALEJANDRA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","qual","FX",44,10.4,"Santiago, Chile"
"146","ALVAREZ DIAZ","ALEJANDRA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","qual","UB",37,10.933,"Santiago, Chile"
"147","ALVAREZ DIAZ","ALEJANDRA SOFIA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","AAfinal","BB",24,9.133,"Santiago, Chile"
"148","ALVAREZ DIAZ","ALEJANDRA SOFIA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","AAfinal","FX",23,11.266,"Santiago, Chile"
"149","ALVAREZ DIAZ","ALEJANDRA SOFIA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","AAfinal","UB",21,10.6,"Santiago, Chile"
"150","ALVAREZ DIAZ","ALEJANDRA SOFIA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","AAfinal","VT",17,12.633,"Santiago, Chile"
"151","ALVAREZ DIAZ","ALEJANDRA SOFIA","w","SANTIAGO 2023 XIX Pan American Games","PUR","21-25 Oct 2023","qual","VT",29,12.533,"Santiago, Chile"
"152","AMEDE ABSOLAM","JULIANA MYA","w","2023 Artistic Gymnastics Senior Pan American Championships","JAM","26-28 May 2023","TeamQual","BB",NA,8.6,"Medellin, Colombia"
"153","AMEDE ABSOLAM","JULIANA MYA","w","2023 Artistic Gymnastics Senior Pan American Championships","JAM","26-28 May 2023","TeamQual","FX",NA,10.567,"Medellin, Colombia"
"154","AMEDE ABSOLAM","JULIANA MYA","w","2023 Artistic Gymnastics Senior Pan American Championships","JAM","26-28 May 2023","TeamQual","UB",NA,10.033,"Medellin, Colombia"
"155","AMEDE ABSOLAM","JULIANA MYA","w","2023 Artistic Gymnastics Senior Pan American Championships","JAM","26-28 May 2023","TeamQual","VT",NA,10.333,"Medellin, Colombia"
"156","AMGALAN","NAMUUNAA","w","2022 9th Senior Artistic Gymnastics Asian Championships","MGL","15-18 June 2022","qual","BB",38,8.933,"Doha, Qatar"
"157","AMGALAN","NAMUUNAA","w","2022 9th Senior Artistic Gymnastics Asian Championships","MGL","15-18 June 2022","qual","FX",38,9.467,"Doha, Qatar"
"158","AMORELLI","MEI","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","BB",22,11.5,"Liverpool, England"
"159","AMORELLI","MEI","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","FX",31,11,"Liverpool, England"
"160","AMORELLI","MEI","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","UB",35,9.9,"Liverpool, England"
"161","AMORELLI","MEI","w","2023 British Gymnastics Championships","GBR","23-26 Mar 2023","qual","VT",30,12.1,"Liverpool, England"
"162","AMRILLAEVA","LOBAR","w","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","BB",25,11.167,"Doha, Qatar"
"163","AMRILLAEVA","LOBAR","w","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","FX",22,11.267,"Doha, Qatar"
"164","AMRILLAEVA","LOBAR","w","2022 9th Senior Artistic Gymnastics Asian Championships","UZB","15-18 June 2022","qual","UB",30,9.633,"Doha, Qatar"
"165","AMRILLAEVA","LOBAR","w","2023 10th Senior Artistic Gymnastics Asian Championships","UZB","10-18 June 2023","qual","BB",37,10.466,"Singapore"
"166","AMRILLAEVA","LOBAR","w","2023 10th Senior Artistic Gymnastics Asian Championships","UZB","10-18 June 2023","qual","FX",12,12.733,"Singapore"
"167","AMRILLAEVA","LOBAR","w","2023 10th Senior Artistic Gymnastics Asian Championships","UZB","10-18 June 2023","qual","UB",32,10.466,"Singapore"
"168","AMRILLAEVA","LOBAR","w","2023 Baku World Cup","UZB","9-12 Mar 2023","qual","BB",17,12.1,"Baku, Azerbaijan"
"169","AMRILLAEVA","LOBAR","w","2023 Baku World Cup","UZB","9-12 Mar 2023","qual","FX",21,11.966,"Baku, Azerbaijan"
"170","AMRILLAEVA","LOBAR","w","2023 Baku World Cup","UZB","9-12 Mar 2023","qual","UB",28,9.9,"Baku, Azerbaijan"
"171","AMRILLAEVA","LOBAR","w","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","BB",26,10.233,"Varna, Bulgaria"
"172","AMRILLAEVA","LOBAR","w","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","FX",18,10.933,"Varna, Bulgaria"
"173","AMRILLAEVA","LOBAR","w","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","UB",16,10.433,"Varna, Bulgaria"
"174","AMRILLAEVA","LOBAR","w","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","VT",9,12.366,"Varna, Bulgaria"
"175","AMRILLAEVA","LOBAR","w","2023 Varna World Challenge Cup","UZB","25-28 May 2023","qual","VT",9,12.133,"Varna, Bulgaria"
