,Unnamed: 0,Country,Competition,Round,Location,Apparatus,Rank,Score,days_till_paris,names,rate_of_change,average_apparatus_rank
13,13,ESP,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,10.0,13.433,639,NESTOR ABAD,-0.00193686868686869,0.0
14,14,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,48.0,13.166,639,NESTOR ABAD,-0.00193686868686869,0.0
15,15,ESP,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,13.133,639,NESTOR ABAD,-0.00193686868686869,0.0
16,16,ESP,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,12.0,14.2,639,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
17,17,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,26.0,14.3,639,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
18,18,ESP,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,21.0,11.266,639,NESTOR ABAD,0.006565656565656565,0.0
19,19,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,12.766,639,NESTOR ABAD,0.006565656565656565,0.0
20,20,ESP,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,11.633,639,NESTOR ABAD,0.006565656565656565,0.0
21,21,ESP,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,12.0,13.233,639,NESTOR ABAD,-0.0001666666666666685,0.0
22,22,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,90.0,12.566,639,NESTOR ABAD,-0.0001666666666666685,0.0
23,23,ESP,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,13.8,639,NESTOR ABAD,-0.0001666666666666685,0.0
24,24,ESP,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,20.0,13.733,639,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
25,25,ESP,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,97.0,13.5,639,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
26,26,ESP,2022 Senior European Championships,qual,"Munich, Germany",FX,86.0,12.433,700,NESTOR ABAD,0.004376262626262627,47.666666666666664
27,27,ESP,2022 Senior European Championships,qual,"Munich, Germany",HB,10.0,13.8,700,NESTOR ABAD,-0.00193686868686869,0.0
28,28,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,10.0,13.4,700,NESTOR ABAD,-0.00193686868686869,0.0
29,29,ESP,2022 Senior European Championships,qual,"Munich, Germany",PB,9.0,14.4,700,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
30,30,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,10.0,14.066,700,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
31,31,ESP,2022 Senior European Championships,qual,"Munich, Germany",PH,105.0,10.5,700,NESTOR ABAD,0.006565656565656565,0.0
32,32,ESP,2022 Senior European Championships,qual,"Munich, Germany",SR,23.0,13.666,700,NESTOR ABAD,-0.0001666666666666685,0.0
33,33,ESP,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,6.0,13.633,700,NESTOR ABAD,-0.0001666666666666685,0.0
34,34,ESP,2022 Senior European Championships,qual,"Munich, Germany",VT,36.0,14.1,700,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
35,35,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,21.0,14.166,304,NESTOR ABAD,0.004376262626262627,47.666666666666664
36,36,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,66.0,13.033,304,NESTOR ABAD,-0.00193686868686869,0.0
37,37,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,59.0,13.8,304,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
38,38,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,58.0,13.1,304,NESTOR ABAD,0.006565656565656565,0.0
39,39,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,33.0,13.6,304,NESTOR ABAD,-0.0001666666666666685,0.0
40,40,ESP,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,126.0,13.2,304,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
41,41,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,24.0,12.633,457,NESTOR ABAD,0.004376262626262627,47.666666666666664
42,42,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",FX,94.0,12.5,457,NESTOR ABAD,0.004376262626262627,47.666666666666664
43,43,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,9.0,13.4,457,NESTOR ABAD,-0.00193686868686869,0.0
44,44,ESP,2023 Senior European Championships,final,"Antalya, Turkey",HB,4.0,13.666,457,NESTOR ABAD,-0.00193686868686869,0.0
45,45,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",HB,5.0,13.733,457,NESTOR ABAD,-0.00193686868686869,0.0
46,46,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,10.0,13.833,457,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
47,47,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",PB,23.0,13.9,457,NESTOR ABAD,-0.0015151515151515143,21.285714285714285
48,48,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,12.0,13.0,457,NESTOR ABAD,0.006565656565656565,0.0
49,49,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",PH,28.0,13.233,457,NESTOR ABAD,0.006565656565656565,0.0
50,50,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",SR,17.0,13.766,457,NESTOR ABAD,-0.0001666666666666685,0.0
51,51,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,4.0,13.666,457,NESTOR ABAD,-0.0001666666666666685,0.0
52,52,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,22.0,13.0,457,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
53,53,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",VT,69.0,13.7,457,NESTOR ABAD,-0.0022727272727272735,61.666666666666664
54,54,ESP,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,1.0,13.8,396,NESTOR ABAD,-0.00193686868686869,0.0
55,55,ESP,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",HB,1.0,13.65,396,NESTOR ABAD,-0.00193686868686869,0.0
56,56,ESP,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PH,11.0,12.0,396,NESTOR ABAD,0.006565656565656565,0.0
57,57,ESP,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",SR,2.0,14.05,396,NESTOR ABAD,-0.0001666666666666685,0.0
58,58,ESP,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",SR,2.0,14.0,396,NESTOR ABAD,-0.0001666666666666685,0.0
59,59,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,13.566,639,YUMIN ABBADINI,0.00016919191919191961,0.0
60,60,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,13.666,639,YUMIN ABBADINI,0.00016919191919191961,0.0
61,61,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,13.733,639,YUMIN ABBADINI,0.00016919191919191961,0.0
62,62,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,9.9,639,YUMIN ABBADINI,0.0005883838383838353,0.0
63,63,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,13.6,639,YUMIN ABBADINI,0.0005883838383838353,0.0
64,64,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,13.633,639,YUMIN ABBADINI,0.0005883838383838353,0.0
65,65,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,13.066,639,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
66,66,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,13.7,639,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
67,67,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,13.666,639,YUMIN ABBADINI,0.0005050505050505078,0.0
68,68,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,13.966,639,YUMIN ABBADINI,0.0005050505050505078,0.0
69,69,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,12.3,639,YUMIN ABBADINI,0.0005050505050505078,0.0
70,70,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,13.166,639,YUMIN ABBADINI,-0.0002525252525252516,0.0
71,71,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,13.0,639,YUMIN ABBADINI,-0.0002525252525252516,0.0
72,72,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,13.033,639,YUMIN ABBADINI,-0.0002525252525252516,0.0
73,73,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,13.866,639,YUMIN ABBADINI,0.0002985074626865661,47.0
74,74,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,84.0,13.6,639,YUMIN ABBADINI,0.0002985074626865661,47.0
75,75,ITA,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,13.833,700,YUMIN ABBADINI,0.00016919191919191961,0.0
76,76,ITA,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,13.8,700,YUMIN ABBADINI,0.0005883838383838353,0.0
77,77,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,13.766,700,YUMIN ABBADINI,0.0005883838383838353,0.0
78,78,ITA,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,12.033,700,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
79,79,ITA,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,12.533,700,YUMIN ABBADINI,0.0005050505050505078,0.0
80,80,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,13.833,700,YUMIN ABBADINI,0.0005050505050505078,0.0
81,81,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,13.366,700,YUMIN ABBADINI,-0.0002525252525252516,0.0
82,82,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,8.0,13.866,304,YUMIN ABBADINI,0.00016919191919191961,0.0
83,83,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,64.0,13.533,304,YUMIN ABBADINI,0.00016919191919191961,0.0
84,84,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,13.9,304,YUMIN ABBADINI,0.00016919191919191961,0.0
85,85,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,6.0,14.033,304,YUMIN ABBADINI,0.0005883838383838353,0.0
86,86,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,11.0,14.033,304,YUMIN ABBADINI,0.0005883838383838353,0.0
87,87,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",HB,,14.033,304,YUMIN ABBADINI,0.0005883838383838353,0.0
88,88,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,13.0,13.933,304,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
89,89,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,41.0,14.0,304,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
90,90,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PH,4.0,13.8,304,YUMIN ABBADINI,0.0005050505050505078,0.0
91,91,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,40.0,13.5,304,YUMIN ABBADINI,0.0005050505050505078,0.0
92,92,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,12.733,304,YUMIN ABBADINI,0.0005050505050505078,0.0
93,93,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",SR,10.0,13.3,304,YUMIN ABBADINI,-0.0002525252525252516,0.0
94,94,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,41.0,13.5,304,YUMIN ABBADINI,-0.0002525252525252516,0.0
95,95,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,13.266,304,YUMIN ABBADINI,-0.0002525252525252516,0.0
96,96,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,18.0,13.9,304,YUMIN ABBADINI,0.0002985074626865661,47.0
97,97,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,80.0,13.966,304,YUMIN ABBADINI,0.0002985074626865661,47.0
98,98,ITA,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,11.0,13.533,488,YUMIN ABBADINI,0.00016919191919191961,0.0
99,99,ITA,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,10.0,13.533,488,YUMIN ABBADINI,0.0005883838383838353,0.0
100,100,ITA,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,15.0,13.433,488,YUMIN ABBADINI,0.0005050505050505078,0.0
101,101,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,13.766,457,YUMIN ABBADINI,0.00016919191919191961,0.0
102,102,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11.0,13.966,457,YUMIN ABBADINI,0.00016919191919191961,0.0
103,103,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,13.466,457,YUMIN ABBADINI,0.0005883838383838353,0.0
104,104,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90.0,12.133,457,YUMIN ABBADINI,0.0005883838383838353,0.0
105,105,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,14.0,457,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
106,106,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40.0,13.5,457,YUMIN ABBADINI,0.004967171717171718,37.857142857142854
107,107,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,14.1,457,YUMIN ABBADINI,0.0005050505050505078,0.0
108,108,ITA,2023 Senior European Championships,final,"Antalya, Turkey",PH,6.0,14.166,457,YUMIN ABBADINI,0.0005050505050505078,0.0
109,109,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6.0,14.266,457,YUMIN ABBADINI,0.0005050505050505078,0.0
110,110,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26.0,13.5,457,YUMIN ABBADINI,-0.0002525252525252516,0.0
111,111,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,13.266,457,YUMIN ABBADINI,-0.0002525252525252516,0.0
112,112,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,18.0,13.566,457,YUMIN ABBADINI,0.0002985074626865661,47.0
113,113,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",VT,64.0,13.733,457,YUMIN ABBADINI,0.0002985074626865661,47.0
114,114,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,12.0,639,ABDELRAHMAN ABDELHALEEM,0,113.0
115,115,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,12.766,639,ABDELRAHMAN ABDELHALEEM,0.003579439252336449,36.333333333333336
116,116,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,12.4,639,ABDELRAHMAN ABDELHALEEM,0,122.0
117,117,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,12.766,639,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
118,118,EGY,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,15.0,12.0,853,ABDELRAHMAN ABDELHALEEM,0.003579439252336449,36.333333333333336
119,119,EGY,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,25.0,12.166,853,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
120,120,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",HB,26.0,12.6,669,ABDELRAHMAN ABDELHALEEM,0.003579439252336449,36.333333333333336
121,121,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",PH,27.0,12.7,669,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
122,122,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,21.0,13.066,488,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
123,123,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,9.0,14.1,457,ABDELRAHMAN ABDELHALEEM,0.004883838383838382,27.4
124,124,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,11.933,639,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
125,125,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,12.966,639,AHMED ABDELRAHMAN,-0.0004955223880596973,71.5
126,126,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,13.0,639,AHMED ABDELRAHMAN,-0.003683582089552239,78.66666666666667
127,127,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,13.166,639,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
128,128,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,50.0,13.966,639,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
129,129,EGY,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,9.0,13.266,853,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
130,130,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",PH,21.0,12.95,669,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
131,131,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",VT,,13.75,669,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
132,132,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,117.0,12.566,304,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
133,133,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,82.0,12.8,304,AHMED ABDELRAHMAN,-0.0004955223880596973,71.5
134,134,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,132.0,11.766,304,AHMED ABDELRAHMAN,-0.003683582089552239,78.66666666666667
135,135,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,94.0,12.266,304,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
136,136,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,59.0,14.133,304,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
137,137,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,33.0,12.066,488,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
138,138,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,12.0,13.466,488,AHMED ABDELRAHMAN,-0.003683582089552239,78.66666666666667
139,139,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,36.0,12.066,488,AHMED ABDELRAHMAN,-0.001873972602739724,47.0
140,140,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT,,13.366,488,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
141,141,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,38.0,11.133,457,AHMED ABDELRAHMAN,-0.001275045537340618,62.6
142,142,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,17.0,13.433,457,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
143,143,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,17.0,13.1,457,AHMED ABDELRAHMAN,0.0010493150684931483,0.0
144,165,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,44.0,11.866,396,ALLY HAMUDA ABDULLAH,0,44.0
145,166,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,14.0,13.366,396,ALLY HAMUDA ABDULLAH,0.028608333333333333,30.0
146,167,MAS,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,46.0,9.933,516,ALLY HAMUDA ABDULLAH,0.028608333333333333,30.0
147,170,UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,39.0,13.266,639,RASULJON ABDURAKHIMOV,0.0,19.2
148,171,UZB,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,28.0,14.233,639,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
149,172,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,26.0,12.667,761,RASULJON ABDURAKHIMOV,0,26.0
150,173,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",HB,27.0,12.433,761,RASULJON ABDURAKHIMOV,0.0,19.2
151,174,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,24.0,13.4,761,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
152,175,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PH,43.0,10.5,761,RASULJON ABDURAKHIMOV,-0.0008752735229759308,75.66666666666667
153,176,UZB,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",SR,26.0,12.567,761,RASULJON ABDURAKHIMOV,-0.00020059880239521008,21.0
154,177,UZB,2022 Baku World Cup,qual,"Baku, Azerbaijan",HB,13.0,13.266,853,RASULJON ABDURAKHIMOV,0.0,19.2
155,178,UZB,2022 Baku World Cup,qual,"Baku, Azerbaijan",PB,26.0,12.333,853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
156,179,UZB,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,17.0,11.833,853,RASULJON ABDURAKHIMOV,0.0,19.2
157,180,UZB,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,7.0,14.033,853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
158,181,UZB,2022 Cairo World Cup,final,"Cairo, Egypt",PB,5.0,14.1,853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
159,182,UZB,2022 Doha World Cup,qual,"Doha, Qatar",PB,17.0,11.833,853,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
160,183,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,HB,5.0,13.2,396,RASULJON ABDURAKHIMOV,0.0,19.2
161,184,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,HB,7.0,13.666,396,RASULJON ABDURAKHIMOV,0.0,19.2
162,185,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,33.0,12.7,396,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
163,186,UZB,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PH,47.0,11.133,396,RASULJON ABDURAKHIMOV,-0.0008752735229759308,75.66666666666667
164,187,UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,44.0,13.266,304,RASULJON ABDURAKHIMOV,0.0,19.2
165,188,UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,96.0,13.0,304,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
166,189,UZB,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,137.0,10.1,304,RASULJON ABDURAKHIMOV,-0.0008752735229759308,75.66666666666667
167,190,UZB,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,27.0,12.533,488,RASULJON ABDURAKHIMOV,0.0,19.2
168,191,UZB,2023 Baku World Cup,final,"Baku, Azerbaijan",PB,7.0,14.266,488,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
169,192,UZB,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,8.0,14.266,488,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
170,193,UZB,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",HB,8.0,12.3,427,RASULJON ABDURAKHIMOV,0.0,19.2
171,194,UZB,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,5.0,13.35,427,RASULJON ABDURAKHIMOV,0.0,19.2
172,195,UZB,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",PB,1.0,14.233,427,RASULJON ABDURAKHIMOV,0.0012149362477231326,21.083333333333332
