,Unnamed: 0.1,Unnamed: 0,Country,Competition,Round,Location,Apparatus,Rank,Score,days_till_paris,names,rate_of_change,average_apparatus_rank
15,15,159,EGY,2023 Cairo World Cup,final,"Cairo, Egypt",BB,8.0,0.7239490445859873,0.5187287173666288,JANA ABDELSALAM,-0.001553733544019335,0.2628424657534247
16,16,160,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",BB,9.0,0.7749044585987261,0.5187287173666288,JANA ABDELSALAM,-0.001553733544019335,0.2628424657534247
17,17,161,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",UB,29.0,0.6857324840764332,0.5187287173666288,JANA ABDELSALAM,-0.04090980421403527,0.27495107632093935
18,18,162,EGY,2023 Doha World Cup,final,"Doha, Qatar",BB,4.0,0.8280254777070064,0.5539160045402951,JANA ABDELSALAM,-0.001553733544019335,0.2628424657534247
19,19,163,EGY,2023 Doha World Cup,qual,"Doha, Qatar",BB,6.0,0.8237579617834395,0.5539160045402951,JANA ABDELSALAM,-0.001553733544019335,0.2628424657534247
20,20,164,EGY,2023 Doha World Cup,qual,"Doha, Qatar",UB,21.0,0.5944585987261147,0.5539160045402951,JANA ABDELSALAM,-0.04090980421403527,0.27495107632093935
21,21,168,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,41.0,0.6496815286624203,0.9682179341657208,AYESHA ABDULLAHI,0.0,0.2808219178082192
22,22,169,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,45.0,0.6496815286624203,0.9682179341657208,AYESHA ABDULLAHI,0.0,0.3082191780821918
23,23,220,SRI,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,36.0,0.5796178343949044,0.8297389330306469,KUMUDI IMANYA ABEYRATNE,0.0,0.2465753424657534
24,24,221,SRI,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,39.0,0.4681528662420382,0.8297389330306469,KUMUDI IMANYA ABEYRATNE,0.0,0.2671232876712329
25,25,222,SRI,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,39.0,0.35031847133757965,0.8297389330306469,KUMUDI IMANYA ABEYRATNE,0.0,0.2671232876712329
26,26,226,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,116.0,0.6687898089171975,0.7253121452894438,JANA ABOELHASAN,0.0,0.5171232876712328
27,27,227,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,74.0,0.7812738853503185,0.7253121452894438,JANA ABOELHASAN,0.45948251350582836,0.3458904109589041
28,28,228,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,113.0,0.694267515923567,0.7253121452894438,JANA ABOELHASAN,0.0,0.773972602739726
29,29,229,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,138.0,0.7388535031847134,0.7253121452894438,JANA ABOELHASAN,0.0,0.9452054794520548
30,30,230,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",BB,35.0,0.6687898089171975,0.7593643586833144,JANA ABOELHASAN,0.0,0.5171232876712328
31,31,231,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",FX,27.0,0.6783439490445861,0.7593643586833144,JANA ABOELHASAN,0.45948251350582836,0.3458904109589041
32,32,232,DOM,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,0.643312101910828,0.48467650397275824,YAMILET ABREU,0.0,0.0
33,33,233,DOM,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,0.7877070063694268,0.48467650397275824,YAMILET ABREU,0.0,0.0
34,34,234,DOM,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,0.7473248407643313,0.48467650397275824,YAMILET ABREU,0.0,0.0
35,35,235,DOM,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,0.8004458598726115,0.48467650397275824,YAMILET ABREU,0.0,0.0
36,36,245,GBR,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,15.0,0.825859872611465,0.7253121452894438,ONDINE ACHAMPONG,0.017603801053741833,0.0
37,37,246,GBR,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",BB,,0.8726114649681529,0.7253121452894438,ONDINE ACHAMPONG,0.017603801053741833,0.0
38,38,247,GBR,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,16.0,0.8492356687898089,0.7253121452894438,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
39,39,248,GBR,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,51.0,0.8173885350318472,0.7253121452894438,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
40,40,249,GBR,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",VT,,0.915031847133758,0.7253121452894438,ONDINE ACHAMPONG,0.0007768667720098123,0.0
41,41,250,GBR,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,3.0,0.9214012738853503,0.7253121452894438,ONDINE ACHAMPONG,0.0007768667720098123,0.0
42,42,251,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",BB,4.0,0.8152866242038217,0.9682179341657208,ONDINE ACHAMPONG,0.017603801053741833,0.0
43,43,252,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,1.0,0.8694267515923567,0.9682179341657208,ONDINE ACHAMPONG,0.017603801053741833,0.0
44,44,253,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,12.0,0.7961783439490446,0.9682179341657208,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
45,45,254,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",UB,5.0,0.821656050955414,0.9682179341657208,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
46,46,255,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,7.0,0.8343949044585988,0.9682179341657208,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
47,47,256,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,1.0,0.9076433121019108,0.9682179341657208,ONDINE ACHAMPONG,0.0007768667720098123,0.0
48,48,257,GBR,2022 Senior European Championships,final,"Munich, Germany",BB,2.0,0.8535031847133758,0.7945516458569807,ONDINE ACHAMPONG,0.017603801053741833,0.0
49,49,258,GBR,2022 Senior European Championships,qual,"Munich, Germany",BB,7.0,0.844968152866242,0.7945516458569807,ONDINE ACHAMPONG,0.017603801053741833,0.0
50,50,259,GBR,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,4.0,0.8726114649681529,0.7945516458569807,ONDINE ACHAMPONG,0.017603801053741833,0.0
51,51,260,GBR,2022 Senior European Championships,qual,"Munich, Germany",FX,25.0,0.8067515923566879,0.7945516458569807,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
52,52,261,GBR,2022 Senior European Championships,qual,"Munich, Germany",UB,43.0,0.779171974522293,0.7945516458569807,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
53,53,262,GBR,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,24.0,0.7919108280254777,0.7945516458569807,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
54,54,263,GBR,2022 Senior European Championships,qual,"Munich, Germany",VT,4.0,0.8874522292993631,0.7945516458569807,ONDINE ACHAMPONG,0.0007768667720098123,0.0
55,55,264,GBR,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,7.0,0.8853503184713376,0.7945516458569807,ONDINE ACHAMPONG,0.0007768667720098123,0.0
56,56,265,GBR,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,5.0,0.8662420382165605,0.34506242905788875,ONDINE ACHAMPONG,0.017603801053741833,0.0
57,57,266,GBR,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,16.0,0.8556050955414013,0.34506242905788875,ONDINE ACHAMPONG,0.017603801053741833,0.0
58,58,267,GBR,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,,0.8874522292993631,0.34506242905788875,ONDINE ACHAMPONG,0.017603801053741833,0.0
59,59,268,GBR,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,17.0,0.8089171974522293,0.34506242905788875,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
60,60,269,GBR,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,33.0,0.8194904458598726,0.34506242905788875,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
61,61,270,GBR,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",UB,20.0,0.7982802547770701,0.34506242905788875,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
62,62,271,GBR,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,56.0,0.8110191082802548,0.34506242905788875,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
63,63,272,GBR,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,4.0,0.9001910828025478,0.34506242905788875,ONDINE ACHAMPONG,0.0007768667720098123,0.0
64,64,273,GBR,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,0.9022929936305734,0.34506242905788875,ONDINE ACHAMPONG,0.0007768667720098123,0.0
65,65,274,GBR,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,9.0,0.9108280254777071,0.34506242905788875,ONDINE ACHAMPONG,0.0007768667720098123,0.0
66,66,275,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",BB,1.0,0.8789808917197454,0.5539160045402951,ONDINE ACHAMPONG,0.017603801053741833,0.0
67,67,276,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,2.0,0.8789808917197454,0.5539160045402951,ONDINE ACHAMPONG,0.017603801053741833,0.0
68,68,277,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",FX,8.0,0.7611464968152866,0.5539160045402951,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
69,69,278,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,4.0,0.8407643312101911,0.5539160045402951,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
70,70,279,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",UB,5.0,0.8980891719745223,0.5539160045402951,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
71,71,280,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,2.0,0.8726114649681529,0.5539160045402951,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
72,72,281,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,16.0,0.9108280254777071,0.5539160045402951,ONDINE ACHAMPONG,0.0007768667720098123,0.0
73,73,282,GBR,2023 Senior European Championships,final,"Antalya, Turkey",BB,4.0,0.8619745222929937,0.5187287173666288,ONDINE ACHAMPONG,0.017603801053741833,0.0
74,74,283,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",BB,4.0,0.8513375796178344,0.5187287173666288,ONDINE ACHAMPONG,0.017603801053741833,0.0
75,75,284,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,8.0,0.8385987261146497,0.5187287173666288,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
76,76,285,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,6.0,0.8895541401273885,0.5187287173666288,ONDINE ACHAMPONG,0.0007768667720098123,0.0
77,77,286,ENG,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,4.0,0.7961783439490446,0.8297389330306469,ONDINE ACHAMPONG,0.017603801053741833,0.0
78,78,287,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,4.0,0.8471337579617835,0.8297389330306469,ONDINE ACHAMPONG,0.017603801053741833,0.0
79,79,288,ENG,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,1.0,0.8503184713375797,0.8297389330306469,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
80,80,289,ENG,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",FX,2.0,0.8301273885350319,0.8297389330306469,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
81,81,290,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,11.0,0.7993630573248408,0.8297389330306469,ONDINE ACHAMPONG,0.005686664771111176,0.08530510585305108
82,82,291,ENG,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,3.0,0.8439490445859873,0.8297389330306469,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
83,83,292,ENG,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",UB,4.0,0.8556050955414013,0.8297389330306469,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
84,84,293,ENG,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,2.0,0.8757961783439491,0.8297389330306469,ONDINE ACHAMPONG,-0.002594735018512085,0.1267123287671233
85,85,294,ENG,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,1.0,0.8853503184713376,0.8297389330306469,ONDINE ACHAMPONG,0.0007768667720098123,0.0
86,86,296,CHI,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,13.0,0.760063694267516,0.8637911464245176,BARBARA ACHONDO ANDINO,0.012260776200548482,0.0
87,87,297,CHI,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,0.6963694267515924,0.48467650397275824,BARBARA ACHONDO ANDINO,0.0055751615403053754,0.0
88,88,298,CHI,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,0.7834394904458599,0.48467650397275824,BARBARA ACHONDO ANDINO,0.012260776200548482,0.0
89,89,299,CHI,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,0.6836305732484077,0.48467650397275824,BARBARA ACHONDO ANDINO,0.03902613078213934,0.0
90,90,300,CHI,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,17.0,0.7070063694267515,0.31101021566401815,BARBARA ACHONDO ANDINO,0.0055751615403053754,0.0
91,91,301,CHI,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,31.0,0.7027388535031847,0.31101021566401815,BARBARA ACHONDO ANDINO,0.0055751615403053754,0.0
92,92,302,CHI,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,10.0,0.7855414012738854,0.31101021566401815,BARBARA ACHONDO ANDINO,0.012260776200548482,0.0
93,93,303,CHI,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",FX,8.0,0.7770700636942675,0.31101021566401815,BARBARA ACHONDO ANDINO,0.012260776200548482,0.0
94,94,304,CHI,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,10.0,0.8046496815286625,0.31101021566401815,BARBARA ACHONDO ANDINO,0.012260776200548482,0.0
95,95,305,CHI,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",UB,24.0,0.5264968152866242,0.31101021566401815,BARBARA ACHONDO ANDINO,0.03902613078213934,0.0
96,96,306,CHI,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,26.0,0.7282165605095542,0.31101021566401815,BARBARA ACHONDO ANDINO,0.03902613078213934,0.0
97,97,307,CHI,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,24.0,0.7261146496815287,0.31101021566401815,BARBARA ACHONDO ANDINO,0.0,0.2363013698630137
98,98,308,CHI,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,45.0,0.7239490445859873,0.31101021566401815,BARBARA ACHONDO ANDINO,0.0,0.2363013698630137
99,99,322,ISL,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,69.0,0.7388535031847134,0.7253121452894438,THELMA ADALSTEINSDOTTIR,-0.002154039686026728,0.3938356164383562
100,100,323,ISL,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,127.0,0.7282165605095542,0.7253121452894438,THELMA ADALSTEINSDOTTIR,0.02944572250799148,0.613013698630137
101,101,324,ISL,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,108.0,0.7027388535031847,0.7253121452894438,THELMA ADALSTEINSDOTTIR,0.009326991840497302,0.5102739726027398
102,102,325,ISL,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,126.0,0.7685350318471338,0.7253121452894438,THELMA ADALSTEINSDOTTIR,-0.0007108330963889567,0.7054794520547946
103,103,326,ISL,2022 Senior European Championships,qual,"Munich, Germany",BB,35.0,0.779171974522293,0.7945516458569807,THELMA ADALSTEINSDOTTIR,-0.002154039686026728,0.3938356164383562
104,104,327,ISL,2022 Senior European Championships,qual,"Munich, Germany",FX,91.0,0.709108280254777,0.7945516458569807,THELMA ADALSTEINSDOTTIR,0.02944572250799148,0.613013698630137
105,105,328,ISL,2022 Senior European Championships,qual,"Munich, Germany",UB,57.0,0.7473248407643313,0.7945516458569807,THELMA ADALSTEINSDOTTIR,0.009326991840497302,0.5102739726027398
106,106,329,ISL,2022 Senior European Championships,qual,"Munich, Germany",VT,69.0,0.7855414012738854,0.7945516458569807,THELMA ADALSTEINSDOTTIR,-0.0007108330963889567,0.7054794520547946
107,107,330,ISL,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,69.0,0.7728025477707006,0.34506242905788875,THELMA ADALSTEINSDOTTIR,-0.002154039686026728,0.3938356164383562
108,108,331,ISL,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,62.0,0.7961783439490446,0.34506242905788875,THELMA ADALSTEINSDOTTIR,0.02944572250799148,0.613013698630137
109,109,332,ISL,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,79.0,0.7749044585987261,0.34506242905788875,THELMA ADALSTEINSDOTTIR,0.009326991840497302,0.5102739726027398
110,110,333,ISL,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,135.0,0.7834394904458599,0.34506242905788875,THELMA ADALSTEINSDOTTIR,-0.0007108330963889567,0.7054794520547946
111,111,334,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,57.0,0.7112101910828026,0.5187287173666288,THELMA ADALSTEINSDOTTIR,-0.002154039686026728,0.3938356164383562
112,112,335,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,78.0,0.736687898089172,0.5187287173666288,THELMA ADALSTEINSDOTTIR,0.02944572250799148,0.613013698630137
113,113,336,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,54.0,0.779171974522293,0.5187287173666288,THELMA ADALSTEINSDOTTIR,0.009326991840497302,0.5102739726027398
114,114,337,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,82.0,0.7834394904458599,0.5187287173666288,THELMA ADALSTEINSDOTTIR,-0.0007108330963889567,0.7054794520547946
115,115,338,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,54.0,0.6178343949044586,0.9682179341657208,JESS ADAMSON,0.0,0.3698630136986301
116,116,339,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,52.0,0.6656050955414012,0.9682179341657208,JESS ADAMSON,0.0,0.3561643835616438
117,117,340,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,24.0,0.7197452229299364,0.9682179341657208,JESS ADAMSON,0.0,0.1643835616438356
118,118,341,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,44.0,0.7643312101910829,0.9682179341657208,JESS ADAMSON,0.0,0.3013698630136986
119,119,486,DOM,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,0.7664331210191083,0.48467650397275824,NASHELY ESMERALDA ALBA RODRIGUEZ,0.0,0.0
120,120,487,JOR,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,23.0,0.7515923566878981,0.5187287173666288,RUBA ALDAOUD,0.0,0.15753424657534246
121,121,488,JOR,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,23.0,0.647515923566879,0.5187287173666288,RUBA ALDAOUD,0.0,0.15753424657534246
122,122,576,PUR,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,48.0,0.5477707006369427,0.31101021566401815,KATYNA ALICEA,0.0,0.3287671232876712
123,123,577,PUR,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,0.7197452229299364,0.48467650397275824,KATYNA KAMILA ALICEA CARDONA,0.0,0.0
124,124,578,PUR,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,0.7154777070063695,0.48467650397275824,KATYNA KAMILA ALICEA CARDONA,0.0,0.0
125,125,579,PUR,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",UB,,0.6624203821656052,0.48467650397275824,KATYNA KAMILA ALICEA CARDONA,0.0,0.0
126,126,580,PUR,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,0.7176433121019108,0.48467650397275824,KATYNA KAMILA ALICEA CARDONA,0.0,0.0
127,127,585,USA,2022 U.S. Championships,qual,"Tampa, FL",BB,,0.8662420382165605,0.7945516458569807,CIENA ALIPIO,0.08011599539411518,0.0
128,128,586,USA,2022 U.S. Championships,final,"Tampa, FL",BB,,0.8885350318471338,0.7945516458569807,CIENA ALIPIO,0.08011599539411518,0.0
129,129,587,USA,2022 U.S. Championships,qual,"Tampa, FL",FX,,0.7611464968152866,0.7945516458569807,CIENA ALIPIO,-0.0235635280570927,0.0
130,130,588,USA,2022 U.S. Championships,final,"Tampa, FL",FX,,0.7229299363057325,0.7945516458569807,CIENA ALIPIO,-0.0235635280570927,0.0
131,131,589,USA,2022 U.S. Championships,qual,"Tampa, FL",UB,,0.7866242038216561,0.7945516458569807,CIENA ALIPIO,-0.021207175251383003,0.0
132,132,590,USA,2022 U.S. Championships,final,"Tampa, FL",UB,,0.7929936305732485,0.7945516458569807,CIENA ALIPIO,-0.021207175251383003,0.0
133,133,591,USA,2022 U.S. Championships,qual,"Tampa, FL",VT,,0.7611464968152866,0.7945516458569807,CIENA ALIPIO,0.0,0.0
134,134,592,USA,2022 U.S. Championships,final,"Tampa, FL",VT,,0.8407643312101911,0.7945516458569807,CIENA ALIPIO,0.0,0.0
135,135,593,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,12.0,0.7261146496815287,0.8297389330306469,CIENA ALIPIO,0.08011599539411518,0.0
136,136,594,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,6.0,0.7770700636942675,0.8297389330306469,CIENA ALIPIO,-0.0235635280570927,0.0
137,137,595,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",UB,11.0,0.7929936305732485,0.8297389330306469,CIENA ALIPIO,-0.021207175251383003,0.0
138,138,596,USA,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,,0.8471337579617835,0.8297389330306469,CIENA ALIPIO,0.0,0.0
139,139,597,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,17.0,0.7802547770700637,1.0,CIENA ALIPIO,0.08011599539411518,0.0
140,140,598,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,19.0,0.7547770700636943,1.0,CIENA ALIPIO,-0.0235635280570927,0.0
141,141,599,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,11.0,0.821656050955414,1.0,CIENA ALIPIO,-0.021207175251383003,0.0
142,142,600,USA,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,,0.8407643312101911,1.0,CIENA ALIPIO,0.0,0.0
143,143,640,PUR,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,22.0,0.736687898089172,0.31101021566401815,ALEJANDRA ALVAREZ DIAZ,0.0,0.1506849315068493
144,144,641,PUR,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,44.0,0.6624203821656052,0.31101021566401815,ALEJANDRA ALVAREZ DIAZ,0.0,0.3013698630136986
145,145,642,PUR,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,37.0,0.6963694267515924,0.31101021566401815,ALEJANDRA ALVAREZ DIAZ,0.0,0.2534246575342466
