,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,Score
53,ABAD,NESTOR,m,ESP,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,69.0,13.7
54,ABAD,NESTOR,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,1.0,13.8
55,ABAD,NESTOR,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",HB,1.0,13.65
56,ABAD,NESTOR,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PH,11.0,12.0
57,ABAD,NESTOR,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",SR,2.0,14.05
58,ABAD,NESTOR,m,ESP,1-4 Jun 2023,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",SR,2.0,14.0
59,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,13.566
60,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,13.666
61,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,13.733
62,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,9.9
63,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,13.6
64,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,13.633
65,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,13.066
66,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,13.7
67,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,13.666
68,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,13.966
69,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,12.3
70,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,13.166
71,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,13.0
72,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,13.033
73,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,13.866
74,ABBADINI,YUMIN,m,ITA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,84.0,13.6
75,ABBADINI,YUMIN,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,13.833
76,ABBADINI,YUMIN,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,13.8
77,ABBADINI,YUMIN,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,13.766
78,ABBADINI,YUMIN,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,12.033
79,ABBADINI,YUMIN,m,ITA,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,12.533
80,ABBADINI,YUMIN,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,13.833
81,ABBADINI,YUMIN,m,ITA,18-21 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,13.366
82,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,8.0,13.866
83,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,64.0,13.533
84,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,13.9
85,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,6.0,14.033
86,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,11.0,14.033
87,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",HB,,14.033
88,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,13.0,13.933
89,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,41.0,14.0
90,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PH,4.0,13.8
91,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,40.0,13.5
92,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,12.733
93,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",SR,10.0,13.3
94,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,41.0,13.5
95,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,13.266
96,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,18.0,13.9
97,ABBADINI,YUMIN,m,ITA,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,80.0,13.966
98,ABBADINI,YUMIN,m,ITA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,11.0,13.533
99,ABBADINI,YUMIN,m,ITA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,10.0,13.533
100,ABBADINI,YUMIN,m,ITA,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,15.0,13.433
101,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,13.766
102,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11.0,13.966
103,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,13.466
104,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90.0,12.133
105,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,14.0
106,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40.0,13.5
107,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,14.1
108,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",PH,6.0,14.166
109,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6.0,14.266
110,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26.0,13.5
111,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,13.266
112,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,18.0,13.566
113,ABBADINI,YUMIN,m,ITA,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,64.0,13.733
114,ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,12.0
115,ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,12.766
116,ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,12.4
117,ABDELHALEEM,ABDELRAHMAN,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,12.766
118,ABDELHALEEM,ABDELRAHMAN,m,EGY,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,15.0,12.0
119,ABDELHALEEM,ABDELRAHMAN,m,EGY,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,25.0,12.166
120,ABDELHALEEM,ABDELRAHMAN,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",HB,26.0,12.6
121,ABDELHALEEM,ABDELRAHMAN,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,27.0,12.7
122,ABDELHALEEM,ABDELRAHMAN,m,EGY,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,21.0,13.066
123,ABDELHALEEM,ABDELRAHMAN,m,EGY,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,9.0,14.1
124,ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,11.933
125,ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,12.966
126,ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,13.0
127,ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,13.166
128,ABDELRAHMAN,AHMED,m,EGY,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,50.0,13.966
129,ABDELRAHMAN,AHMED,m,EGY,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,9.0,13.266
130,ABDELRAHMAN,AHMED,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",PH,21.0,12.95
131,ABDELRAHMAN,AHMED,m,EGY,24-25 Sept 2022,2022 Paris World Challenge Cup,qual,"Paris, France",VT,,13.75
132,ABDELRAHMAN,AHMED,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,117.0,12.566
133,ABDELRAHMAN,AHMED,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,82.0,12.8
134,ABDELRAHMAN,AHMED,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,132.0,11.766
135,ABDELRAHMAN,AHMED,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,94.0,12.266
136,ABDELRAHMAN,AHMED,m,EGY,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,59.0,14.133
137,ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,33.0,12.066
138,ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,12.0,13.466
139,ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,36.0,12.066
140,ABDELRAHMAN,AHMED,m,EGY,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT,,13.366
141,ABDELRAHMAN,AHMED,m,EGY,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,38.0,11.133
142,ABDELRAHMAN,AHMED,m,EGY,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,17.0,13.433
143,ABDELRAHMAN,AHMED,m,EGY,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,17.0,13.1
165,ABDULLAH,ALLY HAMUDA,m,MAS,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,44.0,11.866
166,ABDULLAH,ALLY HAMUDA,m,MAS,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,14.0,13.366
167,ABDULLAH,ALLY HAMUDA,m,MAS,23-26 Feb 2023,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,46.0,9.933
170,ABDURAKHIMOV,RASULJON,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,39.0,13.266
171,ABDURAKHIMOV,RASULJON,m,UZB,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,28.0,14.233
172,ABDURAKHIMOV,RASULJON,m,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,26.0,12.667
173,ABDURAKHIMOV,RASULJON,m,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",HB,27.0,12.433
174,ABDURAKHIMOV,RASULJON,m,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PB,24.0,13.4
175,ABDURAKHIMOV,RASULJON,m,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",PH,43.0,10.5
176,ABDURAKHIMOV,RASULJON,m,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",SR,26.0,12.567
177,ABDURAKHIMOV,RASULJON,m,UZB,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",HB,13.0,13.266
178,ABDURAKHIMOV,RASULJON,m,UZB,31 Mar 2022 - 3 Apr 2022,2022 Baku World Cup,qual,"Baku, Azerbaijan",PB,26.0,12.333
179,ABDURAKHIMOV,RASULJON,m,UZB,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,17.0,11.833
180,ABDURAKHIMOV,RASULJON,m,UZB,17-20 Mar 2022,2022 Cairo World Cup,qual,"Cairo, Egypt",PB,7.0,14.033
181,ABDURAKHIMOV,RASULJON,m,UZB,17-20 Mar 2022,2022 Cairo World Cup,final,"Cairo, Egypt",PB,5.0,14.1
182,ABDURAKHIMOV,RASULJON,m,UZB,2-5 Mar 2022,2022 Doha World Cup,qual,"Doha, Qatar",PB,17.0,11.833
183,ABDURAKHIMOV,RASULJON,m,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,HB,5.0,13.2
184,ABDURAKHIMOV,RASULJON,m,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,HB,7.0,13.666
185,ABDURAKHIMOV,RASULJON,m,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,33.0,12.7
186,ABDURAKHIMOV,RASULJON,m,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PH,47.0,11.133
187,ABDURAKHIMOV,RASULJON,m,UZB,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,44.0,13.266
188,ABDURAKHIMOV,RASULJON,m,UZB,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,96.0,13.0
189,ABDURAKHIMOV,RASULJON,m,UZB,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,137.0,10.1
190,ABDURAKHIMOV,RASULJON,m,UZB,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,27.0,12.533
191,ABDURAKHIMOV,RASULJON,m,UZB,9-12 Mar 2023,2023 Baku World Cup,final,"Baku, Azerbaijan",PB,7.0,14.266
192,ABDURAKHIMOV,RASULJON,m,UZB,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,8.0,14.266
193,ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",HB,8.0,12.3
194,ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,5.0,13.35
195,ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",PB,1.0,14.233
196,ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,1.0,14.5
197,ABDURAKHIMOV,RASULJON,m,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",SR,16.0,12.5
