,Unnamed: 0.1,Unnamed: 0,Country,Competition,Round,Location,Apparatus,Rank,Score,days_till_paris,names,rate_of_change,average_apparatus_rank
52,52,52,ESP,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,22.0,0.8041568724483483,0.5187287173666288,NESTOR ABAD,-0.010548046351129058,0.43735224586288407
53,53,53,ESP,2023 Senior European Championships,qual,"Antalya, Turkey",VT,69.0,0.847457627118644,0.5187287173666288,NESTOR ABAD,-0.010548046351129058,0.43735224586288407
54,54,54,ESP,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,1.0,0.8536434492144006,0.44948921679909193,NESTOR ABAD,-0.008989279501462093,0.0
55,55,55,ESP,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",HB,1.0,0.8443647160707658,0.44948921679909193,NESTOR ABAD,-0.008989279501462093,0.0
56,56,56,ESP,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PH,11.0,0.7422986514907831,0.44948921679909193,NESTOR ABAD,0.030472133903262394,0.0
57,57,57,ESP,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",SR,2.0,0.8691080044537919,0.44948921679909193,NESTOR ABAD,-0.0007735233990825129,0.0
58,58,58,ESP,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",SR,2.0,0.8660150934059136,0.44948921679909193,NESTOR ABAD,-0.0007735233990825129,0.0
59,59,59,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,0.8391686255103303,0.7253121452894438,YUMIN ABBADINI,0.0007852434505839881,0.0
60,60,60,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,0.8453544476060868,0.7253121452894438,YUMIN ABBADINI,0.0007852434505839881,0.0
61,61,61,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,0.8494989484102438,0.7253121452894438,YUMIN ABBADINI,0.0007852434505839881,0.0
62,62,62,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,0.6123963874798961,0.7253121452894438,YUMIN ABBADINI,0.00273077199979221,0.0
63,63,63,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,0.8412718050228875,0.7253121452894438,YUMIN ABBADINI,0.00273077199979221,0.0
64,64,64,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,0.8433131263144871,0.7253121452894438,YUMIN ABBADINI,0.00273077199979221,0.0
65,65,65,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,0.8082395150315477,0.7253121452894438,YUMIN ABBADINI,0.023053341302968277,0.26849037487335353
66,66,66,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,0.847457627118644,0.7253121452894438,YUMIN ABBADINI,0.023053341302968277,0.26849037487335353
67,67,67,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,0.8453544476060868,0.7253121452894438,YUMIN ABBADINI,0.002344010300250953,0.0
68,68,68,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,0.8639119138933563,0.7253121452894438,YUMIN ABBADINI,0.002344010300250953,0.0
69,69,69,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,0.7608561177780527,0.7253121452894438,YUMIN ABBADINI,0.002344010300250953,0.0
70,70,70,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,0.8144253371273042,0.7253121452894438,YUMIN ABBADINI,-0.0011720051501252445,0.0
71,71,71,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,0.8041568724483483,0.7253121452894438,YUMIN ABBADINI,-0.0011720051501252445,0.0
72,72,72,ITA,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,0.8061981937399479,0.7253121452894438,YUMIN ABBADINI,-0.0011720051501252445,0.0
73,73,73,ITA,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,0.8577260917975998,0.7253121452894438,YUMIN ABBADINI,0.0013854150431331013,0.3333333333333333
74,74,74,ITA,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,84.0,0.8412718050228875,0.7253121452894438,YUMIN ABBADINI,0.0013854150431331013,0.3333333333333333
75,75,75,ITA,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,0.8556847705060002,0.7945516458569807,YUMIN ABBADINI,0.0007852434505839881,0.0
76,76,76,ITA,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,0.8536434492144006,0.7945516458569807,YUMIN ABBADINI,0.00273077199979221,0.0
77,77,77,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,0.8515402697018434,0.7945516458569807,YUMIN ABBADINI,0.00273077199979221,0.0
78,78,78,ITA,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,0.7443399727823827,0.7945516458569807,YUMIN ABBADINI,0.023053341302968277,0.26849037487335353
79,79,79,ITA,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,0.7752690832611654,0.7945516458569807,YUMIN ABBADINI,0.002344010300250953,0.0
80,80,80,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,0.8556847705060002,0.7945516458569807,YUMIN ABBADINI,0.002344010300250953,0.0
81,81,81,ITA,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,0.8267969813188172,0.7945516458569807,YUMIN ABBADINI,-0.0011720051501252445,0.0
82,82,82,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,8.0,0.8577260917975998,0.34506242905788875,YUMIN ABBADINI,0.0007852434505839881,0.0
83,83,83,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,64.0,0.8371273042187306,0.34506242905788875,YUMIN ABBADINI,0.0007852434505839881,0.0
84,84,84,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,0.8598292713101571,0.34506242905788875,YUMIN ABBADINI,0.0007852434505839881,0.0
85,85,85,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,6.0,0.8680564146975133,0.34506242905788875,YUMIN ABBADINI,0.00273077199979221,0.0
86,86,86,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,11.0,0.8680564146975133,0.34506242905788875,YUMIN ABBADINI,0.00273077199979221,0.0
87,87,87,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",HB,,0.8680564146975133,0.34506242905788875,YUMIN ABBADINI,0.00273077199979221,0.0
88,88,88,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,13.0,0.8618705926017567,0.34506242905788875,YUMIN ABBADINI,0.023053341302968277,0.26849037487335353
89,89,89,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,41.0,0.8660150934059136,0.34506242905788875,YUMIN ABBADINI,0.023053341302968277,0.26849037487335353
90,90,90,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PH,4.0,0.8536434492144006,0.34506242905788875,YUMIN ABBADINI,0.002344010300250953,0.0
91,91,91,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,40.0,0.835085982927131,0.34506242905788875,YUMIN ABBADINI,0.002344010300250953,0.0
92,92,92,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,0.7876407274526784,0.34506242905788875,YUMIN ABBADINI,0.002344010300250953,0.0
93,93,93,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",SR,10.0,0.822714338735618,0.34506242905788875,YUMIN ABBADINI,-0.0011720051501252445,0.0
94,94,94,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,41.0,0.835085982927131,0.34506242905788875,YUMIN ABBADINI,-0.0011720051501252445,0.0
95,95,95,ITA,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,0.8206111592230607,0.34506242905788875,YUMIN ABBADINI,-0.0011720051501252445,0.0
96,96,96,ITA,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,18.0,0.8598292713101571,0.34506242905788875,YUMIN ABBADINI,0.0013854150431331013,0.3333333333333333
97,97,97,ITA,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,80.0,0.8639119138933563,0.34506242905788875,YUMIN ABBADINI,0.0013854150431331013,0.3333333333333333
98,98,98,ITA,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,11.0,0.8371273042187306,0.5539160045402951,YUMIN ABBADINI,0.0007852434505839881,0.0
99,99,99,ITA,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,10.0,0.8371273042187306,0.5539160045402951,YUMIN ABBADINI,0.00273077199979221,0.0
100,100,100,ITA,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,15.0,0.8309414821229741,0.5539160045402951,YUMIN ABBADINI,0.002344010300250953,0.0
101,101,101,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,0.8515402697018434,0.5187287173666288,YUMIN ABBADINI,0.0007852434505839881,0.0
102,102,102,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11.0,0.8639119138933563,0.5187287173666288,YUMIN ABBADINI,0.0007852434505839881,0.0
103,103,103,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,0.8329828034145738,0.5187287173666288,YUMIN ABBADINI,0.00273077199979221,0.0
104,104,104,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90.0,0.7505257948781392,0.5187287173666288,YUMIN ABBADINI,0.00273077199979221,0.0
105,105,105,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,0.8660150934059136,0.5187287173666288,YUMIN ABBADINI,0.023053341302968277,0.26849037487335353
106,106,106,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40.0,0.835085982927131,0.5187287173666288,YUMIN ABBADINI,0.023053341302968277,0.26849037487335353
107,107,107,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,0.8722009155016701,0.5187287173666288,YUMIN ABBADINI,0.002344010300250953,0.0
108,108,108,ITA,2023 Senior European Championships,final,"Antalya, Turkey",PH,6.0,0.8762835580848695,0.5187287173666288,YUMIN ABBADINI,0.002344010300250953,0.0
109,109,109,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6.0,0.882469380180626,0.5187287173666288,YUMIN ABBADINI,0.002344010300250953,0.0
110,110,110,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26.0,0.835085982927131,0.5187287173666288,YUMIN ABBADINI,-0.0011720051501252445,0.0
111,111,111,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,0.8206111592230607,0.5187287173666288,YUMIN ABBADINI,-0.0011720051501252445,0.0
112,112,112,ITA,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,18.0,0.8391686255103303,0.5187287173666288,YUMIN ABBADINI,0.0013854150431331013,0.3333333333333333
113,113,113,ITA,2023 Senior European Championships,qual,"Antalya, Turkey",VT,64.0,0.8494989484102438,0.5187287173666288,YUMIN ABBADINI,0.0013854150431331013,0.3333333333333333
114,114,114,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,0.7422986514907831,0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.0,0.8014184397163121
115,115,115,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,0.789682048744278,0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.01661268010366637,0.2576832151300237
116,116,116,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,0.7670419398738092,0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.0,0.8652482269503546
117,117,117,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,0.789682048744278,0.7253121452894438,ABDELRAHMAN ABDELHALEEM,0.022666579603426558,0.19432624113475178
118,118,118,EGY,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,15.0,0.7422986514907831,0.9682179341657208,ABDELRAHMAN ABDELHALEEM,0.01661268010366637,0.2576832151300237
119,119,119,EGY,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,25.0,0.7525671161697389,0.9682179341657208,ABDELRAHMAN ABDELHALEEM,0.022666579603426558,0.19432624113475178
120,120,120,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",HB,26.0,0.7794135840653222,0.7593643586833144,ABDELRAHMAN ABDELHALEEM,0.01661268010366637,0.2576832151300237
121,121,121,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",PH,27.0,0.7855994061610787,0.7593643586833144,ABDELRAHMAN ABDELHALEEM,0.022666579603426558,0.19432624113475178
122,122,122,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,21.0,0.8082395150315477,0.5539160045402951,ABDELRAHMAN ABDELHALEEM,0.022666579603426558,0.19432624113475178
123,123,123,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,9.0,0.8722009155016701,0.5187287173666288,ABDELRAHMAN ABDELHALEEM,0.022666579603426558,0.19432624113475178
124,124,124,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,0.7381541506866263,0.7253121452894438,AHMED ABDELRAHMAN,-0.005917665348174507,0.4439716312056738
125,125,125,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,0.8020536929357911,0.7253121452894438,AHMED ABDELRAHMAN,-0.0022997889716009946,0.5070921985815603
126,126,126,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,0.8041568724483483,0.7253121452894438,AHMED ABDELRAHMAN,-0.017096021632266138,0.557919621749409
127,127,127,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,0.8144253371273042,0.7253121452894438,AHMED ABDELRAHMAN,-0.008697369944755777,0.3333333333333333
128,128,128,EGY,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,50.0,0.8639119138933563,0.7253121452894438,AHMED ABDELRAHMAN,0.004870018550937643,0.0
129,129,129,EGY,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,9.0,0.8206111592230607,0.9682179341657208,AHMED ABDELRAHMAN,-0.005917665348174507,0.4439716312056738
130,130,130,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",PH,21.0,0.8010639614004701,0.7593643586833144,AHMED ABDELRAHMAN,-0.008697369944755777,0.3333333333333333
131,131,131,EGY,2022 Paris World Challenge Cup,qual,"Paris, France",VT,,0.8505505381665223,0.7593643586833144,AHMED ABDELRAHMAN,0.004870018550937643,0.0
132,132,132,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,117.0,0.7773104045527651,0.34506242905788875,AHMED ABDELRAHMAN,-0.005917665348174507,0.4439716312056738
133,133,133,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,82.0,0.7917852282568354,0.34506242905788875,AHMED ABDELRAHMAN,-0.0022997889716009946,0.5070921985815603
134,134,134,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,132.0,0.7278238277867128,0.34506242905788875,AHMED ABDELRAHMAN,-0.017096021632266138,0.557919621749409
135,135,135,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,94.0,0.7587529382654955,0.34506242905788875,AHMED ABDELRAHMAN,-0.008697369944755777,0.3333333333333333
136,136,136,EGY,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,59.0,0.8742422367932697,0.34506242905788875,AHMED ABDELRAHMAN,0.004870018550937643,0.0
137,137,137,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,33.0,0.7463812940739825,0.5539160045402951,AHMED ABDELRAHMAN,-0.005917665348174507,0.4439716312056738
138,138,138,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,12.0,0.8329828034145738,0.5539160045402951,AHMED ABDELRAHMAN,-0.017096021632266138,0.557919621749409
139,139,139,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,36.0,0.7463812940739825,0.5539160045402951,AHMED ABDELRAHMAN,-0.008697369944755777,0.3333333333333333
140,140,140,EGY,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT,,0.8267969813188172,0.5539160045402951,AHMED ABDELRAHMAN,0.004870018550937643,0.0
141,141,141,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,38.0,0.688667573920574,0.5187287173666288,AHMED ABDELRAHMAN,-0.005917665348174507,0.4439716312056738
142,142,142,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,17.0,0.8309414821229741,0.5187287173666288,AHMED ABDELRAHMAN,0.004870018550937643,0.0
143,143,143,EGY,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,17.0,0.8103426945441049,0.5187287173666288,AHMED ABDELRAHMAN,0.004870018550937643,0.0
144,144,165,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,44.0,0.7340096498824693,0.44948921679909193,ALLY HAMUDA ABDULLAH,0.0,0.3120567375886525
145,145,166,MAS,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,14.0,0.8267969813188172,0.44948921679909193,ALLY HAMUDA ABDULLAH,0.1327752914525663,0.2127659574468085
