,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,Score
252,ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,1.0,13.65
253,ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,12.0,12.5
254,ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",UB,5.0,12.9
255,ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,7.0,13.1
256,ACHAMPONG,ONDINE,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,1.0,14.25
257,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",BB,2.0,13.4
258,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,7.0,13.266
259,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,4.0,13.7
260,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,25.0,12.666
261,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,43.0,12.233
262,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,24.0,12.433
263,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,4.0,13.933
264,ACHAMPONG,ONDINE,w,GBR,11-14 Aug 2022,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,7.0,13.9
265,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",BB,5.0,13.6
266,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,16.0,13.433
267,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",BB,,13.933
268,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,17.0,12.7
269,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,33.0,12.866
270,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",UB,20.0,12.533
271,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,56.0,12.733
272,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,4.0,14.133
273,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",VT,,14.166
274,ACHAMPONG,ONDINE,w,GBR,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,9.0,14.3
275,ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",BB,1.0,13.8
276,ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,2.0,13.8
277,ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",FX,8.0,11.95
278,ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,4.0,13.2
279,ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,final,"Liverpool, England",UB,5.0,14.1
280,ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,2.0,13.7
281,ACHAMPONG,ONDINE,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,16.0,14.3
282,ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",BB,4.0,13.533
283,ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,4.0,13.366
284,ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,8.0,13.166
285,ACHAMPONG,ONDINE,w,GBR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,6.0,13.966
286,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",BB,4.0,12.5
287,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",BB,4.0,13.3
288,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,1.0,13.35
289,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",FX,2.0,13.033
290,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,11.0,12.55
291,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",UB,3.0,13.25
292,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",UB,4.0,13.433
293,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",UB,2.0,13.75
294,ACHAMPONG,ONDINE,w,ENG,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,1.0,13.9
296,ACHONDO ANDINO,BARBARA,w,CHI,9-12 June 2022,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,13.0,11.933
297,ACHONDO ANDINO,BARBARA,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,10.933
298,ACHONDO ANDINO,BARBARA,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,12.3
299,ACHONDO ANDINO,BARBARA,w,CHI,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,10.733
300,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,17.0,11.1
301,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,31.0,11.033
302,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,10.0,12.333
303,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,final,"Santiago, Chile",FX,8.0,12.2
304,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,10.0,12.633
305,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",UB,24.0,8.266
306,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,26.0,11.433
307,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,24.0,11.4
308,ACHONDO ANDINO,BARBARA,w,CHI,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,45.0,11.366
322,ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,69.0,11.6
323,ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,127.0,11.433
324,ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,108.0,11.033
325,ADALSTEINSDOTTIR,THELMA,w,ISL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT,126.0,12.066
326,ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",BB,35.0,12.233
327,ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",FX,91.0,11.133
328,ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",UB,57.0,11.733
329,ADALSTEINSDOTTIR,THELMA,w,ISL,11-14 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",VT,69.0,12.333
330,ADALSTEINSDOTTIR,THELMA,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,69.0,12.133
331,ADALSTEINSDOTTIR,THELMA,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,62.0,12.5
332,ADALSTEINSDOTTIR,THELMA,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",UB,79.0,12.166
333,ADALSTEINSDOTTIR,THELMA,w,ISL,30 Sep 2023 - 8 Oct 2023,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT,135.0,12.3
334,ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",BB,57.0,11.166
335,ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",FX,78.0,11.566
336,ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",UB,54.0,12.233
337,ADALSTEINSDOTTIR,THELMA,w,ISL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",VT,82.0,12.3
338,ADAMSON,JESS,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,54.0,9.7
339,ADAMSON,JESS,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,52.0,10.45
340,ADAMSON,JESS,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,24.0,11.3
341,ADAMSON,JESS,w,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,44.0,12.0
486,ALBA RODRIGUEZ,NASHELY ESMERALDA,w,DOM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,12.033
487,ALDAOUD,RUBA,w,JOR,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,23.0,11.8
488,ALDAOUD,RUBA,w,JOR,27-30 Apr 2023,2023 Cairo World Cup,qual,"Cairo, Egypt",VT,23.0,10.166
576,ALICEA,KATYNA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,48.0,8.6
577,ALICEA CARDONA,KATYNA KAMILA,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,11.3
578,ALICEA CARDONA,KATYNA KAMILA,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,11.233
579,ALICEA CARDONA,KATYNA KAMILA,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",UB,,10.4
580,ALICEA CARDONA,KATYNA KAMILA,w,PUR,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,11.267
585,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",BB,,13.6
586,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",BB,,13.95
587,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",FX,,11.95
588,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",FX,,11.35
589,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",UB,,12.35
590,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",UB,,12.45
591,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,qual,"Tampa, FL",VT,,11.95
592,ALIPIO,CIENA,w,USA,19-20 Aug 2022,2022 U.S. Championships,final,"Tampa, FL",VT,,13.2
593,ALIPIO,CIENA,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",BB,12.0,11.4
594,ALIPIO,CIENA,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",FX,6.0,12.2
595,ALIPIO,CIENA,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",UB,11.0,12.45
596,ALIPIO,CIENA,w,USA,28-31 July 2022,2022 U.S. Classic,AAfinal,"West Valley City, Utah",VT,,13.3
597,ALIPIO,CIENA,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",BB,17.0,12.25
598,ALIPIO,CIENA,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,19.0,11.85
599,ALIPIO,CIENA,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",UB,11.0,12.9
600,ALIPIO,CIENA,w,USA,25-27 Feb 2022,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,,13.2
640,ALVAREZ DIAZ,ALEJANDRA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",BB,22.0,11.566
641,ALVAREZ DIAZ,ALEJANDRA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,44.0,10.4
642,ALVAREZ DIAZ,ALEJANDRA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",UB,37.0,10.933
643,ALVAREZ DIAZ,ALEJANDRA SOFIA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",BB,24.0,9.133
644,ALVAREZ DIAZ,ALEJANDRA SOFIA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,23.0,11.266
645,ALVAREZ DIAZ,ALEJANDRA SOFIA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",UB,21.0,10.6
646,ALVAREZ DIAZ,ALEJANDRA SOFIA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,17.0,12.633
647,ALVAREZ DIAZ,ALEJANDRA SOFIA,w,PUR,21-25 Oct 2023,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT,29.0,12.533
662,AMEDE ABSOLAM,JULIANA MYA,w,JAM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",BB,,8.6
663,AMEDE ABSOLAM,JULIANA MYA,w,JAM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,10.567
664,AMEDE ABSOLAM,JULIANA MYA,w,JAM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",UB,,10.033
665,AMEDE ABSOLAM,JULIANA MYA,w,JAM,26-28 May 2023,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,10.333
666,AMGALAN,NAMUUNAA,w,MGL,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",BB,38.0,8.933
667,AMGALAN,NAMUUNAA,w,MGL,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,38.0,9.467
668,AMORELLI,MEI,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,22.0,11.5
669,AMORELLI,MEI,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,31.0,11.0
670,AMORELLI,MEI,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,35.0,9.9
671,AMORELLI,MEI,w,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",VT,30.0,12.1
672,AMRILLAEVA,LOBAR,w,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",BB,25.0,11.167
673,AMRILLAEVA,LOBAR,w,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",FX,22.0,11.267
674,AMRILLAEVA,LOBAR,w,UZB,15-18 June 2022,2022 9th Senior Artistic Gymnastics Asian Championships,qual,"Doha, Qatar",UB,30.0,9.633
675,AMRILLAEVA,LOBAR,w,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,BB,37.0,10.466
676,AMRILLAEVA,LOBAR,w,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,12.0,12.733
677,AMRILLAEVA,LOBAR,w,UZB,10-18 June 2023,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,UB,32.0,10.466
678,AMRILLAEVA,LOBAR,w,UZB,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",BB,17.0,12.1
679,AMRILLAEVA,LOBAR,w,UZB,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,21.0,11.966
680,AMRILLAEVA,LOBAR,w,UZB,9-12 Mar 2023,2023 Baku World Cup,qual,"Baku, Azerbaijan",UB,28.0,9.9
681,AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",BB,26.0,10.233
682,AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,18.0,10.933
683,AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",UB,16.0,10.433
684,AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,9.0,12.366
685,AMRILLAEVA,LOBAR,w,UZB,25-28 May 2023,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT,9.0,12.133
686,AN,CHANGOK,w,PRK,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",BB,19.0,11.9
687,AN,CHANGOK,w,PRK,24-29 Sep 2023,HANGZHOU 2022 19th Asian Games,AAfinal,"Hangzhou, China",BB,9.0,12.033
